domain,aplication,version,accounts,MAU,HYAU,posts
hughsviewsandnews.com,wordpress,6.7,1,1,1,482
sunkencastles.com,wordpress,6.4.5,1,1,1,8
www.illmarks.com,wordpress,6.6,1,1,1,173
dantheclamman.blog,wordpress,6.7,1,1,1,60
coywolf.today,wordpress,6.6,1,1,1,8
epeus.wordpress.com,wordpress,6.7,1,1,1,8
swordofseiros.wordpress.com,wordpress,6.7,1,1,1,48
seattlein2025.org,wordpress,6.6,1,1,1,31
antonimaroto.com,wordpress,6.7,1,1,1,21
openlogicproject.org,wordpress,6.6,1,1,1,84
blog.infosec.exchange,wordpress,6.6,1,1,1,5
wdsouth.vivaldi.net,wordpress,6.4,1,1,1,7
www.franzgraf.de,wordpress,6.6,1,1,1,122
blog.beaware.live,wordpress,6.6,1,1,1,7
svpow.com,wordpress,6.7,1,1,1,1633
tips.vivaldi.net,wordpress,6.4,1,2,2,564
stronglang.wordpress.com,wordpress,6.7,1,1,1,399
robertjames1971.blog,wordpress,6.7,1,1,1,20077
berzerk.pl,wordpress,6.6,1,1,1,190
www.atariorbit.org,wordpress,6.6,1,1,1,83
shojiwax.com,wordpress,6.7,1,1,1,1145
christianheilmann.com,wordpress,6.6,1,1,1,1760
blog.hansenpartnership.com,wordpress,6.6,1,1,1,66
fixionauta.net,wordpress,6.6,1,1,1,1037
edu.inaf.it,wordpress,6.0.9,1,1,1,1304
alis.me,wordpress,6.6,1,2,2,6307
pieceoplastic.com,wordpress,6.6,1,1,1,3366
fly.herald-petrel.com,wordpress,6.2,1,1,1,11
politicalwire.com,wordpress,6.6,1,1,1,131073
smadin.net,wordpress,6.7,1,1,1,48
www.reisetagebuch-podcast.de,wordpress,6.6,1,1,1,143
www.seerofsouls.com,wordpress,6.6,1,1,1,33
labteclivre.noblogs.org,wordpress,6.6,1,1,1,7
euphoria.noblogs.org,wordpress,6.6,1,1,1,89
jetpack.com,wordpress,6.7,1,1,1,831
goinggnu.wordpress.com,wordpress,6.7,1,1,1,1052
doctorwho.isbrill.com,wordpress,6.6,1,1,1,10
mcoorlim.com,wordpress,6.6.2,1,null,null,41
phlanticap.noblogs.org,wordpress,6.6,1,1,1,1921
www.ironsysadmin.com,wordpress,6.6,1,1,1,169
fediverse.pl,wordpress,6.6,1,1,1,29
lisamelton.net,wordpress,6.6,1,1,1,10
blog.mastodon.bayern,wordpress,6.6,1,1,1,1
hackthepromise.org,wordpress,6.6,1,1,1,1
resistanceanimale.noblogs.org,wordpress,6.6,1,1,1,72
flockofnazguls.com,wordpress,6.7,1,1,1,6
katharinabrunner.de,wordpress,6.6,1,1,1,383
utstallningskritik.se,wordpress,6.6,1,1,1,990
perennially.online,wordpress,6.6,1,1,1,12
romeosquared.eu,wordpress,6.5,1,2,2,314
courlet.net,wordpress,6.6,1,1,1,90
autisticgoblin.ca,wordpress,6.6,1,1,1,472
syrosenvobservatory.gr,wordpress,6.4,1,1,1,287
seinenrider.com,wordpress,6.7,1,1,1,93
thewpminute.com,wordpress,6.6,1,1,1,353
running.maik-bischoff.de,wordpress,6.6,1,1,1,94
aadils.computer,wordpress,6.6,1,0,0,85
blog.richarddegenne.fr,wordpress,6.6,1,1,1,7
kanru.info,wordpress,6.6,1,1,1,430
kireinayuri.com,wordpress,6.3,1,1,1,56
www.teknoids.net,wordpress,6.6,1,2,2,4988
diagrammonkey.wordpress.com,wordpress,6.7,1,1,1,195
michaelmissing.com,wordpress,6.7,1,1,1,63
meshedinsights.com,wordpress,6.7,1,1,1,305
madbob.wordpress.com,wordpress,6.7,1,1,1,201
webmink.com,wordpress,6.7,1,1,1,974
blog.josh.tel,wordpress,6.6,1,1,1,12
vilelasagna.ddns.net,wordpress,6.6,1,1,1,25
luojola.fi,wordpress,6.6,1,1,1,213
www.peterkrupa.lol,wordpress,6.6,1,1,1,19
snookerpro.de,wordpress,6.2.6,1,1,1,893
pfefferle.wordpress.com,wordpress,6.7,1,1,1,1
ianbetteridge.com,wordpress,6.7,1,1,1,274
mattrog.net,wordpress,6.6,1,1,1,86
www.glasnost.se,wordpress,6.6,1,1,1,1339
dbzer0.com,wordpress,6.6,1,3,3,1223
gmkeros.wordpress.com,wordpress,6.7,1,1,1,351
dropbear.xyz,wordpress,6.6,1,1,1,186
trialbyerror.org,wordpress,6.6,1,1,1,669
crowdagger.fr,wordpress,6.6,1,1,1,55
josh.blog,wordpress,6.6,1,1,1,261
samfirke.com,wordpress,6.6,1,1,1,146
lastcontact.space,wordpress,6.6,1,1,1,14
www.matteozenatti.net,wordpress,6.6,1,1,1,218
aulia.me,wordpress,6.7,1,1,1,1633
jmb.mx,wordpress,6.5,1,1,1,142
abolitionmedia.noblogs.org,wordpress,6.6,1,1,1,2566
blog.tomaszdunia.pl,wordpress,6.6,1,1,1,146
www.nateshivar.com,wordpress,6.6,1,1,1,1045
alex.kirk.at,wordpress,6.6,1,1,1,252
amausaan.tokyo,wordpress,6.3,1,1,1,15
whatwasidoingagain.com,wordpress,6.6,1,1,1,26
www.yourautisticlife.com,wordpress,6.6,1,1,1,256
realityfragments.com,wordpress,6.7,1,1,1,743
phoenixtrap.com,wordpress,6.6,1,1,1,128
blog.jackmtn.com,wordpress,6.6,1,1,1,2261
www.wsfs.org,wordpress,6.6,1,1,1,24
cassano.com.br,wordpress,6.6,1,1,1,87
plugins.seindal.dk,wordpress,6.6,1,1,1,5
movimento.softwarelivre.tec.br,wordpress,6.6,1,1,1,11
hamsterhoard.home.blog,wordpress,6.7,1,1,1,252
www.videoneat.com,wordpress,6.6,1,1,1,1291
historywalksvenice.com,wordpress,6.6,1,1,1,21
blog.toplap.org,wordpress,6.6,1,1,1,246
roosenmaallen.com,wordpress,6.6,1,1,1,50
lucharcontrael41bis.noblogs.org,wordpress,6.6,1,1,1,724
teasmith.au,wordpress,6.6,1,1,1,330
blog.whoz.me,wordpress,6.6,1,1,1,103
pabloniusmonk.wordpress.com,wordpress,6.7,1,1,1,3
webrocker.de,wordpress,6.6,1,1,1,3417
mrfunkedude.wordpress.com,wordpress,6.7,1,1,1,37
mechadarwin.com,wordpress,6.6,1,1,1,210
defragment.tech,wordpress,6.6,1,1,1,127
gauteholmin.no,wordpress,6.6,1,1,1,616
1001otheralbums.com,wordpress,6.7,1,1,1,93
p.xuv.be,wordpress,6.6,1,1,1,763
codehouse.digfish.org,wordpress,6.5,1,1,1,35
blog.bjones.net,wordpress,6.6,1,1,1,700
saletasubmersa.wordpress.com,wordpress,6.7,1,1,1,8
freeanduneasy.blog,wordpress,6.6,1,1,1,42
restoration.software,wordpress,6.6,1,1,1,7
mattie-tucker.com,wordpress,6.7,1,1,1,50
piperhaywood.com,wordpress,6.6,1,1,1,737
antifabochum.noblogs.org,wordpress,6.6,1,1,1,394
bolztribuene.de,wordpress,6.6,1,1,1,135
escrevoemportugues.wordpress.com,wordpress,6.7,1,1,1,92
around.com,wordpress,6.6,1,1,1,110
biblionik.org,wordpress,6.7,1,1,1,11
conffab.com,wordpress,6.5,1,1,1,1
jaywll.co,wordpress,6.6,1,1,1,1393
robpegoraro.com,wordpress,6.7,1,1,1,1419
sabotmedia.noblogs.org,wordpress,6.6,1,1,1,153
kerosyn.link,wordpress,6.6,1,1,1,40
duckalignment.academy,wordpress,6.6,1,1,1,141
tarakiyee.com,wordpress,6.6,1,1,1,12
blognooficial.wordpress.com,wordpress,6.7,1,1,1,14562
blog.mlich.cz,wordpress,6.6,1,1,1,155
techbites.info,wordpress,6.6,1,1,1,18
www.roney.com.br,wordpress,6.6,1,1,1,2375
blog.ultranurd.net,wordpress,6.6,1,1,1,1103
cubicgarden.com,wordpress,6.6,1,1,1,4692
ilfediversofaschifo.wordpress.com,wordpress,6.7,1,1,1,9
ambient.fm,wordpress,6.6,1,1,1,695
rda69.net,wordpress,5.7,1,1,1,288
diyelectromusic.com,wordpress,6.7,1,1,1,518
kraut.press,wordpress,6.6,1,1,1,1
downas.noblogs.org,wordpress,6.6,1,1,1,3
www.schmidtmitdete.de,wordpress,6.6,1,1,1,502
slab.org,wordpress,6.6,1,1,1,361
wee.press,wordpress,6.6,1,1,1,11
nfgworld.com,wordpress,6.6,1,4,4,376
netmonkey.net,wordpress,6.6,1,1,1,29
mattwiebe.blog,wordpress,6.7,1,1,1,41
brucknerite.net,wordpress,6.6,1,1,1,771
weltenkreuzer.de,wordpress,6.6,1,1,1,225
linuxgamecast.com,wordpress,6.6,1,1,1,2462
matteocapucci.wordpress.com,wordpress,6.7,1,1,1,29
micaai.wordpress.com,wordpress,6.7,1,1,1,6
weblog.antranigv.am,wordpress,6.6,1,1,1,132
iamviolet.ca,wordpress,6.7,1,1,1,24
flameeyes.blog,wordpress,6.6,1,1,1,2822
www.thehugoawards.org,wordpress,6.6,1,1,1,284
alternatives-numeriques.fr,wordpress,6.6,1,1,1,25
culturewar.radio,wordpress,6.6,1,1,1,337
oliviersaraja.wordpress.com,wordpress,6.7,1,1,1,35
realhackhistory.org,wordpress,6.7,1,1,1,15
burningbird.net,wordpress,6.6,1,1,1,4640
joaoaguiar.blog.br,wordpress,6.6.2,1,1,1,10
lasiepedimore.com,wordpress,6.7,1,1,1,1825
starlilyth.net,wordpress,6.6,1,1,1,12
4cnc.colaborativas.net,wordpress,6.6,1,1,1,15
arlin.photography,wordpress,6.6,1,1,1,36
socialaudiodescription.com,wordpress,6.7,1,1,1,51
www.tiotrom.com,wordpress,6.6,1,1,1,113
tomredford.eu,wordpress,6.6,1,1,1,15
lameazoid.com,wordpress,6.6,1,2,2,1011
www.kc8jc.com,wordpress,6.6,1,1,1,197
khunkai.org,wordpress,6.7,1,1,1,152
dave.moskovitz.co.nz,wordpress,6.6,1,1,1,144
owgf.org,wordpress,6.7,1,1,1,43
georg-rosenbaum.de,wordpress,6.6,1,1,1,109
caffeinatedpunctuation.co.uk,wordpress,6.7,1,1,1,275
wpcommaven.com,wordpress,6.7,1,1,1,126
ooze.net,wordpress,6.5,1,1,1,6
ourobengr.com,wordpress,6.4.5,1,1,1,77
thanius.chuggybumba.com,wordpress,6.6,1,1,1,12
apha.dk,wordpress,6.6,1,1,1,5282
indymedia.pt,wordpress,6.6,1,1,1,785
simongreenwood.me.uk,wordpress,6.4,1,1,1,15
paintedpixelsblog.wordpress.com,wordpress,6.7,1,1,1,163
wedistribute.org,wordpress,6.6,1,1,1,178
argumento.noblogs.org,wordpress,6.6,1,1,1,133
le-chat-a-velo.at,wordpress,6.6,1,1,1,517
cadastro.museus.gov.br,wordpress,6.6,1,1,1,5
meadandgreed.de,wordpress,6.4,1,1,1,0
stefanpfeiffer.blog,wordpress,6.7,1,1,1,2773
aron.ambrosiani.se,wordpress,6.6,1,1,1,22
billsaysthis.com,wordpress,6.7,1,1,1,5521
skydancingblog.com,wordpress,6.7,1,1,1,8227
ultracrepidarian.phfactor.net,wordpress,6.7,1,1,1,270
cogdoglab.wordpress.com,wordpress,6.7,1,1,1,22
waterauditca.org,wordpress,6.6,1,1,1,121
www.xenofact.com,wordpress,6.6,1,1,1,119
bakerstreetforensics.com,wordpress,6.7,1,1,1,77
dramatea88.wordpress.com,wordpress,6.7,1,1,1,61
elizabethtai.com,wordpress,6.7,1,1,1,124
press.invincible.ink,wordpress,6.6,1,1,1,3902
plusbrothers.net,wordpress,6.6,1,1,1,547
everybodyslibraries.com,wordpress,6.7,1,1,1,255
aisa.sp.unipi.it,wordpress,6.6,1,1,1,373
www.radikaledemokratie.de,wordpress,6.6,1,1,1,11
disintegrated.fedipress.au,wordpress,6.6,1,1,1,17
gombang.wordpress.com,wordpress,6.7,1,1,1,113
psychicdrool.wordpress.com,wordpress,6.7,1,1,1,0
blog.eischmann.cz,wordpress,6.6,1,1,1,531
erinptah.wordpress.com,wordpress,6.7,1,1,1,420
aphowell.com,wordpress,6.7,1,1,1,124
treacherous.tech,wordpress,6.7,1,1,1,31
n.survol.fr,wordpress,6.5.2,1,null,null,2104
dylanmc.ca,wordpress,6.6,1,1,1,34
esmeraldinosalles.wordpress.com,wordpress,6.7,1,1,1,84
jan.boddez.net,wordpress,6.6,1,1,1,130
patternclub.org,wordpress,6.6,1,1,1,0
aaron.place,wordpress,6.6.2,1,1,1,3
msrocket.com,wordpress,6.6,1,1,1,0
xurxodiz.eu,wordpress,6.6,1,1,1,719
paulasimoesblog.wordpress.com,wordpress,6.7,1,1,1,883
fediblogs.wordpress.com,wordpress,6.7,1,1,1,9
audioesoftwarelivre.wordpress.com,wordpress,6.7,1,1,1,39
using-archaic-words.isbrill.com,wordpress,6.6,1,1,1,9
shawnhooper.ca,wordpress,6.6,1,1,1,94
rootlinux.ro,wordpress,6.6,1,1,1,374
pycomtois.com,wordpress,6.7,1,1,1,184
www.didiermary.fr,wordpress,6.6,1,1,1,800
www.themen-show.de,wordpress,6.6,1,1,1,88
tarale.fedipress.au,wordpress,6.6,1,1,1,21
blog.enby-box.de,wordpress,6.6,1,1,1,35
einstieg-in-wp.de,wordpress,6.6,1,1,1,142
fullmoonstorytelling.com,wordpress,6.7,1,1,1,293
penofglen.wordpress.com,wordpress,6.7,1,1,1,132
m0bi13.wordpress.com,wordpress,6.7,1,1,1,1
sffandom.wordpress.com,wordpress,6.7,1,1,1,397
snowbirdofparadise.com,wordpress,6.7,1,1,1,1251
marginaa.li,wordpress,6.6,1,1,1,2685
keithdevereux.wordpress.com,wordpress,6.7,1,1,1,1147
smithcompound.blog,wordpress,6.7,1,1,1,541
www.dorn-art.de,wordpress,6.6,1,1,0,7
kaffeeringe.de,wordpress,6.6,1,1,1,1364
bunte-kuechenabenteuer.de,wordpress,6.6,1,1,1,935
enblog.eischmann.cz,wordpress,6.6,1,1,1,200
ideophone.org,wordpress,6.6,1,1,1,253
lookslikenew.net,wordpress,6.6,1,1,1,0
www.thenewsocial.de,wordpress,6.6,1,1,1,39
rebeccasreadingroom.ca,wordpress,6.7,1,1,1,86
arnaudboutry.art,wordpress,6.6,1,1,1,26
www.scotgate.org,wordpress,6.5,1,1,1,565
geraldew.wordpress.com,wordpress,6.7,1,1,1,3
www.setouchiexplorer.com,wordpress,6.6,1,1,1,1088
diciamoloinitaliano.wordpress.com,wordpress,6.7,1,1,1,302
fedistorie.wordpress.com,wordpress,6.7,1,1,1,5
gooutsidetoday.com,wordpress,6.7,1,1,1,741
blog.holgerkrupp.de,wordpress,6.1.1,1,null,null,145
event-federation.eu,wordpress,6.6,1,1,1,11
blog.jonudell.net,wordpress,6.6,1,1,1,1000
blog.ovalerio.net,wordpress,6.6,1,1,1,189
rant.vpalepu.com,wordpress,6.7,1,1,1,131
acambronero.wordpress.com,wordpress,6.7,1,1,1,30
herereadthis.blog,wordpress,6.7,1,1,1,3644
fiat-tux.fr,wordpress,6.6,1,1,1,270
auntieautism.wordpress.com,wordpress,6.7,1,1,1,39
www.videospielgeschichten.de,wordpress,6.6,1,1,1,604
carlheath.se,wordpress,6.6,1,1,1,70
feoragsfonts.com,wordpress,6.7,1,1,1,7
andypiper.co.uk,wordpress,6.6,1,1,1,1084
masdivago.cc,wordpress,6.6,1,1,0,33
ruario.vivaldi.net,wordpress,6.4,1,1,1,2
gonecavinggoescycling.wordpress.com,wordpress,6.7,1,1,1,42
derblinkenlighters.blog,wordpress,6.7,1,1,1,2
slapmybot.xuv.be,wordpress,6.6,1,1,1,195
transitionmonmouth.wordpress.com,wordpress,6.7,1,1,1,100
kuemmerle.name,wordpress,6.6,1,1,1,1652
nicksimson.com,wordpress,6.6,1,1,1,115
feborg.es,wordpress,6.6,1,1,1,105
sabilewcreates.com,wordpress,6.6,1,1,1,72
www.ruolatorisolitari.it,wordpress,6.6,1,1,1,26
telescoper.blog,wordpress,6.7,1,1,1,6981
morayner.org,wordpress,6.6,1,1,1,38
about.iftas.org,wordpress,6.6,1,1,1,16
thenewleafjournal.com,wordpress,6.6,1,1,1,1059
rene.seindal.dk,wordpress,6.6,1,1,1,520
reecemartin.ca,wordpress,6.6,1,1,1,171
electronicplanet.xyz,wordpress,6.7,1,1,1,39
ferociousdesigns.com,wordpress,6.7,1,1,1,25
getfisaright.net,wordpress,6.7,1,1,1,312
louisderrac.com,wordpress,6.6,1,1,1,327
scottarc.blog,wordpress,6.7,1,1,1,11
blog.1a23.com,wordpress,6.6,1,1,1,110
wolverion.com,wordpress,6.6,1,1,1,2817
wordsalad89.wordpress.com,wordpress,6.7,1,1,1,39
internaldebate.net,wordpress,6.7,1,1,1,79
norberteder.photography,wordpress,6.6,1,1,1,851
www.tromjaro.com,wordpress,6.6,1,1,1,682
researchbuzz.me,wordpress,6.6,1,1,1,8837
nerdjunk.de,wordpress,6.6,1,1,1,91
edfoc.org.uk,wordpress,6.6,1,1,1,32
hildabastian.wordpress.com,wordpress,6.7,1,1,1,29
dangillmor.com,wordpress,6.6,1,1,1,359
jamescroft.website,wordpress,6.7,1,1,1,36
arlin.org,wordpress,6.6,1,1,1,472
openmentions.com,wordpress,6.6,1,1,1,67
newsletter.mobileatom.net,wordpress,6.6,1,1,1,438
everton.rocks,wordpress,6.6,1,1,1,15
allrite.blog,wordpress,6.7,1,1,1,478
andreasjr.com,wordpress,6.6,1,1,1,19
raroo.xyz,wordpress,6.6,1,1,1,6
pixelspielemagazin.de,wordpress,6.6,1,1,1,448
moribundoinsurgente.noblogs.org,wordpress,6.6,1,1,1,147
opernmagazin.de,wordpress,6.4,1,1,1,2862
samthursfield.wordpress.com,wordpress,6.7,1,1,1,178
ingallswx.com,wordpress,6.7,1,1,1,251
www.fcktrmp.xyz,wordpress,6.6,1,1,1,73
eplanets.univ-lyon1.fr,wordpress,6.6,1,1,1,112
hadeantaiga.wordpress.com,wordpress,6.7,1,1,1,63
recogiendofrutos.interlan.ec,wordpress,6.6,1,1,1,100
richardjdalton.com,wordpress,6.6,1,1,1,110
bnuyaminim.wordpress.com,wordpress,6.7,1,1,1,77
orquestraafrobrasileira.wordpress.com,wordpress,6.7,1,1,1,81
david-philippi.de,wordpress,6.6,1,1,1,31
barcamp-kiel.de,wordpress,6.6,1,1,1,30
rawdatastudies.com,wordpress,6.6,1,1,1,37
www.compgen.de,wordpress,6.6,1,1,1,2090
kevingimbel.de,wordpress,6.6,1,1,1,133
bk.cx,wordpress,6.6,1,2,2,737
chaosdorf.de,wordpress,6.6,1,1,1,410
library.hrmtc.com,wordpress,6.6,1,1,1,12217
complainthub.com,wordpress,6.6,1,1,1,1253
blog.kohler.is,wordpress,6.6,1,1,1,71
www.pelitutkimus.fi,wordpress,6.6,1,1,1,132
knowprose.com,wordpress,6.7,1,1,1,368
inphotos.org,wordpress,6.6,1,1,1,5322
www.tub.tuhh.de,wordpress,6.6,1,1,1,545
www.symphora.com,wordpress,6.6,1,2,2,4769
tokio.blogpocket.com,wordpress,6.6,1,1,0,35
bandaparaquedista.wordpress.com,wordpress,6.7,1,1,1,11
direkt.gnistor.se,wordpress,6.5,1,1,1,686
mspr0.de,wordpress,6.5,1,1,1,1157
chuttenblog.wordpress.com,wordpress,6.7,1,1,1,159
uneabeille.blog,wordpress,6.6,1,1,1,4
herve.bzh,wordpress,6.6,1,1,0,28
chardonsbleus.org,wordpress,6.6,1,0,1,16
hamishcampbell.com,wordpress,6.6,1,1,1,1179
wgom.org,wordpress,6.6,1,1,1,24950
astrodon.space,wordpress,6.6,1,1,0,40
themaverick.de,wordpress,6.6,1,1,1,16
drivemega.wordpress.com,wordpress,6.7,1,1,1,257
www.stuartgrimshaw.co.uk,wordpress,6.6,1,1,0,6
blog.theheart.land,wordpress,6.6,1,1,0,3
michaelmuto.com,wordpress,6.7,1,1,1,449
redesnuestras.net,wordpress,6.7,1,1,1,5
pennamite.wordpress.com,wordpress,6.7,1,1,1,230
algorithmicpattern.org,wordpress,6.6,1,1,1,25
audiovalentine.com,wordpress,6.6,1,1,1,8
wolnepszczoly.org,wordpress,6.6,1,1,1,81
encode.agency,wordpress,6.6,1,1,1,25
www.norwescon.org,wordpress,6.6,1,1,1,626
tugaleres.com,wordpress,6.7,1,1,1,1247
flugundzeit.blog,wordpress,6.6,1,1,1,918
macmanx.com,wordpress,6.6,1,1,1,1427
eigenpod.de,wordpress,6.6,1,1,1,0
hoerspielkritik.de,wordpress,6.6,1,1,1,872
ora-international.at,wordpress,6.6,1,1,1,507
yogasukma.web.id,wordpress,6.6,1,1,1,191
blog.jpnearl.com,wordpress,6.6,1,1,1,7771
tagesimpuls.org,wordpress,6.6,1,1,1,560
annakirche.at,wordpress,6.6,1,1,1,362
www.cerebralmix.cc,wordpress,6.6.2,1,null,null,24
www.unattributed.cc,wordpress,6.6.2,1,null,null,9
hashblogeando.wordpress.com,wordpress,6.7,1,1,1,284
manglaubtesnicht.wordpress.com,wordpress,6.7,1,1,1,353
www.horizontalpitch.com,wordpress,6.6,1,1,1,186
blog.warrows.fr,wordpress,6.5,1,1,1,91
lizmonsterwrites.com,wordpress,6.7,1,1,1,212
stellalunaobservatory.space,wordpress,6.7,1,1,1,22
www.dnddeutsch.de,wordpress,6.6,1,1,1,585
whitepaperdaily.wordpress.com,wordpress,6.7,1,1,1,80
jasongraphix.com,wordpress,6.6,1,1,1,412
web.gnusocial.jp,wordpress,6.6.2,1,1,1,1155
scubahanknyc.com,wordpress,6.6,1,1,1,340
daydreami.cc,wordpress,6.6,1,1,1,20
pchxyz.dscloud.mobi,wordpress,6.1,1,1,1,20
www.janwillemswane.nl,wordpress,6.6,1,1,1,234
trotzallem.noblogs.org,wordpress,6.6,1,1,1,815
yakudo-kan.com,wordpress,6.6,1,1,1,347
chillysquid.com,wordpress,6.7,1,1,1,4092
pleromanonx86.wordpress.com,wordpress,6.7,1,1,1,30
theidlestate.com,wordpress,6.6,1,1,1,3
alternativeto09.wordpress.com,wordpress,6.7,1,1,1,2
auraisfad.in,wordpress,6.7,1,1,1,13
digilog.blog,wordpress,6.7,1,1,1,69
ammienoot.com,wordpress,6.4.3,1,1,1,185
dominikschilling.de,wordpress,6.7,1,1,1,11
fahrradstadt.ms,wordpress,6.6,1,1,1,69
joker.noblogs.org,wordpress,6.6,1,1,1,5
vnyanzo.com,wordpress,6.6,1,1,1,5
guilhermedea.com.br,wordpress,6.3.5,1,null,null,2
alheureduthe.wordpress.com,wordpress,6.7,1,1,1,51
www.perspektivbrocken.org,wordpress,6.6,1,1,1,181
javierleiva.com,wordpress,6.6,1,1,1,32
lynfox.fedipress.au,wordpress,6.6,1,1,1,11
blog.blankbaby.com,wordpress,6.6,1,1,1,4926
difficultopinions.com,wordpress,6.6,1,1,1,66
antranigv.am,wordpress,6.6,1,1,1,132
mehdibenadel.com,wordpress,6.6,1,1,1,1
commonists.wordpress.com,wordpress,6.7,1,1,1,50
trancefish.de,wordpress,6.6,1,1,1,52
mrhonner.com,wordpress,6.6,1,1,1,1381
curiousity.ca,wordpress,6.6,1,1,1,236
www.ebooksyearntobefree.com,wordpress,6.6,1,1,1,61
spectrumofeevee.wordpress.com,wordpress,6.7,1,1,1,2
blog.lenzg.net,wordpress,6.5,1,1,1,46
canadianprivacy.ca,wordpress,6.6,1,1,1,1848
notes.neocoretext.net,wordpress,6.6,1,1,1,23
ourpublicassembly.com,wordpress,6.6,1,1,1,16
cutetropolis.com,wordpress,6.6,1,1,1,9720
distanceofhope.com,wordpress,6.7,1,1,1,46
vinyl-41.de,wordpress,6.6,1,1,1,1375
dimitriosdiamantaras.me,wordpress,6.7,1,1,1,549
logic.ucalgary.ca,wordpress,6.6,1,1,1,1
reiseblog.knut-hildebrandt.de,wordpress,6.3,1,null,null,41
robattrell.com,wordpress,6.6,1,1,1,424
chaosworks.org,wordpress,6.2,1,1,1,132
brainofshawn.com,wordpress,6.6,1,1,1,853
paulfosterdesign.wordpress.com,wordpress,6.7,1,1,1,2034
www.kendoseinajoki.fi,wordpress,6.6,1,1,1,359
bommo.au,wordpress,6.6.2,1,1,1,4
ruelleverte.wordpress.com,wordpress,6.7,1,1,1,83
lonm.vivaldi.net,wordpress,6.4,1,1,1,159
downsouthfarm.com,wordpress,6.4.5,1,1,1,19
panethos.wordpress.com,wordpress,6.7,1,1,1,2612
mattstenson.com,wordpress,6.6,1,1,1,73
islandinthenet.com,wordpress,6.6,1,2,2,6637
kickin-the-darkness.com,wordpress,6.7,1,1,1,44
lkinley.com,wordpress,6.6.2,1,1,1,4
meine-url-ist-laenger-als-deine.de,wordpress,6.6,1,1,1,1329
blog.shirtless.gay,wordpress,6.6,1,1,1,1
this-image-collection.isbrill.com,wordpress,6.6,1,1,1,5
trooperdad.com,wordpress,6.7,1,1,1,1102
magyartandemklub.hu,wordpress,6.6,1,1,1,5
wrapping.marthaburtis.net,wordpress,6.1.7,1,null,null,298
andrepitz.de,wordpress,6.6,1,1,1,903
scriptingosx.com,wordpress,6.6,1,1,1,716
ericdq.com,wordpress,6.7,1,1,1,187
slowforward.net,wordpress,6.7,1,1,1,18245
blog.clickomania.ch,wordpress,6.6,1,1,1,3803
acon13.wordpress.com,wordpress,6.7,1,1,1,14
kreatv.org,wordpress,6.5,1,1,1,38
www.ttrss.info,wordpress,6.6,1,0,0,98
noplasticshowers.com,wordpress,6.6,1,1,1,624
bitterswede.com,wordpress,6.6,1,1,1,105
happydudejd.wordpress.com,wordpress,6.7,1,1,1,2
kevinblades.com,wordpress,6.6,1,1,0,6
taeglichkeiten.kopfstim.me,wordpress,6.6,1,1,1,54
robertlogger.vivaldi.net,wordpress,6.4,1,1,1,16
tallbike-stuttgart.de,wordpress,6.6,1,1,1,0
www.ianwelsh.net,wordpress,6.6,1,1,1,3448
grieve-smith.com,wordpress,6.6,1,1,1,128
www.manufakturmarton.ch,wordpress,6.1,1,2,2,55
herrhaensel.de,wordpress,6.6,1,1,1,16
skap.noblogs.org,wordpress,6.6,1,1,1,1
eric.freyssi.net,wordpress,6.6,1,1,1,202
www.postsiedlung.de,wordpress,6.6,1,1,1,1442
two21.net,wordpress,6.7,1,1,1,436
mjkcreations.online,wordpress,6.6,1,1,1,2
blog.asbb.beskidy.pl,wordpress,6.6,1,1,1,199
sadiesnitched.noblogs.org,wordpress,6.6,1,0,0,0
photo.kurotanesou.com,wordpress,6.6,1,1,1,128
www.elliekennard.ca,wordpress,6.6,1,1,1,1143
riffic.rocks,wordpress,6.4,1,1,1,42
edtechfactotum.com,wordpress,6.5,1,1,1,138
apothecaryshed.com,wordpress,6.6,1,1,1,918
blog.nizarus.tn,wordpress,6.6,1,1,1,227
drostan.org,wordpress,6.5,1,0,1,152
planningtransport.co.uk,wordpress,6.6,1,1,1,30
lagaziniere850fcs.wordpress.com,wordpress,6.7,1,1,1,17
gruene-sl-fl.de,wordpress,6.6,1,1,1,201
pieterhendrikse.com,wordpress,6.7,1,1,1,114
muetzenfalterin.blogda.ch,wordpress,6.6,1,1,1,112
sarahwallinhuff.com,wordpress,6.6,1,1,1,929
weddingweiser.de,wordpress,6.6,1,1,1,4294
www.spielendsubversiv.de,wordpress,6.6,1,1,1,1
too-much.info,wordpress,6.6,1,1,1,256
thegoaproject.wordpress.com,wordpress,6.7,1,1,1,181
alexgalt.com,wordpress,6.7,1,1,1,46
fedivoerse.de,wordpress,6.6,1,1,1,4
www.scjcast.de,wordpress,6.4.5,1,1,1,28
www.alanjames.org,wordpress,6.6,1,1,1,34
marc.hannebrook.info,wordpress,6.6,1,1,0,8
www.revscottwells.com,wordpress,6.6,1,1,1,4278
www.nicebread.de,wordpress,6.6.2,1,null,null,59
www.locked.de,wordpress,6.6,1,1,1,158
openwalnut.org,wordpress,6.6,1,1,1,3
xdest.com,wordpress,6.6,1,1,1,57
unsupervised.ca,wordpress,6.6,1,1,1,1618
www.it-blogger.dk,wordpress,6.6,1,7,7,2467
www.nickjordan.co.uk,wordpress,6.6,1,1,1,569
janvandenberg.blog,wordpress,6.6,1,1,1,1042
