domain,application,version,users,MAU,HYAU,posts
mastodon.hopman.nl,mastodon,4.2.3,1,1,1,7
gomastodon.cz,mastodon,4.2.0,237,4,21,551
phx.zct-mrl.com,pleroma,2.5.1,1,1,1,67
ocamlot.xyz,ocamlot,1.0.0,1,1,1,317
namelesscitizen.space,mastodon,3.5.3,3,1,1,5805
toot.cryolog.in,mastodon,4.1.4,3,1,2,25
mastodon.azadehafzar.io,mastodon,4.1.3,1,0,1,0
mn.p.starxy.cc,mastodon,4.2.3,1,1,1,0
celt.social,mastodon,4.1.6,17,3,8,507
toots.schwanksta.com,mastodon,4.2.0,1,1,1,717
breadandroses.cloud,mastodon,4.2.3,1,1,2,135
gts.jermey.cn,gotosocial,0.13.1 git-ccecf5a,1,null,null,15
mstdn.ctero.dev,mastodon,4.1.2,1,1,1,4
m.mtjm.eu,mastodon,4.2.3,1,1,1,127
daotodon.me,mastodon,4.2.3,34,7,20,539
thisisnotaserver.com,mastodon,4.2.3,1,1,1,13
blogator.com,mastodon,4.1.4,5,0,0,21
f.openbdsm.org,akkoma,3.10.3-221-g6fb91d79-develop,4,4,4,3
mastodon.cab,mastodon,4.0.4,2,1,1,14
md.mornie.org,mastodon,4.2.0,2,0,1,24
mastodon.paftech.se,mastodon,4.2.0,2,1,1,16
fedi.lair.be,mastodon,4.2.3,2,2,2,901
social.joshtriplett.org,pleroma,2.4.53-906-gf40ccce7-develop,1,1,1,239
gts.batsense.net,gotosocial,0.11.1 git-c7a46e0,5,null,null,394
federated.glacier.dog,mastodon,4.1.4,41,0,0,3860
stormcloak.info,pleroma,2.5.54-594-gb094e92c.develop+soapbox,1,1,1,107
mastodon.homelab.tokyo,mastodon,4.3.0-nightly.2024-01-17+glitch,1,1,1,280
wordmine.com,mastodon,4.2.3,1,1,1,22
social.b0t.at,mastodon,4.2.3,4,3,3,9007
gts.chocolatines.org,gotosocial,0.13.0,1,null,null,868
mastodon.jangho.io,mastodon,4.2.3,2,1,1,300
social.squeep.com,akkoma,3.5.0-0-g63f2d1cbe,1,null,null,2
thepostearthdestination.com,mastodon,4.2.3,6,0,0,193
mstd.dansmonorage.blue,mastodon,3.5.0+glitch,27,8,13,12556
mastodon.wivodaim.net,mastodon,4.2.3,1,1,1,1
scottstolz.com,hubzilla,8.6.1,2,2,2,55
social.nautik.io,mastodon,4.2.1,2,2,2,91
mastodon.kneitzel.de,mastodon,4.2.3,1,0,1,8
mastodon.starnet.cz,mastodon,4.2.0,8,2,4,737
andyetzler.social,mastodon,4.2.3,1,1,1,5
dnk.todon.de,mastodon,4.2.3,1,1,1,6
bcn.convoca.la,gancio,1.7.1,76,null,null,3985
mastodon.edelmann.bond,mastodon,4.2.1,1,1,1,52
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
tube.dembased.xyz,peertube,5.1.0,5,4,5,4124
sweetappleacr.es,mastodon,4.0.2,3,1,1,21
microblog.lunai.re,mastodon,4.2.3,3,2,2,1606
information.garden,mastodon,4.2.1,4,3,4,134
fedi.fancycade.xyz,pleroma,2.5.0,4,1,1,1778
mastodon.neg9.org,mastodon,4.2.1,5,3,4,64
mastodon.mudkips.net,mastodon,4.2.0,2,1,1,281
haxx.us,mastodon,4.1.0,2,0,2,31
mkacg.social,misskey,2023.11.0,6,null,null,181
bitl.dev,microblogpub,2.0.0+ynh1,1,null,null,13
writefreely.pl,writefreely,0.14.0,52,7,95,172
sunpowered.house,gotosocial,0.13.0 git-f4fcffc,1,null,null,16
social.griff.la,mastodon,4.2.1,3,1,2,458
mastodon.cywa.ch,mastodon,4.2.3,8,1,1,95
social.publicspaces.net,mastodon,4.2.1,9,6,7,957
gamerr.cyou,mastodon,4.2.3,121,23,34,15431
barnes.social,mastodon,4.2.3,1,1,1,1134
masto.gerkenator.com,mastodon,4.2.3,2,1,1,7
social.alemi.dev,akkoma,3.10.4,5,3,4,440
puckett.contact,activitypub-core,0.4.35,1,null,null,null
ciurdarea.nu,mastodon,4.2.3,1,1,1,97
hotgarbage.zone,mastodon,4.1.0,4,3,5,103
masto.digittante.com,mastodon,4.2.3,1,1,1,226
mastodon.re,mastodon,4.2.3,8,4,6,134
mastodon.nekojimi.moe,mastodon,4.1.3,5,2,3,310
mastodon.haojia-wu.com,mastodon,4.2.3,1,1,1,96
pictochat.net,mastodon,4.2.0,7,1,3,372
mt.abscue.de,mastodon,4.2.3,3,3,3,44
social.giurgiu.io,gotosocial,0.13.0 git-f4fcffc,1,null,null,9
lemmy.myserv.one,lemmy,0.19.1,155,21,51,286
toots.a-deed.com,mastodon,4.2.3,1,1,1,132
mastodon.noyer.app,mastodon,4.2.3,1,1,1,154
monero.town,lemmy,0.19.2,404,95,224,1260
sozial.roter-kreis.de,mastodon,4.2.3,5,4,5,381
mas.xorbit.me,mastodon,4.2.3,2,1,1,68
toot.gagniard.org,mastodon,4.2.3,1,1,1,223
pix.securelab.eu,pixelfed,0.11.9,4,2,3,10775
tnku.co,mastodon,4.2.3,9,5,6,4409
trebo.chat,mastodon,4.2.1,15,7,11,1054
mastodon.helaosteraker.se,mastodon,4.2.3,2,1,1,13
fed.leiden.digital,gotosocial,0.12.2,1,null,null,292
social.tonkku.me,mastodon,4.2.3,1,1,1,25
claes.social,mastodon,4.2.3,1,1,1,29
social.mcwhirter.io,mastodon,4.1.10,2,1,1,2270
mylittlenut.com,mastodon,3.4.4,6,1,1,3
mastodon.proquality.ro,mastodon,4.2.2,5,1,2,31
hoots.aldragon.net,pleroma,2.5.4,2,1,4,6432
social.pixie.town,mastodon,3.5.3+glitch-patched-2023-07-07,44,19,27,95027
m.tim.do,mastodon,4.2.3,1,1,1,2
mast.mako.li,mastodon,3.5.3,2,0,0,1
games.retrotalk.live,mastodon,4.2.3,14,1,4,620
gay.skid.do,mastodon,4.3.0-alpha.0+glitch,2,2,2,1559
nyaw.xyz,misskey,2023.12.0,3,null,null,21
pub.qu1x.one,mastodon,4.2.3,3,3,3,35
mastodon.multimob.be,mastodon,4.2.3,25,13,18,4660
systems.social,mastodon,4.2.1,2,1,1,1513
sn.rongyi.io,mastodon,4.1.2,3,2,2,248
pleroma.dragonborn.app,pleroma,2.4.3,11,null,null,415
somamis.it,mastodon,4.2.2,6,2,6,27
fedi.maneisacutie.club,pleroma,2.4.4,5,null,null,49
blieb.net,mastodon,4.1.4,1,1,1,207
m.catpowered.net,mastodon,4.0.2,1,0,1,17
mastodon.astifter.com,mastodon,4.2.3,1,1,1,159
junebug.masto.host,mastodon,4.2.3,8,1,2,397
pleroma.tr00st.co.uk,pleroma,2.4.55-925-gf60cb0f7-develop,1,0,1,10
caluser.social,mastodon,4.2.1,2,1,2,3
social.accum.se,mastodon,4.2.2,3,2,2,5
ezzz.au,mastodon,4.1.4,1,1,1,326
soapbox.samicrusader.me,pleroma,2.4.53-1829-g044719737.develop+soapbox,1,0,1,22
mastodon.straylight.engineering,mastodon,4.2.2,8,1,2,242
posting.institute,mastodon,4.2.0,1,1,1,120
vipper.party,mastodon,4.1.4,13,4,10,145
mastodon.gibbens.dev,mastodon,4.2.0,1,1,1,210
gameropolis.com,writefreely,0.13.1,3,null,null,4
mastodon.joohanv.nl,mastodon,4.2.3,1,1,1,5
social.io18.top,mastodon,4.2.3,7,6,7,1036
mstdn.kazu34.net,mastodon,3.4.7,1,0,0,1579
akkoma.flauschbereich.de,akkoma,3.10.4-0-gebfb617,1,1,1,66
mastodon.mobi.com,mastodon,4.2.3,1,0,0,1
spaeth.social,mastodon,4.2.3,1,1,1,44
crabsin.space,pleroma,2.4.4,8,null,null,115
gts.2a03.party,gotosocial,0.12.2,2,null,null,1416
social.busterboys.net,akkoma,3.10.2,6,4,5,26
mastodon.joshdata.me,mastodon,4.2.3,1,1,1,855
mastodon.banzan.uk,mastodon,4.2.3,1,1,1,9
social.fidart.it,mastodon,4.2.3,2,2,3,10
vigilante.tv,peertube,5.2.1,69,53,63,15094
lemmy.uninsane.org,lemmy,0.18.5,5,1,1,38
fed.alteregocreations.com,mastodon,4.2.3,1,1,1,232
ursa.cafe,hometown,1.0.6+3.5.2,23,3,9,4423
mastodon.steamedfish.org,mastodon,4.3.0-alpha.0+glitch,1,1,1,644
social.devanooga.com,mastodon,4.1.6,15,0,3,225
tooter.kr,mastodon,4.1.4,13,1,9,1128
social.protocultura.cl,firefish,1.0.3,2,1,1,75
pleroma.anduin.net,pleroma,2.5.2,5,1,3,2012
social.royalhellcustoms.com,mastodon,4.0.2,5,0,2,326
fedi.b0bmagic.eu.org,pleroma,2.5.2-13-g2d193861,23,1,7,25
joost.net,mastodon,4.2.3,1,1,1,41
linden.social,mastodon,4.2.0,3,3,3,277
social.thecrow.uk,pleroma,2.1.2,2,null,null,1293
mastodon.myhome.pm,mastodon,4.2.3,1,1,1,93
toot.spooky.computer,mastodon,4.2.3,1,1,1,482
tusk.nali.social,mastodon,4.2.3,1,1,1,177
mstdn.isometry.group,mastodon,4.2.1,72,45,58,32486
bbs.fedibox.com,misskey,2023.12.2,3,null,null,815
social.adeptor.ru,mastodon,4.2.3,2,2,2,68
schipper.social,mastodon,4.2.3,2,2,2,185
mastodon.mlejnas.com,mastodon,4.2.3,4,0,0,0
social.hyp3r.link,gotosocial,0.13.1 git-ccecf5a,3,null,null,139
social.learnaddict.academy,mastodon,4.2.3,1,1,1,30
room1969.net,mastodon,4.2.0,1,1,1,461
mastodon.haley.io,mastodon,4.2.3,1,1,1,246
millcrick.social,mastodon,4.0.2,2,1,1,14
mastodon.nissesdomain.org,mastodon,4.2.0,2,2,2,221
lemmyf.uk,lemmy,0.19.2,507,27,85,507
mastodon.erasethis.net,mastodon,4.2.3,4,1,2,126
f.matdoes.dev,akkoma,3.10.4-1-gebfb617b,1,1,2,37
social.seekahead.eu,pleroma,2.4.1,5,null,null,6
m.pigeonburger.xyz,mastodon,3.5.3,3,0,0,28
m.stad.social,mastodon,4.2.1,3,2,3,158
ku.vin.pet,gotosocial,0.13.0 git-f4fcffc,1,null,null,222
fediverse.monster,pleroma,2.6.1,1,1,1,294
grinch.social,mastodon,4.2.3,1,1,1,13
tcp.fm,mastodon,4.2.3,4,2,3,71
mastodon.bores.com,mastodon,4.2.3,1,0,1,26
true.kawi.fr,pleroma,2.5.2,104,1,98,2859
fedi.404oops.com,mastodon,4.1.2,2,0,1,81
based.zone,mastodon,4.2.3,0,1,1,0
mastodon.mallegolhansen.com,mastodon,4.2.0,5,3,4,2368
orlovsky.online,mastodon,4.2.0,1,1,1,90
social.haj.gf,pleroma,2.6.1,7,4,7,0
set.wordperf.com,mastodon,4.2.3,2,1,1,392
mastodon.kebree.fr,mastodon,4.2.0,7,1,2,390
nodutiesowed.com,mastodon,4.2.3,20,2,3,109
hfms.chaunchy.com,mastodon,4.2.1,3,1,1,65
social.b4tech.cc,mastodon,4.2.3,15,2,2,43
hintz.social,mastodon,4.2.3,2,1,1,17
social.aliceice.de,pleroma,2.5.5,1,1,1,114
social.deuill.org,gotosocial,0.13.1 git-ccecf5a,2,null,null,96
girllich.link,mastodon,4.2.3,2,1,1,11
idw-online.social,mastodon,4.2.3,13,8,12,14763
stevenbrady.com,wordpress,6.4.2,1,0,0,0
social.xqz.ca,pleroma,2.1.0-4-gd1644efd-xqz-v2-1-0,2,null,null,261
m.karoukin.us,pleroma,2.5.5,2,1,1,3
social.fogcloud.org,pleroma,2.5.2,2,1,2,12
social.anarchy-nomad.de,mastodon,4.2.3,10,10,10,256
social.cobryce.com,mastodon,4.3.0-nightly.2023-12-21+glitch,1,1,1,681
mastodon.ergosteur.com,mastodon,4.2.3,1,1,1,1
mediathek.rzgierskopp.de,peertube,6.0.2,4,2,4,186
hinzundcode.social,mastodon,4.1.3,1,1,1,5
cat.nekoea.red,pleroma,2.6.0,5,2,3,776
fediverse.confraria.me,gotosocial,0.12.2 git-096c517,1,null,null,288
magic.win,akkoma,3.7.1-0-gfef4bae,15,null,null,80
cockos.net,mastodon,4.1.4,4,2,3,44
parody.town,mastodon,4.2.3,5,4,5,165
d.ntauthority.me,pleroma,2.6.50-872-gcb3e0462.rebased-develop+soapbox,1,1,1,365
curious.social,mastodon,4.2.3,2,1,1,3
mastodon.d.gs,mastodon,4.1.2,1,1,1,0
secuwing.social,mastodon,4.2.1,3,2,3,3486
kbin.primitivebits.social,kbin,0.10.1,2,0,0,0
fediverse.teomahk.de,mastodon,4.2.3,2,0,2,8
cau.se,mastodon,4.2.3,1,1,1,0
misskey.lina.inverse.moe,misskey,13.2.6,1,null,null,8
mstdn.adminero.it,mastodon,4.2.3,2,1,1,174
dialogundsinn.de,writefreely,0.14.0,1,null,null,28
fotofed.nl,pixelfed,0.11.9,1365,22,1111,181849
gnu.tiflolinux.org,gnusocial,2.0.1-beta0,69,1,25,414
social.chesters.xyz,mastodon,4.2.3,1,1,1,9
fediverse.spearman.xyz,pleroma,2.6.50-874-g491f84f2.develop+soapbox,1,1,1,1
obeya.social,pleroma,2.6.0,10,4,5,175
mastodon.diniscorreia.com,mastodon,4.2.1,2,1,1,149
tusk.pacificvi.be,mastodon,4.0.2,3,0,1,61
mostodon.de,mastodon,4.2.2,2,2,2,2958
mastodon.server.fifthdread.com,mastodon,4.2.1,2,1,2,41
chatter.llamarific.social,pleroma,2.4.5-2-gd8e32646,12,null,null,212
toot.paris,mastodon,4.2.2,40,15,30,1470
b0x.social,mastodon,4.2.1,14,6,6,441
social.flipboard.com,mastodon,4.2.3,16,7,13,327
mammoth.place,mastodon,4.2.3,1,1,1,23
social.gould.cx,mastodon,4.2.3,1,1,1,146
nasnfl.com,pleroma,2.6.0,1,1,1,2
mastodon.randompherret.com,mastodon,4.2.0,1,1,1,85
pixelfed.meerjungfrauengrotte.de,pixelfed,0.11.9,8,4,5,28614
mastodon.projetretro.io,mastodon,4.2.3,2,2,2,783
social.warnick.me,mastodon,4.2.0,3,1,2,218
activitypub.agates.io,pleroma,2.5.54-614-g95261979.develop+soapbox,2,1,1,909
social.nayab.dev,gotosocial,0.13.0 git-f4fcffc,2,null,null,83
social.d2evs.net,gotosocial,,2,null,null,1949
mstdn.bar,mastodon,4.3.0-alpha.0+glitch,6,6,6,49
fedi.mischivous.com,akkoma,3.10.4-1-gebfb617b,1,1,1,67
social.effy.space,mastodon,4.1.3+glitch,1,1,1,1933
m.gravitystorm.co.uk,mastodon,4.2.3,1,1,1,201
msz.baz.bar,mastodon,4.1.7,1,1,1,81
fediverse.cz,mastodon,4.1.2,18,3,7,136
fedi.pcwizards.nl,pleroma,2.6.50-872-gcb3e0462.develop+soapbox,1,0,1,0
nickslaney.net,mastodon,4.0.2,1,0,1,85
poil.odon.space,firefish,1.0.3,6,1,4,676
mastodon.dapor.net,mastodon,4.2.3,1,1,1,163
iamanerd.club,mastodon,4.2.3,2,0,2,569
social.bumbleflies.de,pleroma,2.5.52-226-g93ad16cc,1,1,1,7
mastodon.derpstra.nl,mastodon,4.2.3,7,6,6,3182
mastodon.acerbo.me,mastodon,3.1.3,15,1,5,14142
bruh.social,pleroma,2.5.54-114-g4e355b85-develop,3,1,3,38
hackademiker.se,mastodon,4.0.2,5,3,4,192
social.petko.me,mastodon,4.2.0,1,1,1,2232
social.ecliptik.com,gotosocial,v0.13.0 git-f4fcffc,1,null,null,778
social.feep.org,mastodon,4.1.10,2,2,2,172
kazee.social,mastodon,4.1.3,2,1,2,189
www.midwaytrades.com,writefreely,0.13.2,1,null,1,30
activitypub.owenryan.us,mastodon,4.2.2,1,1,1,13
mas.skip2.net,mastodon,4.1.7,2,1,2,166
social.hinter.bayern,pleroma,2.6.50-872-gcb3e0462.develop+soapbox,4,1,2,6
toot.sissom.net,mastodon,4.0.2,2,1,1,17
fediverse.au,mastodon,4.1.4,10,4,7,281
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,403
mastodon.ecnelises.com,mastodon,4.2.1,35,2,5,1468
social.synergetic-design.com,mastodon,4.2.3,1,1,1,581
fangl.in,mastodon,3.4.4,21,3,6,4297
social.belkadan.com,gotosocial,0.13.0 git-f4fcffc,4,null,null,870
e5n.cc,mastodon,4.2.3,1,1,1,390
gts.creve.com,gotosocial,0.13.0 git-f4fcffc,1,null,null,0
devsociety.eu,mastodon,4.2.1,2,1,1,9
mastodon.faithtree.social,mastodon,4.2.0,8,5,5,846
mastodon.dystroy.org,mastodon,4.0.2,8,3,4,1847
mastodon.nsnw.ca,mastodon,4.2.1,1,1,1,291
anomaly.center,mastodon,4.0.2,3,1,1,4
mstdn.esp.nl,mastodon,4.1.4,3,2,2,1012
m.yihao.moe,mastodon,4.2.1,1,1,1,755
sciencemediacenter.social,mastodon,3.5.9,11,3,6,377
mast.yurec.online,mastodon,4.1.4,1,1,1,67
social.gkstn.de,gotosocial,v0.13.1 git-ccecf5a,2,null,null,2
ostalb.social,mastodon,4.2.3,16,8,15,65
kjas.no,mastodon,4.2.3,12,3,4,32
firefish.imirhil.fr,firefish,1.0.5-rc,2,1,1,16381
social.violoncello.ch,mastodon,4.2.3,3,1,1,391
owncast.cryptoschizo.club,owncast,0.1.0,1,1,1,169
slvn.social,mastodon,4.2.3,1,1,1,18
ki6bjv.social,mastodon,4.2.3,1,1,1,215
social.pawsitiv.space,mastodon,4.1.3+glitch,71,13,49,2752
social.savemy.name,mastodon,4.2.3,4,2,3,103
mastodon.bitsandlinux.com,mastodon,4.2.0,9,3,5,1206
lieurance.social,mastodon,4.2.1,2,2,2,130
bussy.monster,pleroma,2.4.3,5,null,null,1128
gts.todayiwilllaunchmyinfantsonintoorbit.com,gotosocial,0.7.1_2,1,null,null,132
ple.happytoo.cyou,pleroma,2.5.5,3,2,3,1930
mastodon.femboyfurry.net,mastodon,4.2.1,11,39,45,286
status.2metz.fr,pleroma,2.5.1,1,1,1,30
inosoft.social,mastodon,4.1.4,16,6,7,1854
social.mikewells.name,mastodon,4.2.0,1,1,1,93
lemmy.whynotdrs.org,lemmy,0.19.2,835,53,225,715
mastodon.s-a.at,mastodon,4.0.2,2,0,1,1
mailcow.social,mastodon,4.2.3,5,1,2,62
fedi.ecdfeaa2.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,1
digitaal66.social,mastodon,4.2.3,25,4,10,401
social.bloom.casa,mastodon,4.2.3,8,2,2,47
reseau.dupeuple.fr,mastodon,3.5.3,64,0,17,293
talk.ogre.red,mastodon,3.1.3,5,1,1,98
social.noyu.me,gotosocial,0.11.1-SNAPSHOT git-4b59451,2,null,null,5659
pixel.alphonso.fr,pixelfed,0.11.9,3,1,2,20015
fedi.thechangebook.org,hubzilla,8.8.6,29,13,27,2804
mastodon.lepik.eu,mastodon,4.2.2,2,1,1,42
social.paladyn.org,pleroma,2.5.5+debian.1.1,3,1,1,92
social.noraa.gay,gotosocial,0.13.0,2,null,null,4691
mastodon.thecrimsontint.com,mastodon,4.2.3,1,0,0,1
soc.redeagle.me,firefish,1.0.3,2,1,1,380
mastodon.sacamano.net,mastodon,4.2.3,5,3,4,72
kono.pub,mastodon,4.2.3,24,10,19,3231
mastodon.is-a.horse,mastodon,4.1.10,13,4,9,654
social.thyra-inflatables.eu,mastodon,4.1.4,2,1,1,32
mastodon.pretendo.network,mastodon,4.3.0-alpha.0+glitch,4,3,3,178
social.syndicalism.org,akkoma,3.9.3-28-g9d7c877d,3,2,4,94
social.handlerug.me,gotosocial,,1,null,null,1282
social.soundforsound.co.uk,gotosocial,0.12.2 git-096c517,2,null,null,120
m.sim.onl,mastodon,4.2.3,2,2,2,133
arasaka.vip,mastodon,4.2.3,6,2,4,424
middleearth.social,mastodon,4.2.3,7,0,4,30
vivere.uno,mastodon,4.2.3,73,34,40,80010
video.lqdn.fr,peertube,6.0.2,4,2,3,781
social.nuu.cat,mastodon,4.2.3,1,1,1,120
8bitar.io,mastodon,4.1.9,4,1,1,9
social.demonix.fr,pleroma,2.5.5,1,1,1,46
mayson.us,pleroma,2.6.1,6,1,1,92
social.devopsdays.org,mastodon,4.2.1,15,7,11,218
socialmedia.mobilite-mobiliteit.brussels,mastodon,4.2.3,2,2,2,461
fetswing.org,mastodon,4.2.3,1570,25,111,1633
social.sergeant.net,mastodon,4.2.3,4,2,3,438
mastodon.actors.social,mastodon,4.2.3,7,3,5,163
pleroma.kenhutton.uk,pleroma,2.5.1,1,1,1,78
legit.dog,pleroma,2.5.2-13-g2d193861,2,0,1,7
swiss-chaos.social,mastodon,4.2.3,119,21,66,2200
social.dsimon.com,mastodon,4.2.3,1,0,1,28
ue.oiaa.aaio.eu,akkoma,3.10.4,1,1,1,209
social.defenestrate.it,pleroma,2.5.0,2,1,2,86
social.subluminal.industries,akkoma,3.10.4-1-gebfb617b,2,1,1,0
social.lifeofpablo.com,mastodon,4.2.1,1,1,1,323
fedi.openmtx.com,pleroma,2.5.52-2682-ga8f2000f.develop+soapbox,2,0,1,30
social.niso.org,mastodon,4.1.4,3,2,2,347
masto.wardenburg.social,mastodon,4.2.1,6,1,1,3
social.coolmathgames.tech,misskey,13.0.0,50,null,null,5364
ambition.rip,hometown,4.0.10+hometown-1.1.1,13,2,12,413
omnitest.social,mastodon,4.2.3,1,1,1,5
mastodon.excbadacc.es,mastodon,4.0.0,1,1,1,69
mastodon.chrisedwards.tech,mastodon,4.2.3,5,2,3,41
rikmeijer.nl,wordpress,6.4.2,1,1,1,126
ldwg.me,mastodon,4.2.3,2,1,1,43
melonmancy.net,writefreely,0.14.0,1,null,null,73
social.jsantos.eu,mastodon,4.2.3,1,1,1,387
mastodon.constant.social,mastodon,4.2.1,3,2,2,469
ehnit.com,pleroma,2.6.1,1,1,1,3
canerduh.ca,mastodon,4.3.0-alpha.0+glitch,3,1,3,48
mastodon.flyingmou.se,mastodon,4.2.1,7,2,5,518
jmb.mx,wordpress,6.4.2,1,1,1,139
toots.valken.org,mastodon,4.2.2,1,1,1,57
fed.mthie.com,mastodon,4.3.0-alpha.0+glitch.0117_411efdc,1,1,1,486
pidibi.com,mastodon,4.0.2,2,1,1,309
majak.de,mastodon,4.2.3,3,2,2,389
social.dragonsare.gay,mastodon,4.2.1,2,1,1,54
mastodon.geekcorner.eu.org,mastodon,4.1.2,2,0,1,26
mastodon.gryphon.is,mastodon,4.2.3,3,1,1,2
etnedal.net,gotosocial,0.13.0-rc1 git-0e2c342,0,null,null,0
ansiktsburk.se,mastodon,4.1.6,4,2,2,52
oldinternet.net,mastodon,4.1.3,19,4,10,23631
moot.pub,mastodon,4.2.1,2,1,1,0
social.kreuder.me,mastodon,4.0.2,2,2,2,35
mastodon.neshweb.net,mastodon,4.2.3,2,2,2,134
bencollier.uk,mastodon,4.2.0-beta2,2,0,2,33
mobi.emo-essen.de,Mobilizon,3.2.0,4,null,null,14
mo.zhz.moe,mastodon,4.2.3,1,1,1,16
cybersulu.ninja,mastodon,4.2.3,3,2,2,58
akkoma.asdfzdfj.xyz,akkoma,3.10.3-221-g6fb91d79-develop,2,1,2,20
paskell.social,mastodon,4.2.3,1,1,1,13
mastodon.berget.nu,mastodon,4.2.3,2,2,2,1
mejia.social,mastodon,4.2.3,6,2,4,818
tw.azazel.fun,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,2,1,1,7
mastodonchina.com,mastodon,3.5.3,408,381,394,23043
soulcrash.net,pleroma,2.5.1,1,1,1,0
social.dryusdan.fr,pleroma,2.6.0,1,1,1,2908
mas.gordons.gen.nz,mastodon,4.1.4,3,2,2,3954
social.khaus.io,mastodon,4.1.4,2,2,2,470
social.dcsl.dk,mastodon,4.2.3,3,2,2,0
blog.sn4il.site,snac,2.44,1,1,1,192
philpot.org,mastodon,4.2.3,1,1,1,288
mstdn.crmbl.uk,mastodon,4.2.3,9,8,8,7801
community.adiquaints.moe,lemmy,0.18.5,13,1,1,1
gts.u8.is,gotosocial,0.13.1 git-ccecf5a,3,null,null,47351
arxiv.social,mastodon,3.5.3,2,2,2,57
u2.social,mastodon,4.2.3,3,2,3,17
m.fru.bar,mastodon,4.1.9,16,11,16,1251
svltan.at,pleroma,2.4.53-1957-g4f61f19f.develop+soapbox,5,0,1,23
social.notandy.de,akkoma,3.10.4-0-gebfb617,3,2,2,0
mstdn.nrkn.fr,mastodon,4.2.3,8,6,6,11391
mitra.karapara.net,mitra,2.5.0,1,0,1,47
social.thirdstage.ca,mastodon,4.2.3,2,2,2,58
i.cancn.com,mastodon,4.0.2,3,0,1,1531
m.beshr.com,microblogpub,2.0.0+dev,1,null,null,23
wiz.social,mastodon,4.2.1,3,2,3,31
social.masi.family,mastodon,4.2.3,2,0,1,3
gts.dtth.ch,gotosocial,0.13.1,14,null,null,4474
mastodon.byte23.net,mastodon,4.2.0,5,2,2,307
pleroma.enimihil.net,akkoma,3.10.4-1-gebfb617b,1,1,1,39
social.codeword.info,gotosocial,0.13.1-SNAPSHOT git-906639a,5,null,null,2180
mastodon.tcbailey.com,mastodon,4.2.0,1,0,0,25
mastodon.yohan.es,mastodon,4.2.1,1,1,1,30
reso.manaeve.ynh.fr,akkoma,3.9.3-0-g9d7c877,1,0,0,0
social.joshdick.net,mastodon,4.2.3,1,1,1,776
engasjert.mdg.no,mastodon,4.2.3,31,13,16,1460
mastodon.mejatto.com,mastodon,4.1.0,2,1,1,0
masto.jacobrayschwartz.com,mastodon,4.2.3,1,1,1,19
social.mojo.fyi,pleroma,2.5.52-262-g02629169,3,3,4,120
m.chariri.moe,misskey,13.14.2,5,null,null,1033
mastodon.in.ua,mastodon,4.2.3,164,23,61,6138
gts.zimbatm.com,gotosocial,0.11.0,1,null,null,89
pixel.livellosegreto.it,pixelfed,0.11.9,576,125,574,72224
mastodon.anesthetizeme.net,mastodon,4.2.3,3,1,3,119
social.malolepszy.org,gotosocial,0.13.0 git-f4fcffc,1,null,null,49
social.lyros.net,mastodon,4.1.4,1,1,1,13
social.benlopatin.com,mastodon,4.2.3,1,1,1,398
patavium.social,mastodon,4.2.1,35,9,14,1125
asocial.grimstack.xyz,pleroma,2.5.4,5,2,4,701
mastodon.jabbxi.de,mastodon,4.2.3,3,1,1,53
petlover.eu.org,mastodon,3.5.3,34,9,18,267
events.fedibikes.social,Mobilizon,4.0.2,30,null,null,275
chain.closetoya.com,mastodon,4.1.9,2,1,2,26
glen.social,mastodon,4.2.3,1,1,1,0
mastodon.miri.site,mastodon,4.1.4,11,1,5,22
social.squiddev.cc,misskey,12.119.0,2,1,1,186
beep.africa,pleroma,2.6.50-872-gcb3e0462.develop+soapbox,1,1,1,1
nya.lemonade.moe,mastodon,4.0.2,28,7,9,13855
social.gadeservesbetter.com,mastodon,4.2.1,0,1,1,11
social.gilespaterson.com,gotosocial,0.12.1 git-5fdc005,1,null,null,143
mastodon.sangha.social,mastodon,4.0.2,12,5,12,308
tiflo.social,mastodon,4.2.1,6,3,5,736
projectmushroom.social,mastodon,4.2.3,9332,238,768,34736
akkoma.social.raku.party,akkoma,3.9.3-0-g9d7c877,4,2,2,20
nlogic.systems,pleroma,2.6.1,2,2,2,1005
etidioh.wordpress.com,wordpress,6.5-alpha-57270,1,1,1,18539
social.gwei.cz,mastodon,4.2.1,4,0,2,932
out.ruin.io,mastodon,4.2.0,2,1,1,210
social.jjgadgets.tech,gotosocial,0.13.0 git-f4fcffc,1,null,null,694
rfj.social,mastodon,4.2.1,16,4,14,196
zyl.se,mastodon,4.2.3,1,0,1,2
audax.social,mastodon,4.2.3,1,1,1,16
firefish.kmkz.moe,firefish,1.0.5-rc,4,3,3,223
otr.rocks,pleroma,2.6.50-878-g48ce0783.main+soapbox,2,2,2,36
noagendasocial.nl,mastodon,3.4.4,42,5,15,928
osbar.space,mastodon,3.4.3,6,3,3,228
social.skrasek.us,mastodon,4.0.1,1,1,1,615
mst.small.cloud,mastodon,4.2.0,1,1,1,29
mastodon.horrendum.com,mastodon,4.2.3,1,1,1,488
