domain,application,version,users,MAU,HYAC,posts
mstdn.misoni.me,mastodon,4.2.0,1,1,1,812
toot.zerojay.com,mastodon,4.3.0-alpha.0+glitch,1,1,1,"1,626"
ik1-430-47331.vs.sakura.ne.jp,mastodon,4.1.4,1,1,1,12
mstdn.crispius.ca,mastodon,4.2.1,1,1,1,"2,226"
gultsch.social,mastodon,4.2.1,1,1,1,108
a.katgirl.club,mastodon,4.2.1,1,0,1,"1,860"
inkdrop.space,mastodon,4.2.1,1,1,1,"1,253"
riedstadt.social,mastodon,4.2.1,1,1,1,31
social.lillin.net,mastodon,4.1.8,1,1,1,"2,241"
blog.fami.ga,mastodon,4.1.4,1,1,1,446
windbag.org,mastodon,4.2.1,1,1,1,"2,982"
vierays.net,mastodon,4.2.1,1,1,1,"2,324"
don.m2hq.net,mastodon,4.2.1,1,1,1,"19,453"
moew.app,mastodon,4.1.9,1,1,1,405
hatoba.fedicity.net,mastodon,4.2.1,1,1,1,12
noodle.social,mastodon,4.2.1,1,1,1,922
birdinter.net,mastodon,4.2.1,1,1,1,"1,179"
social.yorkshiregeek.xyz,mastodon,4.2.1,1,1,1,465
social.mp0.jp,mastodon,4.2.0,1,1,1,55
mastodon.nordgedanken.dev,mastodon,4.1.6,1,1,1,"2,268"
buttplug.engineer,mastodon,4.2.1,1,1,5,336
social.starmade.de,mastodon,4.1.4+glitch,1,0,1,38
pouet.couchet.org,mastodon,4.2.1,1,1,1,"7,785"
patchouli.today,mastodon,4.2.1,1,1,1,"19,307"
social.sd.ai,mastodon,4.2.1,1,1,1,"2,925"
mastodon.simonhardwick.com,mastodon,4.1.6,1,1,1,303
mastodon.davidciani.com,mastodon,4.2.0,1,1,1,336
social.mysticalartai.com,mastodon,4.2.1,1,1,1,8
mstdn.unasuke.com,mastodon,4.2.1,1,1,1,"4,712"
geiger.ee,mastodon,4.1.9,1,1,2,"5,904"
social.parkpioneer.com,mastodon,4.2.1,1,1,1,8
bakunet.me,mastodon,3.5.3,1,0,1,16
social.asgardius.company,mastodon,4.2.1,1,1,1,56
mstdn.imi.moe,mastodon,4.2.1,1,1,1,43
mastodon.oliverfalvai.xyz,mastodon,4.2.0,1,1,1,64
pouet.aliel.fr,mastodon,4.2.0,1,1,1,554
mastodon.kroy.io,mastodon,4.2.1,1,1,1,190
mstdn.myutsutaka.com,mastodon,4.2.1,1,1,1,26
refi64.social,mastodon,4.2.1,1,1,1,"4,093"
mastodon.ramble.moe,mastodon,4.1.7,1,1,1,75
27origin.com,mastodon,4.1.0,1,1,1,231
mastomarc.ddns.net,mastodon,4.1.6,1,1,1,385
mstdn.rosaceae.net,mastodon,4.2.0,1,1,1,259
grafton.me,mastodon,4.2.0,1,1,1,24
risonchu.social,mastodon,4.2.1,1,1,1,75
social.van-hemmen.com,mastodon,4.1.6,1,1,1,4
ofuton.io,mastodon,4.2.1,1,1,1,"2,888"
moytura.org,mastodon,4.2.1,1,1,1,908
mastoid.dev,mastodon,4.2.0,1,1,1,434
sadoway.com,mastodon,4.2.1,1,1,1,9
sparkly.uni.horse,mastodon,4.3.0-nightly.2023-10-21+glitch,1,1,1,343
social.pueseso.club,mastodon,4.2.1,1,1,1,"2,827"
social.binarydad.com,mastodon,4.2.1,1,1,1,"2,976"
hamburguesa.minecraftanarquia.xyz,mastodon,4.2.0-beta1+glitch,1,1,1,39
social.scriptjunkie.us,mastodon,4.1.7,1,1,1,"3,427"
large.social,mastodon,4.1.4,1,1,1,23
mastodon.km6g.us,mastodon,4.2.1,1,1,1,"3,611"
mastodon.cysioland.pl,mastodon,4.2.1,1,1,1,"13,665"
mstdn.blue.wirednet.jp,mastodon,4.2.0,1,1,1,379
natsu.page,mastodon,4.2.1,1,1,1,"4,213"
gorgon.city,mastodon,4.2.1,1,1,1,"11,550"
fedi.talktodan.com,mastodon,4.2.1,1,1,1,65
social.macwinlin.cloud,mastodon,4.2.1,1,1,1,6
mouse.photos,mastodon,4.2.1,1,1,1,"32,628"
mastodon.functional.computer,mastodon,4.1.10,1,1,1,"3,552"
m.rakyll.org,mastodon,4.2.1,1,0,1,231
onlyfeds.cc,mastodon,3.4.3,1,0,0,47
m.brokep.com,mastodon,4.1.0,1,0,1,213
mastodon.cgx.me,mastodon,4.2.1,1,1,1,"4,240"
social.touha.me,mastodon,4.2.1,1,1,1,"6,666"
mastodon.masip.cat,mastodon,4.2.0,1,1,1,91
mastodon.allnutt.net,mastodon,4.2.1,1,1,1,"2,157"
toot.codatory.com,mastodon,4.2.1,1,1,1,113
mstdn.bx23.net,mastodon,4.2.1,1,1,1,101
mstd.animax.moe,mastodon,4.2.0,1,1,1,206
elle.systems,mastodon,4.2.1,1,1,1,"50,646"
social.lightlyseared.online,mastodon,4.2.1,1,1,1,"5,745"
megantoots.com,mastodon,4.2.1,1,1,1,208
social.ziez.eu,mastodon,4.3.0-nightly.2023-11-17,1,1,1,9
erratic.cc,mastodon,4.2.1,1,1,1,364
mastodon.tz.is,mastodon,4.2.1,1,1,1,620
mastodon.hawaga.org.uk,mastodon,3.5.3,1,1,1,"1,989"
m.superuser.one,mastodon,4.2.1,1,1,1,"2,416"
mastodon.maescool.be,mastodon,4.2.1,1,1,1,75
mastodon.decentralised.chat,mastodon,4.1.10,1,1,1,404
social.yaofur.com,mastodon,4.2.0,1,1,1,695
ajin.la,mastodon,4.2.1,1,1,1,"41,451"
social.shanti.cafe,mastodon,4.2.1,1,1,1,2
social.newt.li,mastodon,4.1.9,1,1,1,"2,599"
federate.me.uk,mastodon,4.0.11,1,1,1,280
masto.1146.nohost.me,mastodon,4.1.4,1,1,1,"7,556"
coma.social,mastodon,4.2.1,1,1,1,"3,096"
toots.ananace.dev,mastodon,4.2.0,1,1,1,253
mastodon.cogindo.net,mastodon,4.2.1,1,1,1,41
pfeifling.de,mastodon,4.2.1,1,1,1,"1,897"
stonerkitty.monster,mastodon,4.2.1,1,1,1,"51,903"
m.upsilo.net,mastodon,4.1.9,1,1,1,"5,265"
social.cativa.net,mastodon,4.2.1,1,1,1,432
toot.whmcr.com,mastodon,4.0.6,1,0,1,180
social.plux.wtf,mastodon,4.2.0,1,1,1,"1,587"
mastodon-nieuwspaal.nl,mastodon,4.2.1,1,1,1,"1,996"
social.spork.gg,mastodon,4.2.1,1,0,0,744
social.eyluldogruel.com,mastodon,4.1.7,1,1,1,"1,067"
mastodon.libutzki.de,mastodon,4.2.1,1,1,1,214
social.blogsofwar.com,mastodon,4.2.1,1,1,1,"1,294"
stg.mstdn.plusminus.io,mastodon,4.2.1-plusminus.2,1,1,1,128
social.veltens.org,mastodon,4.2.1,1,1,1,611
mastodon.delroth.net,mastodon,4.2.0,1,1,1,"2,465"
m.ix.is,mastodon,4.0.2,1,0,1,149
social.legrand.im,mastodon,4.2.1,1,1,1,893
mstdn.xophoros.com,mastodon,4.2.1,1,1,1,46
social.notjustbikes.com,mastodon,4.2.1,1,1,1,"1,138"
mstdn.yamaken.jp,mastodon,4.2.1,1,0,0,0
mastodon.johndevine.co.uk,mastodon,4.2.1,1,1,3,22
m.ggrks.moe,mastodon,4.2.1,1,1,1,99
hda.zone,mastodon,4.0.2,1,1,1,"1,095"
togart.de,mastodon,4.2.1,1,1,1,883
feed.victor.earth,mastodon,4.2.0,1,1,1,103
irrelevant.me.uk,mastodon,4.1.2,1,1,1,"1,420"
mastodon.grozav.dev,mastodon,4.2.0,1,1,3,904
sakuyo.net,mastodon,4.2.0,1,1,1,302
social.lukenbaugh.com,mastodon,4.2.1,1,0,0,20
social.joshanders.com,mastodon,4.1.0,1,1,1,126
social.murf.org,mastodon,4.1.9,1,1,1,216
vran.as,mastodon,3.4.7,1,1,1,935
social.gochiuma.net,mastodon,4.1.3,1,1,1,94
shoghi.rocks,mastodon,4.1.5+glitch,1,1,1,301
toot.abuzz.social,mastodon,4.1.5,1,1,1,149
hi-low.social,mastodon,4.2.1,1,1,1,68
fediverse.antho.dev,mastodon,4.0.2,1,0,1,145
mastodon.rhys.wtf,mastodon,4.2.0,1,1,1,"2,455"
rah.social,mastodon,4.2.1,1,1,1,"1,981"
thechairman.info,mastodon,4.2.1,1,1,1,"1,266"
sundet.io,mastodon,4.2.1,1,0,1,189
skepteis.social,mastodon,4.1.2,1,1,1,907
masto.chronos-tachyon.net,mastodon,4.2.0+glitch,1,1,1,"9,308"
fediverse.zachleat.com,mastodon,4.2.1,1,1,1,"6,213"
shaughnessy.xyz,mastodon,4.1.5,1,0,1,124
m.unix.house,mastodon,3.5.9,1,1,1,433
mstdn.dasmirnov.net,mastodon,4.2.1,1,1,1,891
social.wagnersnetz.de,mastodon,4.1.5,1,1,1,16
social.holovaty.com,mastodon,4.2.1,1,1,1,192
mtd.bashell.com,mastodon,4.1.9,1,1,1,"1,366"
masto.aranfielder.art,mastodon,4.0.2,1,1,1,145
social.stefanberger.net,mastodon,4.2.1,1,1,1,"2,275"
rivendell.cafe,mastodon,4.1.9,1,0,1,30
mastodon.macato.net,mastodon,4.1.2,1,1,1,189
hi.moe.tips,mastodon,4.1.6,1,0,1,0
mastodon.paulklipp.com,mastodon,4.2.1,1,1,1,2
mastodon.rym.social,mastodon,4.2.1,1,1,1,490
mastodon.digitally.cool,mastodon,4.2.1,1,0,0,17
huber.social,mastodon,4.2.0,1,1,1,121
mstdn.thms.uk,mastodon,4.3.0-alpha.0+glitch,1,1,1,"3,487"
hails.org,mastodon,4.1.9,1,1,1,849
brunty.social,mastodon,4.2.1,1,1,1,"2,787"
m.jdnet.io,mastodon,4.0.2,1,1,1,248
jasondavis.org,mastodon,4.2.1,1,1,1,52
nixie.name,mastodon,4.2.0,1,1,1,"2,502"
social.jacobian.org,mastodon,4.2.1,1,1,1,"1,394"
thias.xyz,mastodon,4.2.1,1,1,1,268
morash.me,mastodon,4.1.4,1,1,1,20
mastodon.westsideblogger.eu,mastodon,4.2.1,1,1,1,"3,973"
mastodon.konc.wtf,mastodon,4.2.1,1,1,1,139
toot.abdulocra.cy,mastodon,4.2.1,1,1,1,305
nextham.duckdns.org,mastodon,4.1.4,1,1,1,"3,109"
msd.fedcast.ch,mastodon,4.2.1,1,1,1,96
toot.rhetro.de,mastodon,4.2.1,1,1,1,188
social.cthompson.com,mastodon,4.3.0-alpha.0+glitch,1,1,1,743
mastodon.dustinwilson.com,mastodon,4.2.1,1,1,1,"1,389"
social.corticarte.com,mastodon,4.2.0,1,1,1,0
social.bitfolk.com,mastodon,4.1.4,1,1,1,"2,772"
freja.zone,mastodon,4.3.0-alpha.0,1,1,1,"1,955"
isidai.com,mastodon,3.4.1,1,1,1,"2,270"
rewrite.in.rs,mastodon,4.2.1,1,1,1,9
m.zkc.se,mastodon,4.2.1,1,1,1,"1,778"
mastodon.roe.dev,mastodon,4.1.4,1,1,1,685
bjgp.social,mastodon,4.2.0,1,1,1,245
betweenthelions.link,mastodon,4.2.1,1,1,1,"13,529"
njalla.social,mastodon,4.3.0-alpha.0,1,1,1,42
social.n8e.dev,mastodon,4.2.1,1,1,1,"1,314"
mastodon.cyrilix.bzh,mastodon,4.2.1,1,1,1,0
social.zeroplex.tw,mastodon,4.2.1,1,1,1,"4,743"
0v0.ch,mastodon,4.1.9,1,1,1,45
fediverse.jarv.is,mastodon,4.2.1,1,1,1,"1,297"
matts.network,mastodon,4.2.1,1,1,1,469
cc2.at,mastodon,4.2.1,1,1,1,19
m-n.live,mastodon,4.1.4,1,1,1,132
nerdfoo.dev,mastodon,4.2.1,1,1,1,400
mastodon.joelving.dk,mastodon,4.2.1,1,1,1,"1,386"
spanner.works,mastodon,4.2.1,1,1,1,"4,974"
urface.social,mastodon,4.2.0,1,1,1,619
dialup.space,mastodon,4.2.0,1,1,1,94
skj.social,mastodon,4.2.1,1,1,1,"3,059"
social.parentheticalrecluse.com,mastodon,4.2.1,1,1,1,"2,483"
libella.social,mastodon,4.2.1,1,1,1,181
rudderton.social,mastodon,4.2.1,1,1,1,0
anarchy.center,mastodon,4.3.0-alpha.0+glitch,1,1,1,"7,487"
mastodon.willnorris.net,mastodon,4.2.1,1,1,1,146
meron.io,mastodon,4.2.1,1,1,1,854
mastodon.tomaszdunia.pl,mastodon,4.2.1,1,1,1,"3,375"
social.peterlew.is,mastodon,4.2.1,1,2,2,91
darui.work,mastodon,4.2.1,1,1,1,"6,836"
cleverdevil.club,mastodon,4.2.1,1,1,1,"1,365"
pachy.youshallnotpass.com,mastodon,4.2.0,1,1,1,445
social.ayco.io,mastodon,4.1.5,1,1,1,"3,712"
toot.jhnc.me.uk,mastodon,4.2.1,1,1,1,74
social.nowicki.io,mastodon,4.2.1,1,1,1,"1,573"
mastodon.alvani.me,mastodon,4.2.1,1,1,1,415
mastodon.aurooba.com,mastodon,4.2.0,1,1,1,"1,216"
terrible.city,mastodon,4.3.0-alpha.0+glitch,1,1,1,"9,855"
social.rustysoft.de,mastodon,4.1.5,1,1,1,437
alinke.com,mastodon,4.2.1,1,1,1,321
pouet.pt,mastodon,4.2.0,1,1,1,252
mythic.wtf,mastodon,4.2.0-rc2+glitch,1,1,1,177
mstdn.ything.xyz,mastodon,4.0.2,1,0,1,799
s.ovalerio.net,mastodon,4.1.10,1,1,1,"1,465"
maciaszek.social,mastodon,4.2.0,1,1,1,"1,212"
velour.social,mastodon,4.1.4,1,1,1,"1,056"
mastodon.sirrahd.com,mastodon,4.2.1,1,1,1,514
toot.jeena.net,mastodon,4.2.0,1,1,1,"2,563"
mstdn.linfiel.com,mastodon,4.2.0,1,1,1,484
toot.yosh.is,mastodon,4.2.1,1,1,1,"2,748"
social.nitrokey.com,mastodon,4.0.0,1,1,1,714
helmi.social,mastodon,3.5.3,1,1,1,161
devoe.social,mastodon,4.0.2,1,1,1,"1,030"
ourempty.pub,mastodon,4.2.1,1,1,1,"4,504"
micah.social,mastodon,4.0.2,1,1,1,589
sink.love,mastodon,4.1.6,1,1,1,172
mastodon.andreasvongunten.com,mastodon,4.2.1,1,1,1,103
mastodon.thbps.com,mastodon,4.2.0,1,1,1,75
mastodon.mashi.ro,mastodon,4.2.1,1,1,1,"10,363"
social.int21.dev,mastodon,4.2.1,1,1,1,179
mastodon.jzp.se,mastodon,4.1.9,1,1,1,405
social.dolphin-emu.org,mastodon,4.1.4,1,1,1,34
social.schmid.tv,mastodon,4.2.1,1,1,1,196
ono-sendai.jevidl.net,mastodon,4.1.9,1,1,1,624
social.masawada.me,mastodon,4.2.1,1,1,1,290
mr.am,mastodon,4.3.0-nightly.2023-11-17,1,1,1,"2,400"
sevenscreens.net,mastodon,4.2.1,1,1,1,839
social.martiabernathey.com,mastodon,4.2.1,1,1,1,839
mastodon.adida.net,mastodon,4.0.2,1,1,1,924
mstdn.jnsk.info,mastodon,4.1.0,1,1,1,"21,884"
witches.rest,mastodon,4.2.1,1,1,1,640
social.optimus.ovh,mastodon,4.2.1,1,1,1,655
mastodon.diglateam3.com,mastodon,4.1.4,1,1,1,351
m.aki-null.net,mastodon,4.2.1,1,1,1,572
social.rossabaker.com,mastodon,4.1.3,1,1,1,"1,386"
zeero.dev,mastodon,4.0.2,1,1,1,607
uni.vuwuv.com,mastodon,4.2.1,1,1,1,14
micro.arda.pw,mastodon,4.2.1,1,1,1,728
mastodon.jacobwhite.us,mastodon,4.2.1,1,1,1,332
haminoa.net,mastodon,4.2.1,1,1,1,73
collantes.social,mastodon,4.2.0,1,1,1,"2,550"
ginny.chat,mastodon,4.2.1,1,1,1,230
social.theor.io,mastodon,4.1.3,1,1,1,377
mstdn.mdr-m.net,mastodon,4.2.1,1,0,1,205
dbcohen.rocks,mastodon,4.2.1,1,1,1,143
purengom.kr,mastodon,4.2.1,1,1,1,"1,657"
kleinebackstube.org,mastodon,4.2.1,1,1,1,183
mstdn.sengenzakura.com,mastodon,4.2.1,1,1,1,208
mstdn.kousaka.co,mastodon,4.2.1,1,1,1,312
mstdn.fedi.kirigiri.me,mastodon,4.3.0-alpha.0+glitch,1,1,1,"10,375"
mastodon.c99.org,mastodon,4.2.1,1,1,1,916
s.sneak.berlin,mastodon,3.0.1,1,1,1,"5,531"
fedi.beyleyisnot.moe,mastodon,4.2.0,1,1,1,293
mstdn.wtsnjp.com,mastodon,4.0.2,1,1,1,"4,633"
mstdn.dsnv.net,mastodon,4.2.1,1,1,1,426
social.wake.st,mastodon,4.2.1,1,1,1,"29,399"
social.matarillo.com,mastodon,4.2.1,1,1,1,531
don.luhrck.com,mastodon,4.2.0,1,1,1,829
social.lizzy.rs,mastodon,4.1.4,1,1,1,"1,629"
susururu0.hostdon.ne.jp,mastodon,4.2.1,1,1,1,"1,069"
yip.vulpine.engineer,mastodon,4.2.1,1,1,1,"1,781"
social.stenyan.dev,mastodon,4.2.1,1,1,1,245
mastodon.sngsk.info,mastodon,4.3.0-alpha.0,1,1,1,792
ad-astra.moe,mastodon,4.2.1,1,1,1,"1,583"
fedi.cr-net.be,mastodon,4.2.1,1,1,1,"5,872"
nekonya.nekosnowy.moe,mastodon,4.3.0-alpha.0+glitch,1,1,1,824
social.inmediahk.net,mastodon,4.2.1,1,1,1,"5,454"
don.rag.pub,mastodon,4.1.7,1,1,1,13
haz.pink,mastodon,4.2.1,1,1,1,458
guillemette.social,mastodon,4.2.1,1,1,1,77
social.forestroad.xyz,mastodon,4.2.1,1,2,3,273
bs-x.org,mastodon,4.2.1,1,1,1,172
social.fouquet.me,mastodon,4.2.0,1,1,1,"1,902"
hades.town,mastodon,4.3.0-alpha.0+glitch,1,1,1,96
mastodon.gesteves.com,mastodon,4.2.0,1,1,1,428
mstdn.cbult.space,mastodon,4.1.7,1,1,1,89
social.nanosector.nl,mastodon,4.2.1,1,1,1,"1,444"
x.tkw.fm,mastodon,4.1.4,1,1,1,28
masto.everwas.com,mastodon,4.2.1,1,1,1,257
xianlandia.com,mastodon,4.2.1,1,1,1,29
ahlers.xyz,mastodon,4.2.1,1,1,1,188
finotto.social,mastodon,4.1.6,1,1,1,45
social.senyuuri.info,mastodon,4.0.2,1,1,1,17
a.xerimorph.net,mastodon,4.2.1,1,1,1,43
su.bli.me,mastodon,4.1.2,1,1,2,"1,358"
social.skrasek.us,mastodon,4.0.1,1,1,1,574
andrews.me,mastodon,4.2.1,1,1,1,187
social.secondjarl.com,mastodon,4.2.1,1,1,1,0
metapan.online,mastodon,4.2.1,1,0,1,3
kraut.social,mastodon,4.2.1,1,0,0,64
social.vikings.net,mastodon,3.5.5,1,1,1,54
s.twentyzen.digital,mastodon,4.2.0,1,1,1,204
mastodon.fiveop.de,mastodon,4.2.1,1,1,1,161
micro.hrsn.me,mastodon,4.2.1,1,0,1,17
t.kiriha.me,mastodon,3.2.0,1,1,1,732
bouma.social,mastodon,4.2.1,1,1,1,422
m6n.akimasa.jp,mastodon,4.2.0,1,1,1,73
masto.fediverse.be,mastodon,4.1.4,1,1,1,113
m.tim.do,mastodon,4.1.0,1,0,1,2
herstand.social,mastodon,4.2.1,1,1,1,42
mastodon.albertoluna.es,mastodon,4.2.0,1,1,1,1
social.dragoofamily.com,mastodon,4.0.2,1,0,1,2
recoveryposse.social,mastodon,4.2.1,1,0,1,22
social.asdf.wf,mastodon,4.2.1,1,1,1,7
toot.cairobraga.com,mastodon,4.3.0-alpha.0+glitch,1,1,1,"2,377"
karel.today,mastodon,4.2.1,1,1,1,1
kvalhe.im,mastodon,4.2.1,1,1,1,116
social.jackscott.id.au,mastodon,4.2.1,1,1,1,49
m.askesis.pl,mastodon,4.2.1,1,0,1,62
reyuzenfold.com,mastodon,4.2.0+glitch,1,1,2,300
fed.tomd.org,mastodon,3.5.3,1,0,1,15
suckersforstatus.social,mastodon,4.2.1,1,1,1,30
social.sgawolf.com,mastodon,4.2.1,1,1,1,"1,307"
mastodon.cocoasamurai.social,mastodon,4.2.1,1,1,1,215
mastodon.exitmusic.world,mastodon,4.2.1,1,1,1,"1,598"
strectuna.me,mastodon,4.2.1,1,1,1,41
mastodon.grahammay.me,mastodon,4.2.0,1,1,1,22
landscapes.social,mastodon,4.2.1,1,0,1,163
jrd.cat,mastodon,4.2.0,1,1,1,91
myopic.one,mastodon,4.2.1,1,0,1,449
soc.triangleidiot.online,mastodon,4.1.2,1,1,1,0
betterodds.social,mastodon,4.2.1,1,0,1,2
vorlon.space,mastodon,4.1.5,1,1,1,34
mast.benstokman.me,mastodon,4.2.1,1,1,1,768
mastodon.greenwichmeanti.me,mastodon,3.5.1,1,0,1,94
nkantar.social,mastodon,4.2.1,1,1,1,386
mastodon.ch-le.fr,mastodon,4.2.1,1,1,1,76
social-wahn.de,mastodon,4.2.0,1,1,1,0
forcedconversation.com,mastodon,4.1.4,1,1,1,727
barkshark.xyz,mastodon,4.2.0-rc2+glitch,1,1,1,"6,167"
justweb.dev,mastodon,3.5.3,1,1,1,248
nuu.cat,mastodon,4.2.0,1,1,1,98
social.hypernodemedia.com,mastodon,4.0.2,1,0,1,3
alexcrawford.co.uk,mastodon,4.2.0,1,1,1,10
mastodon.andreasrohner.dev,mastodon,4.2.1,1,1,1,6
social.fmvilas.me,mastodon,4.2.1,1,1,1,613
mastodon.bryce.co,mastodon,4.2.1,1,0,1,2
mastodon.jakecoppinger.com,mastodon,4.3.0-nightly.2023-10-14+glitch,1,1,1,184
social.opticality.com,mastodon,4.2.1,1,1,1,10
mastodon.hugopoi.net,mastodon,4.2.0,1,1,1,"4,350"
sac.moe,mastodon,4.1.2,1,0,1,1
bygg.land,mastodon,4.2.1,1,1,1,119
mastodon.kylemacquarrie.co.uk,mastodon,4.2.1,1,1,1,201
social.vodkabull0.de,mastodon,4.2.1,1,1,1,0
mastodon.bachmann.wtf,mastodon,4.2.1,1,1,1,198
bunny.blue,mastodon,4.1.4+glitch,1,1,1,"3,433"
conwayfamily.org,mastodon,4.1.4,1,1,1,4
carl.fish,mastodon,4.2.1,1,1,1,697
social.tsun.co,mastodon,4.2.0,1,1,1,"1,342"
mastodon.cjl.io,mastodon,4.2.1,1,1,1,0
m.170908.xyz,mastodon,4.2.1,1,1,1,184
nblo.ws,mastodon,3.5.3,1,0,0,15
social.city-of-glass.net,mastodon,4.1.4,1,1,1,412
thatssofetch.pink,mastodon,4.2.1,1,1,1,533
znark.us,mastodon,4.1.4,1,1,1,33
gaeilge.social,mastodon,4.2.1,1,0,0,0
cyberspace.rodeo,mastodon,4.2.1,1,1,1,"1,232"
m.schrdr.nl,mastodon,4.2.1,1,1,1,89
mastodon.grafxgear.com,mastodon,4.2.0,1,1,1,14
wkfa.org,mastodon,4.2.1,1,0,1,10
vivatucson.net,mastodon,4.2.1,1,0,1,8
szklankaolowiu.pl,mastodon,4.2.0,1,1,1,670
haruska.social,mastodon,3.5.8,1,1,1,32
mastodon.r-flash.eu,mastodon,4.2.1,1,1,1,129
dje.li,mastodon,4.0.2,1,0,1,13
icedlatte.chat,mastodon,4.2.1,1,1,1,71
hackr.org,mastodon,4.3.0-nightly.2023-11-14+glitch,1,1,1,54
barrowof.gay,mastodon,4.2.1,1,1,1,"1,106"
papaya.social,mastodon,4.2.1,1,0,1,3
social.freifunk-ansbach.de,mastodon,4.2.1,1,1,1,5
ceejayoz.io,mastodon,4.2.1,1,1,1,556
social.mei-home.net,mastodon,4.2.1,1,1,1,"4,252"
shaler.social,mastodon,4.2.1,1,1,1,376
jillr.social,mastodon,4.1.4,1,1,1,501
mastodon.lebreton.fr,mastodon,4.0.2,1,1,1,12
edlings.social,mastodon,4.2.0,1,0,1,320
mastodon.sonsofliberty.red,mastodon,4.1.6,1,0,1,15
mastodon.gibald.com,mastodon,4.2.1,1,1,1,0
jamesgallagher.social,mastodon,4.2.1,1,1,1,750
rodvand.net,mastodon,4.1.7,1,0,1,72
mastodon.pom.community,mastodon,4.2.0,1,0,0,1
mastodon.morgiano.it,mastodon,3.4.1,1,1,1,44
grrtt.net,mastodon,4.0.1,1,0,0,0
nozzi.social,mastodon,4.2.1,1,1,1,"1,346"
mastodon.stellarspace.net,mastodon,4.2.1,1,0,0,0
mastodon.lieter.nl,mastodon,4.2.1,1,1,1,538
toot.jasonscheirer.com,mastodon,4.2.0,1,1,1,"5,012"
rottmann.social,mastodon,4.2.1,1,1,1,131
social.gmtz.me,mastodon,4.1.7,1,1,1,"1,929"
paupau.masto.host,mastodon,4.2.1,1,0,1,14
fusky.social,mastodon,4.2.0,1,1,1,82
masto.henchmonkey.org,mastodon,4.2.1,1,1,1,795
mastodon.starshipchangeling.net,mastodon,4.2.1,1,1,1,537
micro.towards.vision,mastodon,4.1.2,1,1,1,106
pub.eeruwang.me,mastodon,4.2.1,1,1,1,"4,392"
social.bnrub.in,mastodon,4.2.0,1,1,1,57
makito.me,mastodon,4.2.1,1,1,1,"2,081"
libertaria.space,mastodon,4.2.0,1,1,1,78
social.tylerjfisher.com,mastodon,4.1.6,1,1,1,288
mastodon.kaltes.beer,mastodon,4.2.1,1,1,1,31
toots.a-deed.com,mastodon,4.2.1,1,1,1,114
asocial.dk,mastodon,4.2.1,1,1,1,31
project-nex.net,mastodon,4.0.2,1,1,1,15
mastodon.start9labs.com,mastodon,3.3.0,1,0,0,10
ifi.sh,mastodon,4.2.0,1,1,1,0
mastodon.ehret.me,mastodon,4.2.1,1,1,1,672
mastodon.jubison.fr,mastodon,4.2.1,1,1,1,1
rambleon.social,mastodon,4.2.1,1,1,1,89
kleinbottle.club,mastodon,3.3.0,1,1,1,47
simon.vreeman.com,mastodon,4.2.0,1,1,1,124
muon.social,mastodon,4.2.1,1,1,1,68
lawnerd.org,mastodon,4.2.1,1,1,1,4
m.rse43.com,mastodon,4.2.0,1,1,1,535
mastodon.accessinformationnews.com,mastodon,4.2.1,1,1,1,268
rodina-sucha.cz,mastodon,4.2.1,1,1,1,"2,362"
mastodon.menzns.de,mastodon,4.2.1,1,1,1,26
mastodon.baucum.me,mastodon,4.1.2,1,0,1,499
revillas.es,mastodon,4.1.9,1,1,1,10
orbitalstation.one,mastodon,4.2.1,1,1,1,"3,829"
mastodon.truongan.name.vn,mastodon,4.1.6,1,0,1,94
mastodon.fam-ribbers.com,mastodon,4.2.1,1,1,1,818
lawngno.me,mastodon,4.3.0-alpha.0+glitch,1,1,1,290
mastodon.onepointzero.com,mastodon,4.2.1,1,1,1,479
social.touhey.org,mastodon,4.2.1,1,1,1,400
mastodon.287industries.com,mastodon,4.2.1,1,1,1,1
kirk.social,mastodon,4.2.1,1,1,1,197
m.yihao.moe,mastodon,4.2.1,1,1,1,733
mustam.in,mastodon,4.2.1,1,1,1,13
mastodon.geneticjen.com,mastodon,4.2.1,1,1,1,35
oldos.me,mastodon,4.2.1,1,1,1,70
mastodon.janstenpickle.io,mastodon,4.1.10,1,1,1,16
a.brody.zone,mastodon,4.2.1,1,1,1,26
mastodon.nsnw.ca,mastodon,4.1.4,1,1,1,287
social.earth-hab.network,mastodon,4.2.0,1,1,1,0
mastodon.mariobreskic.de,mastodon,4.2.1,1,1,1,435
cloud.zannoni.eu,mastodon,4.1.5,1,1,1,18
mastodon.janbudke.de,mastodon,4.2.0,1,1,1,0
social.exclaimindustries.net,mastodon,4.2.1,1,1,1,351
mastodon.bres.cat,mastodon,4.2.1,1,1,1,41
livingblindfully.social,mastodon,4.2.1,1,1,1,"1,334"
biggs.social,mastodon,4.2.1,1,1,1,51
atilla.im,mastodon,4.2.1,1,1,1,35
witches.social,mastodon,4.2.1,1,1,1,"5,893"
mastodon.duncanhart.com,mastodon,4.2.1,1,1,1,"1,402"
social.lelgenio.xyz,mastodon,4.1.9,1,1,1,22
social.robtarr.net,mastodon,4.1.1,1,0,0,6
mrrob.in,mastodon,4.2.1,1,1,1,117
otter.tube,mastodon,4.2.1,1,1,1,613
feed.nxs3.com,mastodon,4.2.1,1,1,1,31
lost-in-outer.space,mastodon,4.2.1,1,1,1,352
