domain,apli,version,users,am,ahy,posts ,
social.nptcomputing.net,mastodon,4.1.6,1 ,1 ,2 ,75 ,
mastodon.caffeinated.computer,mastodon,4.2.0,1 ,1 ,1 ,60 ,
oak.social,mastodon,4.2.0,6 ,2 ,3 ,5 ,
banter.danny.page,mastodon,4.2.0,1 ,1 ,1 ,248 ,
mastodon.jannis-goeing.de,mastodon,4.1.4,4 ,1 ,1 ,240 ,
social.macmynatt.com,mastodon,4.2.0,1 ,1 ,1 ,59 ,
lovingcounty.cafe,pleroma,2.5.2,3 ,3 ,3 ,229 ,
social.lunchlurkers.com,mastodon,4.2.0,5 ,2 ,2 ,581 ,
social.lauriproductions.com,mastodon,4.2.0,3 ,0 ,0 ,93 ,
social.frith.dev,mastodon,4.1.4,1 ,1 ,1 ,49 ,
mdn.dodge.me.uk,mastodon,4.2.0,1 ,1 ,1 ,0 ,
soc.psynet.me,mastodon,4.1.3,3 ,2 ,2 ,1022 ,
mastodon.nickcharlton.net,mastodon,4.1.9,1 ,1 ,1 ,846 ,
mastodon.keks.club,mastodon,4.2.0,7 ,4 ,6 ,24877 ,
activitypub.chariz.com,akkoma,3.4.0,2 ,null,null,19 ,
masto.ris.paris,mastodon,4.2.0,1 ,1 ,1 ,20 ,
social.mrnf.me,mastodon,4.1.2,1 ,0 ,1 ,17 ,
pl.apathy.tv,pleroma,2.5.5,2 ,2 ,2 ,12 ,
mastodon.familie-tux.de,mastodon,3.5.14,1 ,1 ,1 ,55 ,
social.funnyna.me,mastodon,4.2.0-rc2+chuckya,2 ,1 ,2 ,182 ,
pleroma.bigzu.cc,pleroma,2.5.5,3 ,2 ,3 ,46 ,
social.quent1.fr,akkoma,3.10.3-0-gc887dd4,1 ,1 ,1 ,237 ,
mastodon.fedi.100terres.com,mastodon,4.2.0,1 ,1 ,1 ,40 ,
m.lanciano.it,mastodon,4.1.9,159 ,31 ,69 ,6696 ,
ap.nil.im,akkoma,3.9.3-152-g31d7cc9a-develop,2 ,2 ,3 ,764 ,
mastodon.testausserveri.fi,mastodon,4.2.0,30 ,10 ,20 ,149 ,
cafemilk.moe,misskey,13.14.2,2 ,null,null,1 ,
mastodon.actors.social,mastodon,4.1.0,6 ,3 ,4 ,163 ,
mastodon.catgirl.cloud,mastodon,4.1.9,13 ,4 ,13 ,384 ,
social.nwex.de,mastodon,4.2.0,1 ,1 ,1 ,589 ,
social.nanosector.nl,mastodon,4.2.0,1 ,1 ,1 ,999 ,
mastodon.kempkens.io,mastodon,4.1.9,1 ,1 ,1 ,172 ,
mastodon.wiorca.com,mastodon,4.2.0,2 ,2 ,2 ,73 ,
social.identi.cat,mastodon,4.0.2,2 ,0 ,1 ,1240 ,
social.devopsdays.org,mastodon,4.1.7,14 ,6 ,12 ,178 ,
social.dekay.se,mastodon,4.2.0,2 ,1 ,1 ,118 ,
akkoma.critbase.net,akkoma,3.8.0,3 ,0 ,2 ,22 ,
social.stackunderflow.com,mastodon,4.1.3,1 ,1 ,1 ,355 ,
akkoma.hiteihi.me,akkoma,3.8.0,2 ,1 ,2 ,6 ,
mastodon.richardloxley.com,mastodon,4.2.0,1 ,1 ,1 ,182 ,
social.pacna.org,mastodon,4.1.7,2 ,0 ,1 ,224 ,
soc.ottr.uk,mastodon,4.2.0+glitch,3 ,2 ,3 ,3885 ,
social.stephenfirth.co.uk,mastodon,4.2.0,2 ,2 ,2 ,34 ,
mast.thatalex.dev,mastodon,4.1.4,2 ,1 ,2 ,20 ,
social.crem.in,mastodon,4.2.0,1 ,1 ,1 ,232 ,
fediverse.speckledmonkey.com,mastodon,4.2.0,1 ,1 ,1 ,422 ,
roots.entangledothers.studio,mastodon,4.2.0,2 ,2 ,2 ,44 ,
mastodon.feedmechocolate.com,mastodon,4.1.3,2 ,1 ,1 ,71 ,
relib.re,firefish,1.0.3,10 ,4 ,8 ,1119 ,
timefall.eu.org,firefish,1.0.5-dev6,4 ,1 ,2 ,1672 ,
pillowfort.moe,firefish,1.0.4-beta2,3 ,1 ,2 ,4 ,
mastodon.is-hardly.online,mastodon,4.2.0-nightly.2023-09-22+chuckya,3 ,2 ,3 ,530 ,
mastodon.hupel.info,mastodon,4.2.0,5 ,4 ,5 ,763 ,
m.daevien.com,mastodon,4.2.0+glitch,1 ,1 ,1 ,87 ,
amok.recoil.org,mastodon,4.1.7,7 ,3 ,7 ,619 ,
mastodon.monkeydiesel.net,mastodon,4.1.3,1 ,1 ,1 ,98 ,
mastodon.dlgreen.com,mastodon,4.1.9,2 ,1 ,2 ,45 ,
social.modest.com,mastodon,4.2.0,10 ,4 ,5 ,875 ,
thecle.land,misskey,13.14.2,34 ,null,null,2835 ,
akkoma.rawr.chat,akkoma,3.9.3,1 ,1 ,1 ,5 ,
mastodon.shatteredsky.net,mastodon,4.1.4+glitch+cat+meow+1.0.0.1,1 ,1 ,1 ,15 ,
mastodon.babb.no,mastodon,4.2.0,86 ,24 ,75 ,4539 ,
x0.dk,pleroma,2.5.0,2 ,1 ,2 ,93 ,
social.mrtoto.net,mastodon,4.2.0,2 ,2 ,2 ,660 ,
social.jsantos.eu,mastodon,4.2.0,1 ,1 ,1 ,254 ,
m.pufferzone.racing,mastodon,4.1.3,1 ,1 ,1 ,90 ,
toot.menkissing.gay,mastodon,4.1.5+glitch,2 ,2 ,2 ,449 ,
iguana.masto.host,mastodon,4.2.0,4 ,2 ,3 ,142 ,
mastodon.technosorcery.net,mastodon,4.2.0+glitch,1 ,1 ,1 ,272 ,
mastodon.foxfire.dev,mastodon,4.1.3,1 ,1 ,1 ,55 ,
mast.holistichackers.org,mastodon,4.2.0,2 ,0 ,0 ,14 ,
akkoma.fawks.ie,akkoma,3.9.3,2 ,0 ,1 ,2 ,
fnando.com,mastodon,4.2.0,1 ,1 ,1 ,61 ,
social.abwesend.com,mastodon,4.2.0,3 ,2 ,3 ,203 ,
mastodon.lermer.nl,mastodon,4.2.0,3 ,3 ,3 ,5262 ,
masto.gregnewman.io,mastodon,4.2.0,1 ,1 ,1 ,985 ,
toots.coronet.io,mastodon,4.2.0,1 ,1 ,1 ,220 ,
mastodon.diniscorreia.com,mastodon,4.2.0,2 ,1 ,1 ,145 ,
mastodon.dakes.de,mastodon,4.1.9,2 ,1 ,19 ,10 ,
f.matdoes.dev,akkoma,3.10.4-1-gebfb617b,1 ,2 ,2 ,28 ,
mastodon.gimp.chat,mastodon,4.1.4,1 ,1 ,1 ,26 ,
social.ewpratten.com,mastodon,4.1.2+glitch,1 ,1 ,1 ,5 ,
serverok.pl,pleroma,2.5.4,1 ,1 ,1 ,20 ,
knottywolf.sexy,mastodon,4.1.2,2 ,1 ,2 ,175 ,
mstdn.moroz.cc,mastodon,4.1.6,1 ,0 ,1 ,0 ,
m.chariri.moe,misskey,13.14.2,5 ,null,null,795 ,
summerhill.cafe,mastodon,4.1.7,3 ,2 ,3 ,456 ,
social.feathers.link,pleroma,2.2.0-8-g15550f7c,49 ,null,null,0 ,
social.lssr.eu,pleroma,2.4.5-2-gd8e32646,3 ,null,null,23 ,
humber.news,hometown,4.0.10+hometown-1.1.1,9 ,6 ,6 ,1071 ,
mastobot.ping.moi,mastodon,4.2.0,3 ,3 ,3 ,10311 ,
zifengling.com,mastodon,4.2.0,14 ,7 ,17 ,168 ,
social.meteocon.com,mastodon,4.0.2,5 ,4 ,4 ,273 ,
zlatex.club,mastodon,4.2.0,1 ,1 ,1 ,3 ,
social.calut.fr,misskey,12.119.2,2 ,1 ,1 ,827 ,
allcrew.space,mastodon,4.1.2,2 ,1 ,2 ,12 ,
netko.kr,misskey,13.14.2,29 ,null,null,524 ,
pouet.badprocess.me,pleroma,2.5.5,2 ,2 ,2 ,653 ,
mastodon.sverit.de,mastodon,4.2.0,1 ,1 ,1 ,124 ,
z2h.dev,mastodon,4.1.2,2 ,1 ,2 ,1417 ,
liberareto.nesohub.org,mastodon,4.2.0,1 ,1 ,1 ,0 ,
mastodon.ptmsoft.fr,mastodon,3.5.14,1 ,1 ,1 ,119 ,
qwq.ooo,mastodon,4.2.0,5 ,3 ,3 ,542 ,
thephpcc.social,mastodon,4.1.8,4 ,3 ,4 ,98 ,
pleroma.memiks.fr,pleroma,2.5.2-13-g2d193861,4 ,1 ,1 ,80 ,
filly.social,mitra,1.36.1,12 ,3 ,12 ,61 ,
overland.social,mastodon,4.1.4,4 ,2 ,2 ,91 ,
old.sharlayan.city,mastodon,4.2.0+qdon.glitch,8 ,3 ,8 ,3735 ,
negino.social,firefish,1.0.3,9 ,2 ,7 ,57 ,
smartcity.social,mastodon,4.1.4,9 ,6 ,10 ,178 ,
misskey.ee,misskey,13.14.2,9 ,null,null,137 ,
fdv.saifulh.web.id,gotosocial,0.11.0 git-815b529,1 ,null,null,1914 ,
social.im-fei-wergli.de,mastodon,4.1.6,2 ,2 ,3 ,0 ,
mastodon.raumfahrer.net,mastodon,4.1.4,7 ,3 ,6 ,748 ,
teamfmradio.masto.host,mastodon,4.2.0,1 ,1 ,1 ,13 ,
social.a11y.fr,mastodon,4.2.0,2 ,1 ,2 ,92 ,
justanother.social,mastodon,4.1.6,10 ,5 ,11 ,10660 ,
weide.social,mastodon,4.0.6,2 ,1 ,1 ,144 ,
toot.chalec.org,pleroma,2.5.4,24 ,5 ,8 ,361 ,
mastodongx.com,mastodon,4.2.0,3 ,1 ,3 ,727 ,
geschnacke.de,mammuthus experimental,670,13 ,4 ,6 ,236 ,
social.mkr-tech.ch,mastodon,4.2.0,1 ,1 ,1 ,76 ,
m.in0rdr.ch,mastodon,4.2.0,1 ,0 ,0 ,141 ,
dogs.chat,mastodon,4.2.0,7 ,2 ,2 ,125 ,
n.noxexcelsis.online,mastodon,4.2.0,3 ,3 ,3 ,10440 ,
otr.rocks,mastodon,4.2.0,1 ,1 ,2 ,656 ,
social.datsmore.com,mastodon,4.0.2,8 ,5 ,13 ,101 ,
social.v4v.dev,mastodon,4.2.0,3 ,1 ,1 ,7683 ,
mastodon.tuidao.me,mastodon,4.1.9,1 ,1 ,1 ,158 ,
mb.bados.dev,mastodon,4.2.0,1 ,1 ,1 ,74 ,
kiri.to,mastodon,4.2.0,1 ,1 ,1 ,434 ,
mammonte.us,pleroma,2.5.0,9 ,8 ,9 ,1131 ,
mas.todon.de,mastodon,4.2.0-rc2,1 ,1 ,1 ,0 ,
kitgxrl.gay,firefish,1.0.4-beta31,4 ,2 ,2 ,595 ,
fedi.suzi.moe,pleroma,2.4.4,1 ,null,null,288 ,
soc.diarbagus.id,pleroma,2.5.52-235-g589301ce,2 ,1 ,1 ,5 ,
crownel.monster,misskey,2023.9.1,15 ,null,null,653 ,
geislingen.net,mastodon,4.2.0,28 ,5 ,15 ,929 ,
mkacg.social,misskey,2023.9.1,7 ,null,null,80 ,
namelesscitizen.space,mastodon,3.5.3,3 ,1 ,1 ,5329 ,
social.teyvat.cloud,mastodon,4.2.0,1 ,1 ,1 ,7 ,
social.golurk.de,mastodon,4.1.7,2 ,1 ,2 ,205 ,
t.nyk.app,firefish,1.0.3,2 ,1 ,1 ,85 ,
as9136.social,mastodon,4.1.9,1 ,1 ,1 ,8 ,
warband.cc,pleroma,2.5.5,3 ,1 ,3 ,39 ,
social.bitsammelwanne.de,mastodon,3.5.10,2 ,1 ,1 ,217 ,
mastodon.tianshengli.me,mastodon,4.1.9,1 ,1 ,1 ,2122 ,
social.x220.co.uk,pleroma,2.5.5,1 ,1 ,1 ,187 ,
mastodon.mcmullan.org,mastodon,4.1.2,2 ,1 ,1 ,0 ,
fedihub.de,firefish,1.0.4-beta31,3 ,1 ,1 ,0 ,
itemis.social,mastodon,4.0.2,28 ,2 ,9 ,154 ,
bird.band,pleroma,2.5.51-316-gd9316c48.develop+soapbox,4 ,3 ,3 ,2099 ,
social.meenzen.net,mastodon,4.2.0,1 ,1 ,1 ,64 ,
freiewaehler.social,mastodon,4.1.4,45 ,8 ,50 ,390 ,
flauschbar.thoshiswelt.de,firefish,1.0.5-dev6,3 ,1 ,2 ,950 ,
fedi.byecorps.com,misskey,2023.9.0-beta.8,7 ,null,null,128 ,
social.sailor.cat,pleroma,2.4.1,18 ,null,null,3609 ,
social.zischundweg.cloud,mastodon,4.1.9,1 ,1 ,1 ,1912 ,
social.ralsina.me,misskey,12.119.0,2 ,1 ,1 ,27 ,
mmrw.de,mastodon,4.2.0,2 ,1 ,1 ,86 ,
bottom.team,pleroma,2.5.1,1 ,1 ,1 ,406 ,
amazingcto.social,mastodon,4.1.4,1 ,1 ,1 ,610 ,
pleroma.kalterwinter.info,pleroma,2.4.4,3 ,null,null,431 ,
mstdn.cyou,pleroma,2.5.50-0-g2a244b3-develop,5 ,1 ,2 ,1 ,
misskey.towa.li,misskey,12.119.2,2 ,0 ,1 ,1 ,
petrolkorps.cc,pleroma,2.5.54-594-gb094e92c.develop+soapbox,10 ,3 ,9 ,358 ,
social.arcanelab.net,mastodon,4.2.0,1 ,1 ,1 ,39 ,
toot.st,mastodon,4.1.6,1 ,1 ,1 ,1 ,
ornitologia.social,mastodon,4.2.0,4 ,4 ,4 ,60 ,
mstdn.immatrix.de,mastodon,4.2.0,3 ,3 ,3 ,1 ,
mastodon.chantierlibre.org,mastodon,4.1.6,4 ,1 ,2 ,1371 ,
commethics.online,mastodon,4.2.0,5 ,5 ,6 ,141 ,
mastodon.laserjesus.se,mastodon,4.0.2,4 ,3 ,3 ,1426 ,
drohm.eu,mastodon,4.2.0,1 ,1 ,3 ,1663 ,
pfeed.ayotocorp.com,pleroma,2.4.53-4-g64945b3b.develop+soapbox,1 ,1 ,1 ,2329 ,
social.flipboard.com,mastodon,4.2.0,12 ,7 ,8 ,227 ,
teamfmradio.com,mastodon,4.2.0,2 ,1 ,2 ,429 ,
s.lacko.network,misskey,13.14.2,2 ,null,null,255 ,
exapieco.jp,mastodon,4.2.0,1 ,1 ,1 ,1162 ,
mastodonien.de,mammuthus experimental,670,21 ,16 ,17 ,5003 ,
j4nk.dev,pleroma,2.4.53+soapbox,1 ,1 ,1 ,0 ,
laburo.social,mastodon,4.2.0-rc2,34 ,19 ,35 ,99 ,
abs.17oc.com,misskey,13.13.2,7 ,null,null,9 ,
pl.lain.ch,pleroma,2.5.3,2 ,2 ,2 ,1436 ,
sizecraft.social,mastodon,4.2.0,35 ,23 ,35 ,1617 ,
entelodont.social,mastodon,4.2.0,1 ,0 ,1 ,18 ,
typo3.social,mastodon,4.2.0,10 ,6 ,10 ,70 ,
social.tille.ch,pleroma,2.5.4,17 ,2 ,2 ,33 ,
sphorb.social,firefish,1.0.3,5 ,4 ,4 ,1873 ,
tfk.one,mastodon,4.1.5,3 ,1 ,2 ,605 ,
misskey.lehhair.net,misskey,13.14.2,7 ,null,null,193 ,
sherlockholmes.social,pleroma,2.5.0,7 ,3 ,7 ,3421 ,
mastodon.m1234.de,mastodon,4.2.0,9 ,3 ,6 ,56 ,
p.vinchent.xyz,pleroma,2.5.4,4 ,3 ,4 ,830 ,
kfalumni.social,mastodon,4.2.0,25 ,3 ,25 ,47 ,
meetbeauties.social,mastodon,4.2.0,3 ,2 ,3 ,1889 ,
sn.rongyi.io,mastodon,4.1.2,2 ,2 ,2 ,149 ,
v-insanity.com,mastodon,3.5.3,4 ,1 ,1 ,1249 ,
impreg.net,mastodon,4.2.0,36 ,17 ,38 ,324 ,
mastodon.open-web.fr,mastodon,4.2.0,1 ,0 ,1 ,62 ,
amd.sh,mastodon,4.2.0,2 ,2 ,2 ,59 ,
social.michaels.world,pleroma,2.5.52-240-g4e26fbda-develop,1 ,1 ,1 ,78 ,
freistaat-thueringen.social,mastodon,4.1.6,9 ,2 ,5 ,383 ,
social.ruds.io,mastodon,4.1.6,3 ,1 ,2 ,4 ,
jiong.us,mastodon,4.1.6,4 ,4 ,4 ,111 ,
social.w3nz.net,mastodon,4.1.2,3 ,2 ,3 ,89 ,
c.arts.moe,firefish,1.0.3,4 ,2 ,3 ,98 ,
la1.jp,mastodon,3.2.1,133 ,0 ,11 ,1638 ,
pleroma.schuerz.at,pleroma,2.5.0,2 ,1 ,1 ,784 ,
mastodon.mhemeryck.com,mastodon,3.5.10,2 ,1 ,1 ,61 ,
nemertes.nl,mastodon,4.1.6,4 ,3 ,3 ,106 ,
m.flyemoji.moe,mastodon,4.1.5,11 ,5 ,10 ,419 ,
social.ffconf.org,mastodon,4.2.0,2 ,1 ,2 ,16 ,
social.jumpsca.red,misskey,2023.9.0-beta.2,4 ,null,null,314 ,
skvip.lol,mastodon,4.2.0,3 ,2 ,3 ,547 ,
mastodon.aiursoft.cn,mastodon,4.3.0-alpha.0,5 ,1 ,5 ,8 ,
syfershock.com,pleroma,2.5.4,3 ,1 ,2 ,98 ,
owo.sg,mastodon,4.1.2,1 ,0 ,1 ,38 ,
m.zzzxxx.xyz,mastodon,4.2.0,1 ,1 ,1 ,212 ,
mastodon.twictee.org,mastodon,4.2.0,164 ,125 ,175 ,1644 ,
gimme5.club,mastodon,4.1.1,8 ,1 ,5 ,17 ,
nsfw.lgbt,firefish,1.0.3,51 ,23 ,50 ,192 ,
sakae-m.hostdon.ne.jp,mastodon,4.2.0,1 ,1 ,2 ,3098 ,
mktoho.social,mastodon,4.0.2,4 ,0 ,1 ,35 ,
social.fidart.it,mastodon,4.1.9,2 ,2 ,3 ,7 ,
social.isekai-online.com,calckey,13.1.4.1,6 ,3 ,4 ,1411 ,
janerationx.social,mastodon,4.2.0,1 ,1 ,1 ,970 ,
phx.zct-mrl.com,pleroma,2.5.1,1 ,1 ,1 ,66 ,
mastodon.karatekarnickel.de,mastodon,4.1.7,1 ,1 ,1 ,1 ,
developers.live,mastodon,4.2.0,6 ,1 ,3 ,78 ,
mastodon.baufreton.fr,mastodon,4.2.0,1 ,1 ,1 ,3 ,
m.cestlavie.moe,mastodon,4.1.4,9 ,3 ,6 ,13000 ,
hi.jonk.org,mastodon,4.1.3,2 ,0 ,2 ,8 ,
m.yihao.moe,mastodon,4.2.0,1 ,1 ,1 ,725 ,
helloeverybodymynameismarkiplierandwelcometofivenightsatfreddys.anindiehorrorgamethatyouguyssuggestedenmasseandisawthatyamimash.playeditandhesaidthatitwasreallyreallygoodsoimveryeagertoseewha.tisupandthatisaterrifyinganimatronicbear.fnaf.stream,misskey,13.13.2,4 ,null,null,197 ,
social.admtz.fr,mastodon,4.2.0,1 ,1 ,1 ,19 ,
shortens.net,mastodon,4.1.4,11 ,0 ,0 ,197 ,
sccn.club,mastodon,3.1.4,5 ,0 ,1 ,14478 ,
mastodon.r-flash.eu,mastodon,4.2.0,1 ,1 ,1 ,70 ,
social.pfsmusic.net,mastodon,4.1.6,1 ,1 ,1 ,33 ,
fediverse.blarg.ca,pleroma,2.5.2,1 ,1 ,1 ,21 ,
social.neurer.com,mastodon,4.2.0,1 ,1 ,1 ,4 ,
sns.opencourse.kr,mastodon,4.3.0-nightly.2023-10-04,6 ,3 ,3 ,2176 ,
misskey.tsuyabashi.dev,misskey,13.14.2,2 ,null,null,1 ,
masto.spirgi.com,mastodon,4.2.0,2 ,2 ,2 ,71 ,
themeparks.social,mastodon,4.2.0,6 ,2 ,2 ,851 ,
social.ewatchers.org,pleroma,2.5.1,2 ,1 ,2 ,316 ,
chat.niclas.xyz,mastodon,4.0.2,1 ,0 ,1 ,2 ,
inari.ricecakey.top,mastodon,3.5.3,14 ,4 ,4 ,737 ,
aix-en-provence.social,mastodon,4.1.4,3 ,1 ,1 ,264 ,
social.cr4.pw,pleroma,2.4.5-2-gd8e32646,8 ,null,null,7 ,
ntt.ee,misskey,13.13.2,11 ,null,null,39 ,
simplo.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,9 ,3 ,7 ,55 ,
gogu.ma,misskey,2023.9.0,6 ,null,null,309 ,
mastodon.totmin.ru,mastodon,4.1.9,12 ,8 ,12 ,852 ,
justice.tech,mastodon,4.2.0,1 ,1 ,1 ,22 ,
ent.r-e.kr,firefish,1.0.3,68 ,27 ,66 ,3718 ,
rahlstedt.social,mammuthus experimental,670,8 ,2 ,2 ,27 ,
pbs.idv.tw,mastodon,4.2.0-nightly.2023-09-27+glitch,18 ,13 ,18 ,47910 ,
firefish.peaceful.social,firefish,1.0.3,5 ,2 ,4 ,135 ,
kurotoshi-cat.me,mastodon,4.0.2,1 ,1 ,1 ,19 ,
social.campus-it.eu,mastodon,4.1.4,1 ,1 ,1 ,3 ,
osplin.monster,mastodon,4.1.6,4 ,3 ,4 ,2 ,
key.zct-mrl.com,misskey,13.14.2,2 ,null,null,245 ,
qwwwq.cat,mastodon,4.0.2,35 ,12 ,25 ,2684 ,
aoikaze.social,mastodon,4.2.0,6 ,2 ,4 ,136 ,
mastodon.l0nax.org,mastodon,4.2.0,1 ,1 ,1 ,56 ,
xn--00w656a.xn--2os22eixx6na.xn--kpry57d,mastodon,4.2.0,2 ,2 ,2 ,69 ,
mastodon.bizarreworker.de,mastodon,4.2.0,1 ,1 ,1 ,37 ,
kazuha.kr,cherrypick,4.3.3,5 ,null,null,1339 ,
sotong.cloud,mastodon,4.2.0,6 ,2 ,2 ,6010 ,
social.dc6jgk.de,mastodon,4.1.4,1 ,1 ,1 ,162 ,
social.gunju.de,mastodon,4.1.2,3 ,1 ,1 ,105 ,
splat00n.ink,mastodon,4.2.0+glitch,69 ,36 ,44 ,11853 ,
social.etc-services.de,mastodon,4.0.2,6 ,2 ,4 ,572 ,
social.frogeye.fr,pleroma,2.5.4,1 ,1 ,1 ,3255 ,
meetplay.net,pleroma,2.4.2,5 ,null,null,73 ,
kitsunet.org,mastodon,4.2.0,2 ,1 ,1 ,171 ,
kafija.space,mastodon,4.2.0,3 ,2 ,3 ,130 ,
naiad.io,mastodon,4.2.0,1 ,1 ,1 ,108 ,
mastodon.tevinzhang.com,mastodon,4.2.0,1 ,1 ,1 ,61 ,
social.cartoon-aa.xyz,firefish,1.0.3,7 ,4 ,6 ,80 ,
toeroe.4schubis.de,mastodon,4.2.0,3 ,3 ,3 ,34 ,
uuu.moe,mastodon,4.2.0-beta2,3 ,3 ,3 ,70 ,
neko.lzc256.com,firefish,1.0.4-beta31,4 ,1 ,1 ,216 ,
lancetia.day,misskey,13.14.2,4 ,null,null,2067 ,
activitypup.de,firefish,1.0.3,3 ,1 ,2 ,964 ,
social.podsnack.se,mastodon,4.2.0,3 ,3 ,3 ,44 ,
petlover.eu.org,mastodon,3.5.3,32 ,11 ,23 ,261 ,
fedifriends.social,mastodon,4.2.0,1 ,1 ,1 ,2846 ,
hypers.social,mastodon,4.2.0,1 ,1 ,1 ,86 ,
battlefield.social,mastodon,4.0.2,3 ,3 ,3 ,74 ,
blog.jykeji.online,misskey,13.14.2,3 ,null,null,4 ,
mariameeting.masto.host,mastodon,4.2.0,5 ,5 ,5 ,971 ,
social.opentalk.eu,mastodon,4.2.0,1 ,1 ,3 ,17 ,
worldc.one,firefish,1.0.3,9 ,7 ,7 ,6877 ,
rlidea.com,mastodon,4.2.0,6 ,2 ,6 ,1265 ,
routingmagic.club,mastodon,4.0.2,1 ,0 ,1 ,3 ,
social.factorial.io,mastodon,4.1.7,4 ,3 ,4 ,41 ,
ala.masto.host,mastodon,4.2.0,6 ,1 ,6 ,61 ,
totally.talesofmy.life,firefish,1.0.3,7 ,4 ,5 ,178 ,
hlidacstatu.social,mastodon,4.1.6,3 ,1 ,1 ,173 ,
firefish.metalbanana.net,firefish,1.0.3,2 ,1 ,1 ,413 ,
puzich.social,mastodon,4.2.0,2 ,1 ,2 ,147 ,
m.smokecommunity.com,firefish,1.0.5-dev5,16 ,11 ,14 ,520 ,
bridport.social,mastodon,4.2.0,26 ,22 ,26 ,8 ,
mastodon.neither-nor.net,mastodon,4.2.0,1 ,1 ,1 ,160 ,
smol.cafe,mastodon,4.2.0,2 ,2 ,2 ,118 ,
kraut.social,mastodon,4.1.8,1 ,1 ,1 ,64 ,
verbraucherzentrale.social,mastodon,4.1.9,4 ,1 ,4 ,52 ,
sozial.roter-kreis.de,mastodon,4.2.0,5 ,5 ,5 ,263 ,
awp.news,mastodon,4.2.0,2 ,2 ,2 ,6329 ,
i.qwp.moe,mastodon,4.2.0-rc1,4 ,4 ,4 ,152 ,
social.sachsen-anhalt.de,mastodon,4.1.2,6 ,5 ,8 ,264 ,
tdx-labs.com,calckey,13.1.4.1,4 ,3 ,3 ,88 ,
waf.social,mastodon,4.2.0,7 ,7 ,7 ,44 ,
cmx.w012w012.tk,mastodon,4.1.7,5 ,5 ,5 ,23 ,
fire9.de,firefish,1.0.4-beta,3 ,2 ,2 ,50 ,
shout.3xd.eu,mastodon,4.3.0-alpha.0,10 ,1 ,1 ,143 ,
misskey.greent.jp,misskey,13.13.2,6 ,null,null,358 ,
social.curlyphries.net,mastodon,3.4.6,3 ,1 ,1 ,34 ,
flatland.town,hometown,4.0.10+hometown-1.1.1,7 ,3 ,5 ,235 ,
mastodon.acerbo.me,mastodon,3.1.3,10 ,1 ,1 ,11932 ,
social.heinlein-support.de,mastodon,4.2.0,1 ,1 ,1 ,10 ,
minions.social,mastodon,4.1.4,66 ,15 ,67 ,46 ,
imsim.dev,misskey,13.14.2,6 ,null,null,17 ,
mi.amari-noa.com,misskey,2023.9.1,3 ,null,null,213 ,
misskey.menhera.org,misskey,13.13.2,17 ,null,null,703 ,
vidasana.social,mastodon,4.2.0,31 ,8 ,33 ,299 ,
dfir.social,mastodon,4.2.0,9 ,1 ,8 ,138 ,
hey.ditatompel.com,misskey,2023.9.3,11 ,null,null,22 ,
post.hyang.xyz,pleroma,2.5.5,1 ,1 ,1 ,15 ,
mastodon.pix-n-chill.fr,mastodon,4.2.0,4 ,3 ,3 ,187 ,
postagram.net,mastodon,4.1.5,9 ,6 ,9 ,47 ,
kocour.club,mastodon,4.2.0,14 ,11 ,13 ,820 ,
mastodon.xxx,mastodon,4.0.2,48 ,0 ,16 ,3 ,
ladies.community,mastodon,3.5.2+glitch_0509_e8b8ac8,202 ,84 ,401 ,119255 ,
apocalypse.net,mastodon,4.1.2,2 ,1 ,1 ,59 ,
sayurili.hostdon.ne.jp,mastodon,4.2.0,1 ,1 ,1 ,426 ,
walfie.dev,firefish,1.0.3,2 ,1 ,1 ,24 ,
wanderers.quest,misskey,12.119.2,5 ,3 ,5 ,68 ,
social.cnmist.xyz,misskey,12.119.2,4 ,3 ,4 ,53 ,
supebase.com,mastodon,4.2.0,1 ,1 ,1 ,0 ,
roma.sodo-shed.com,pleroma,2.5.5,1 ,1 ,1 ,1442 ,
embracethevoid.net,mastodon,4.1.6,1 ,1 ,1 ,154 ,
tusky.gravyflex.ca,mastodon,4.1.4,3 ,1 ,1 ,19 ,
shoni.town,hometown,4.0.6+hometown-1.1.1,8 ,7 ,9 ,38 ,
pleroma.foxden.party,pleroma,2.5.2,1 ,1 ,1 ,29 ,
blog.spectraal.finance,mastodon,4.1.6,4 ,1 ,2 ,140 ,
social.sebhans.de,mastodon,4.1.7,2 ,1 ,2 ,4 ,
cremebrul.ee,misskey,2023.9.3,6 ,null,null,3394 ,
social.stately.ai,mastodon,4.2.0,2 ,2 ,2 ,206 ,
social.fedi-multi-verse.eu,mastodon,4.2.0,1 ,1 ,1 ,6 ,
social.dinoleaf.com,pleroma,2.5.2,3 ,3 ,3 ,144 ,
g2s.engelke.contact,gotosocial,0.9.0 git-282be6f,2 ,null,null,14 ,
social.franco.net.eu.org,mastodon,4.1.9,1 ,1 ,1 ,49 ,
escobar.social,mastodon,4.2.0,1 ,1 ,1 ,56 ,
misskey.imosskey.dev,misskey,2023.9.3,32 ,null,null,3690 ,
symas.social,mastodon,4.2.0,1 ,1 ,1 ,52 ,
social.lexevo.net,gotosocial,0.11.1 git-c7a46e0,1 ,null,null,267 ,
skree.social,mastodon,4.0.2,25 ,2 ,27 ,28 ,
