domain,application,version,users,AMU,AHYU,posts
technomage.net,wordpress,6.3.2,1,null,null,13
spielenswert.eu,wordpress,6.3.2,1,null,null,32
mcoorlim.com,wordpress,6.3.2,1,null,null,26
bill.mu,wordpress,6.3.2,1,0,1,6
lukehasa.bike,wordpress,6.3.2,1,null,null,109
martiabernathey.com,wordpress,6.3.2,1,null,null,158
haganmecallar.noblogs.org,wordpress,6.3.2,1,null,null,38
jasongraphix.com,wordpress,6.3.2,1,1,1,405
frunc.de,wordpress,6.3.2,1,null,null,18
lordjohn75.pixelspieler.net,wordpress,6.3.2,1,null,null,10
camerondcampbell.blog,wordpress,6.3.2,1,null,null,180
fjc1029.vivaldi.net,wordpress,6.0.6,1,null,null,176
trau.kainehm.de,wordpress,6.3.2,1,null,null,379
blog.noppy.jp,wordpress,6.3.2,1,0,0,118
emlviewer.com,wordpress,6.3.2,1,0,1,3
giovanni.friendnet.eu,wordpress,6.3.2,1,null,null,28
truth-sandwich.com,wordpress,6.3.2,1,0,1,54
rt.dannyhorne.com,wordpress,6.3.2,1,null,null,1
dan.glass,wordpress,6.3.2,1,null,null,13
thoughts2words.kopfstim.me,wordpress,6.3.2,1,null,null,13
kitsunekirin.vivaldi.net,wordpress,6.0.6,1,null,null,7
stefanpfeiffer.blog,wordpress,6.4-beta3-56826,1,null,null,3020
wildhawkfield.com,wordpress,6.3.2,1,0,1,1292
blog.ultranurd.net,wordpress,6.3.1,1,null,null,1035
tech.dannyhorne.com,wordpress,6.3.2,1,null,null,3
jseggers.com,wordpress,6.3.2,1,1,1,171
cassano.com.br,wordpress,6.3.2,1,1,1,63
classicpress.main-vision.com,wordpress,6.2.3,1,1,1,27
mattstenson.com,wordpress,6.3.2,1,null,null,71
www.petrikajander.com,wordpress,6.3.2,1,1,1,484
bitterswede.com,wordpress,6.3.2,1,null,null,86
monkeyofhope.com,wordpress,6.1.4,1,null,null,230
ours-inculte.fr,wordpress,6.3.2,1,null,null,533
schaumburg.xyz,wordpress,6.3.2,1,null,null,159
blog.caskey-demaret.se,wordpress,6.3.2,1,null,null,2
ecohosting.ie,wordpress,6.3.2,1,null,null,13
any.vivaldi.net,wordpress,6.0.6,1,null,null,1
ausnahmsweise.net,wordpress,6.3.2,1,null,null,1
kevingimbel.de,wordpress,6.3.2,1,1,1,23
herrhaensel.de,wordpress,6.3.2,1,null,null,11
pepsy.noblogs.org,wordpress,6.3.2,1,null,null,215
www.sadlerjw.com,wordpress,6.1.4,1,null,null,76
mygreatloopadventure.com,wordpress,6.3.2,1,null,null,137
edeverett.co.uk,wordpress,6.3.2,1,1,1,43
opend3.de,wordpress,6.3.2,1,null,null,6
estacaomusica.noblogs.org,wordpress,6.3.2,1,null,null,1
herrspitau.de,wordpress,6.3.1,1,null,null,813
schallundstille.de,wordpress,6.3.2,1,null,null,308
www.michaelcmcgreevy.com,wordpress,6.3.2,1,null,null,3172
geekrewind.com,wordpress,6.3.2,1,null,null,2634
amble.blog,wordpress,6.3.2,1,null,null,24
kreatv.org,wordpress,6.1.4,1,null,null,15
serginho.dev,wordpress,6.3.2,1,0,1,5
annasvavrum.com,wordpress,6.3.2,1,0,1,32
mwschmeer.vivaldi.net,wordpress,6.0.6,1,null,null,139
ap.dasein.icu,wordpress,6.1,1,null,null,7
emlviewer.net,wordpress,6.3.2,1,1,1,83
outpostbrons.nl,wordpress,6.3.2,1,null,null,7
flavoursofopen.science,wordpress,6.3.2,1,0,1,14
nerdrooted.com,wordpress,6.2,1,null,null,172
teknik.busene.dk,wordpress,6.3.1,1,null,null,15
theolympiastandard.com,wordpress,6.3.2,1,null,null,103
maciejbielec.com,wordpress,6.3.2,1,null,null,18
byecasts.com,wordpress,6.3.2,1,0,0,2
monporte.de,wordpress,6.3.2,1,null,null,9
www.scjcast.de,wordpress,6.3.2,1,null,null,28
blackandred.blog,wordpress,6.3.2,1,1,1,4
jinwei.me,wordpress,6.3.2,1,1,1,5
www.brettspiel-pott.de,wordpress,6.3.2,1,null,null,117
www.productordesostenibilidad.es,wordpress,6.3.2,1,null,null,900
rued.com,wordpress,6.3.2,1,null,null,294
echonyc.blog,wordpress,6.3.2,1,null,null,38
blog.lubar.me,wordpress,6.3.2,1,null,null,7
blog.kathyreid.id.au,wordpress,6.3.2,1,0,1,144
coo-ops.space,wordpress,6.3.2,1,0,0,1
blog.ryan-chartier.net,wordpress,6.3.2,1,null,null,18
nacorid.com,wordpress,6.3.2,1,0,1,1
packy.dardan.com,wordpress,6.3.2,1,null,null,57
josephmann.au,wordpress,6.3.2,1,null,null,27
www.novakeith.net,wordpress,6.3.2,1,0,1,98
stack-source.com,wordpress,6.3.2,1,null,null,7
blog.nixorigin.one,wordpress,6.3.1,1,null,null,15
www.henning-uhle.eu,wordpress,6.3.2,1,null,null,4614
deyes.im,wordpress,6.3.2,1,null,null,76
philbowell.com,wordpress,6.3.2,1,null,null,31
menulis.blog,wordpress,6.3.2,1,null,null,12
www.improv.one,wordpress,6.3.2,1,null,null,1
marginaa.li,wordpress,6.3.2,1,null,null,2380
perfectflaw.us,wordpress,6.3.2,1,null,null,74
w.pf.ie,wordpress,6.2.2,1,null,null,13
www.ogijima.fr,wordpress,6.3.2,1,null,null,1316
asaba.sakuragawa.moe,wordpress,6.3.2,1,0,1,144
nope.blog,wordpress,6.3.2,1,1,1,9
paralelo.noblogs.org,wordpress,6.3.2,1,null,null,2630
fingolas.eu,wordpress,6.3.2,1,null,null,1
chez-risk.in,wordpress,6.3.2,1,null,null,18
simonezanella.it,wordpress,6.3.2,1,0,1,80
graniterock.ca,wordpress,6.3.2,1,null,null,1
www.parigotmanchot.fr,wordpress,6.3.2,1,null,null,268
www.roney.com.br,wordpress,6.3.2,1,null,null,2364
jasono.co,wordpress,6.2,1,null,null,95
mjkcreations.online,wordpress,6.3.2,1,0,0,2
mikolsic.vivaldi.net,wordpress,6.0.6,1,null,null,15
micro.vonschack.com,wordpress,6.3.2,1,null,null,68
allgamerstalk.com,wordpress,6.3.2,1,null,null,3566
joker.noblogs.org,wordpress,6.3.2,1,null,null,5
manuviciano.com,wordpress,6.3.2,1,null,null,9
riffic.rocks,wordpress,6.2.3,1,null,null,42
too-much.info,wordpress,6.3.2,1,null,null,232
waldschrat.konkairos.de,wordpress,6.3.2,1,null,null,19
trialbyerror.org,wordpress,6.3.2,1,null,null,590
codehouse.digfish.org,wordpress,6.3.2,1,null,null,30
squeaky.tech,wordpress,6.3.2,1,0,0,15
elfredo.net,wordpress,6.3.2,1,null,null,10
zagueros.noblogs.org,wordpress,6.3.2,1,null,null,597
eddie-the-jacky.de,wordpress,6.3.2,1,null,null,50
hugo.rfc1437.de,wordpress,6.3.2,1,null,null,1649
nordherz.blog,wordpress,6.3.2,1,null,null,230
matthias.welling.io,wordpress,6.3.2,1,null,null,7
dasaweb.de,wordpress,6.3.2,1,null,null,414
islandinthenet.com,wordpress,6.3.2,1,null,null,7057
station.gallery,wordpress,6.3.2,1,null,null,17
illustietor.com,wordpress,6.3.2,1,null,null,10
tim.korv.es,wordpress,6.3.2,1,null,null,5
blog.farshidhakimy.de,wordpress,6.3,1,null,null,1
www.mcflash99.de,wordpress,6.1.4,1,null,null,72
information-architects.de,wordpress,6.3,1,null,null,1058
0.01010011.xyz,wordpress,6.3.2,1,1,1,5
prochnow.xyz,wordpress,6.3.2,1,0,1,2
feditest.citizen4.eu,wordpress,6.2,1,null,null,2
quetschkommo.de,wordpress,6.3.2,1,null,null,3516
blackevil.net,wordpress,6.2.3,1,null,null,6
wuebbsy.com,wordpress,6.3.2,1,null,null,6
wrannek.de,wordpress,6.3.2,1,null,null,54
humanoids.be,wordpress,6.2.2,1,null,null,402
libertad.uber.space,wordpress,6.1.1,1,null,null,10
blog.davidlibeau.fr,wordpress,6.3.2,1,0,1,94
markbrown.au,wordpress,6.3.2,1,0,1,8
www.heiko-adams.de,wordpress,6.3.2,1,null,null,1099
telefreizeit.de,wordpress,6.3.2,1,null,null,88
etabli.tv,wordpress,5.9.8,1,null,null,5
blog.sheftel.net,wordpress,6.3.2,1,null,null,11
stayas.one,wordpress,6.3.2,1,null,null,8
vinyl-41.de,wordpress,6.3.2,1,null,null,1341
www.tiotrom.com,wordpress,6.3.2,1,null,null,99
mickekring.se,wordpress,6.3.2,1,null,null,128
fritz-letsch.eineweltnetz.org,wordpress,6.3.2,1,1,1,132
rick.gr,wordpress,6.3.2,1,null,null,85
sven.tumelum.de,wordpress,6.3.2,1,null,null,26
muehlenmeier.net,wordpress,6.3.2,1,null,null,251
timhildred.com,wordpress,6.0.6,1,null,null,59
blog.pixelfed.de,wordpress,6.3.2,1,null,null,8
rda69.net,wordpress,5.7.8,1,null,null,270
tape-41.de,wordpress,6.3.2,1,null,null,98
essmann.online,wordpress,6.3.2,1,0,1,96
test.haussleiter.de,wordpress,6.3.2,1,null,null,4
petitmote.fr,wordpress,6.3.2,1,null,null,459
verzeichnis.handelsfrei.org,wordpress,6.3.2,1,null,null,386
sgryphon.gamertheory.net,wordpress,6.3.2,1,null,null,85
photos.antranigv.am,wordpress,6.3.2,1,null,null,348
www.kostnixladen.de,wordpress,6.1.1,1,null,null,10
plapperbu.de,wordpress,6.3.2,1,null,null,6
christianwkaiser.de,wordpress,6.3.2,1,null,null,121
aquarium.teufel100.de,wordpress,6.3.2,1,null,null,1390
blog.davidp.de,wordpress,6.3.2,1,null,null,125
danielwarshaw.com,wordpress,6.3.2,1,null,null,1909
stefantastisch.de,wordpress,6.3.2,1,null,null,106
skyrim.annathepiper.org,wordpress,6.3.2,1,null,null,779
nureinblog.at,wordpress,6.3.2,1,null,null,3295
press.figendi.de,wordpress,6.3.2,1,null,null,2
caioemsi.com.br,wordpress,6.3.2,1,null,null,103
www.elektroluder.de,wordpress,6.3.2,1,0,0,118
caleb.tn,wordpress,6.3.2,1,null,null,84
petristrasse2.de,wordpress,6.3.2,1,null,null,28
bootblackcub.com,wordpress,6.3.2,1,0,1,77
www.joachimweber.name,wordpress,6.3.2,1,null,null,17
hackershell.noblogs.org,wordpress,6.3.2,1,null,null,103
gergolippai.com,wordpress,6.3.2,1,null,null,71
reflection.williamsonday.org,wordpress,6.3.1,1,0,1,2
blog.bahuma.io,wordpress,6.3.2,1,null,null,2
drpfd.exmosis.net,wordpress,6.3.2,1,null,null,17
blog.1a23.com,wordpress,6.3.2,1,1,1,109
flatage.com,wordpress,6.3.2,1,null,null,1018
ferretwilliams.com,wordpress,6.3.2,1,null,null,66
rselbach.com,wordpress,6.3.2,1,null,null,85
aron.ambrosiani.se,wordpress,6.3.2,1,null,null,15
blog.wadetregaskis.com,wordpress,6.3.2,1,null,null,853
harusino.com,wordpress,6.3.2,1,null,null,3
www.transmothra.com,wordpress,6.3.2,1,0,0,2109
blog.crazynewworld.net,wordpress,6.2.3,1,0,0,5
kuoushi.com,wordpress,6.3.2,1,1,1,166
engard.me,wordpress,6.3.2,1,null,null,21
irrsinn.net,wordpress,6.3.2,1,null,null,1476
samfirke.com,wordpress,6.3.2,1,null,null,135
milway.ca,wordpress,6.3.2,1,1,1,48
getoutside.ca,wordpress,6.3.2,1,null,null,137
yngve.vivaldi.net,wordpress,6.0.6,1,null,null,87
lepertti.com,wordpress,6.3.2,1,null,null,63
jesuspavonabian.es,wordpress,6.3.2,1,null,null,9
www.freaksquirrel.net,wordpress,6.3.2,1,null,null,383
satan-speaks.com,wordpress,6.3.2,1,1,1,51
gdzietakpieknie.party,wordpress,6.3.2,1,1,1,33
www.crape.org,wordpress,6.3.2,1,null,null,80
www.petermorse.com.au,wordpress,6.3.2,1,null,null,146
www.montreuillois.com,wordpress,6.3.2,1,null,null,10
eldang.xyz,wordpress,6.3.2,1,null,null,29
www.benbrenner.com,wordpress,6.3.2,1,null,null,25
neweverythingchips.com,wordpress,6.3.2,1,null,null,89
www.blog.private-universe.net,wordpress,6.3.2,1,null,null,1274
regenpfeifer.net,wordpress,6.3.2,1,0,0,94
www.mmo.to,wordpress,6.3.2,1,null,null,48
blog.rainevixen.com,wordpress,6.3.2,1,null,null,1
detriti.noblogs.org,wordpress,6.3.2,1,null,null,43
www.quakerranter.org,wordpress,6.3.2,1,null,null,1412
blog.joewoods.dev,wordpress,6.3.2,1,null,null,256
yuce.vivaldi.net,wordpress,6.0.6,1,null,null,4
okano.vivaldi.net,wordpress,6.0.6,1,null,null,1
creativephil.vivaldi.net,wordpress,6.0.6,1,null,null,89
bagapo.vivaldi.net,wordpress,6.0.6,1,null,null,6
mntle.dmgd.monster,wordpress,6.3.2,1,0,0,12
mcastel.vivaldi.net,wordpress,6.0.6,1,null,null,156
tiffybelle.vivaldi.net,wordpress,6.0.6,1,null,null,3
weekendr.vivaldi.net,wordpress,6.0.6,1,null,null,1
weep.vivaldi.net,wordpress,6.0.6,1,null,null,7
datri.uy,wordpress,6.3.2,1,null,null,38
www.allaboutgeorge.com,wordpress,6.3.2,1,1,1,365
martinm.vivaldi.net,wordpress,6.0.6,1,null,null,7
olgaa.vivaldi.net,wordpress,6.0.6,1,null,null,2
thewhitenotes.vivaldi.net,wordpress,6.0.6,1,null,null,137
stefan.vivaldi.net,wordpress,6.0.6,1,null,null,2
ideophone.org,wordpress,6.3.2,1,null,null,238
semenov-sherin.vivaldi.net,wordpress,6.0.6,1,null,null,380
gianghoviennhan.vivaldi.net,wordpress,6.0.6,1,null,null,1
wildente.vivaldi.net,wordpress,6.0.6,1,null,null,98
jaxroam.vivaldi.net,wordpress,6.0.6,1,null,null,147
koyamaan.vivaldi.net,wordpress,6.0.6,1,null,null,7
proffabio.vivaldi.net,wordpress,6.0.6,1,null,null,42
ruktun.vivaldi.net,wordpress,6.0.6,1,null,null,8
hosta.vivaldi.net,wordpress,6.0.6,1,null,null,11
mdhughes.tech,wordpress,6.3.2,1,null,null,1189
tomomichi.vivaldi.net,wordpress,6.0.6,1,null,null,5
tadanemuinda.com,wordpress,6.3.2,1,null,null,529
aoisensi.vivaldi.net,wordpress,6.0.6,1,null,null,5
veselidiktator.vivaldi.net,wordpress,6.0.6,1,null,null,2
dozingcat.vivaldi.net,wordpress,6.0.6,1,null,null,3
yukikoya.vivaldi.net,wordpress,6.0.6,1,null,null,64
alcirlima.vivaldi.net,wordpress,6.0.6,1,null,null,16
flohgro.com,wordpress,6.3.2,1,null,null,61
gauteweb.vivaldi.net,wordpress,6.0.6,1,null,null,3
philipweiss.vivaldi.net,wordpress,6.0.6,1,null,null,2
weheart.games,wordpress,6.3.2,1,null,null,85
delerued.vivaldi.net,wordpress,6.0.6,1,null,null,42
knowligence.info,wordpress,6.3.2,1,null,null,14
dact.vivaldi.net,wordpress,6.0.6,1,null,null,7
officialeric1111.vivaldi.net,wordpress,6.0.6,1,null,null,2
delabs.vivaldi.net,wordpress,6.0.6,1,null,null,1
hccb.vivaldi.net,wordpress,6.0.6,1,null,null,8
jeanschoonbroodt.vivaldi.net,wordpress,6.0.6,1,null,null,769
krissy.gay,wordpress,6.3.2,1,0,0,4
matthewguy.com,wordpress,6.3.2,1,0,1,36
kadae.vivaldi.net,wordpress,6.0.6,1,null,null,6
www.falsepositives.com,wordpress,6.3.2,1,null,null,1348
music.coffee-break.cc,wordpress,6.3.2,1,null,null,74
localharvestsupply.com,wordpress,6.3.2,1,null,null,704
johnaten.vivaldi.net,wordpress,6.0.6,1,null,null,384
targrus.vivaldi.net,wordpress,6.0.6,1,null,null,2
calcreaef882.vivaldi.net,wordpress,6.0.6,1,null,null,12
beyondexcess.vivaldi.net,wordpress,6.0.6,1,null,null,1
nyl.vivaldi.net,wordpress,6.0.6,1,null,null,39
tinyhack.com,wordpress,6.1.4,1,null,null,88
sffgeek.com,wordpress,6.3.2,1,null,null,172
gamer.grayrecord.com,wordpress,6.3.2,1,null,null,19
whl.vivaldi.net,wordpress,6.0.6,1,null,null,1
blessing14.vivaldi.net,wordpress,6.0.6,1,null,null,32
matt.marcha.me,wordpress,6.3.2,1,null,null,220
le-salon-des-lettres.fr,wordpress,6.3.2,1,null,null,20
bastique.com,wordpress,6.1.4,1,null,null,32
enthalpiste.fr,wordpress,6.3.2,1,null,null,10
voidstern.net,wordpress,6.3.2,1,null,null,305
www.rybar.me,wordpress,6.3.2,1,1,1,502
www.cipherbliss.com,wordpress,6.3.2,1,null,null,249
krisdoc.blogs.tedomum.net,wordpress,6.3.2,1,null,null,16
touscontremacron.fr,wordpress,6.3.2,1,null,null,47
blog.edelzone.fr,wordpress,6.3.2,1,null,null,81
julienfelix.com,wordpress,6.3.2,1,null,null,5
aribaud.net,wordpress,6.3.2,1,0,0,1
howtheheck.co,wordpress,6.3.2,1,null,null,13
nationalinfrastructurecommission.wales,wordpress,6.3.2,1,1,1,32
freelance.halfacree.co.uk,wordpress,6.3.2,1,null,null,338
exploring.michaelpaskevicius.com,wordpress,6.3.2,1,null,null,681
alexanderkeane.com,wordpress,6.3.2,1,null,null,50
chriskthomas.com,wordpress,6.3.2,1,null,null,3
themorningclaret.com,wordpress,6.3.2,1,null,null,295
altwiebe.blog,wordpress,6.4-beta3-56826,1,null,null,8
jeffreyharlan.com,wordpress,6.2.3,1,null,null,377
microblog.corenominal.com,wordpress,6.3.2,1,null,null,27
hicsuntdeos.com,wordpress,6.1.4,1,null,null,39
robattrell.com,wordpress,6.3.2,1,null,null,422
anthropology.fivest.one,wordpress,6.1.4,1,null,null,19
nanaya.net,wordpress,6.3.2-alpha-56685,1,null,null,1335
www.osirisguitar.com,wordpress,6.3.2,1,null,null,224
berens.net,wordpress,6.3.2,1,null,null,104
www.mancave.de,wordpress,6.2.3,1,null,null,598
blog.tomat0.me,wordpress,6.3.2,1,null,null,17
sdshaver.com,wordpress,6.3.2,1,0,1,259
rikmeijer.nl,wordpress,6.3.2,1,1,1,124
ancobloggt.de,wordpress,6.3.2,1,null,null,24
blogda.ch,wordpress,6.3.2,1,null,null,1
corenominal.com,wordpress,6.3.2,1,null,null,6
looka.at,wordpress,6.3.2,1,0,0,238
idea.cc,wordpress,6.3.2,1,null,null,72
psyberspace.walterlogeman.com,wordpress,6.3.2,1,null,null,2514
denis-juriev.ru,wordpress,6.0.6,1,null,null,69
xavierroy.com,wordpress,6.3.2,1,null,null,25
landreville.blog,wordpress,6.3.2,1,null,null,1311
digitalspice.co.uk,wordpress,6.1.4,1,null,null,40
pilch.me,wordpress,6.2.3,1,null,null,2159
camsturba.com,wordpress,6.3.2,1,1,1,6244
mosso.co.uk,wordpress,6.2.3,1,null,null,27
vk4msl.com,wordpress,6.3.2,1,null,null,653
andrereichel.de,wordpress,6.2.3,1,null,null,66
weinfeste-der-pfalz.de,wordpress,6.3.2,1,null,null,104
blog.lice.jp,wordpress,6.3.2,1,null,null,1951
wixfort.de,wordpress,6.3.2,1,null,null,5
like.duh.org,wordpress,6.1.4,1,null,null,2
ciberneticagerber.it,wordpress,6.3.2,1,null,null,458
christian.faubel.derstrudel.org,wordpress,6.3.2,1,null,null,65
loehrzeichen.de,wordpress,6.3.2,1,null,null,610
macadmins.news,wordpress,6.3.2,1,null,null,9
salonen.dk,wordpress,6.3.2,1,null,null,1
www.hinachima.net,wordpress,6.2.3,1,null,null,245
wpdemo.dailydoseofpony.com,wordpress,6.3.2,1,1,1,87
fullofwords.com,wordpress,6.3.2,1,null,null,76
markearnest.net,wordpress,6.3.2,1,null,null,1
josh.corduroy.biz,wordpress,6.1.1,1,null,null,66
kb3lyb.com,wordpress,6.3.2,1,null,null,15
www.rxbrad.com,wordpress,6.3.2,1,null,null,22
www.ttrss.info,wordpress,6.3.2,1,1,1,94
brevities.harddfan.net,wordpress,6.3.2,1,null,null,18
danirod.es,wordpress,6.3.2,1,null,null,55
trevormeier.com,wordpress,6.3.2,1,null,null,321
sethgoldstein.me,wordpress,6.3.2,1,1,1,292
milonsfood.nl,wordpress,6.3.2,1,0,1,1
www.neilturner.me.uk,wordpress,6.3.2,1,null,null,18
www.reisetagebuch-podcast.de,wordpress,6.3.2,1,null,null,139
mcnesium.com,wordpress,6.3.2,1,null,null,369
kurz-nach-spaet.de,wordpress,6.3.2,1,null,null,538
ceramicadelpez.edu.uy,wordpress,6.3.2,1,null,null,94
chrisbol.nl,wordpress,6.1.1,1,null,null,2
europeanservice.eu,wordpress,6.2.3,1,null,null,3
blog.dueckert.eu,wordpress,6.3.2,1,null,null,44
thoster.net,wordpress,6.1.4,1,null,null,253
vortrag.drdeimann.de,wordpress,6.2.3,1,null,null,37
monkeyblog.de,wordpress,6.1.4,1,null,null,3
dbcohen.com,wordpress,6.3.2,1,null,null,1
bytesandpenguins.com,wordpress,6.3.2,1,null,null,1
raynix.info,wordpress,6.3.2,1,null,null,821
heathenstorm.com,wordpress,6.3.2,1,null,null,28
snordian.de,wordpress,6.3.2,1,null,null,34
martin-peterdamm.com,wordpress,6.3.2,1,0,0,123
www.themen-show.de,wordpress,6.3.2,1,null,null,78
www.radiosdigitales.es,wordpress,6.2.3,1,null,null,40
www.schaumburg.xyz,wordpress,6.3.2,1,null,null,159
keithcockerham.com,wordpress,6.3.2,1,0,1,109
36photos.de,wordpress,6.3.2,1,null,null,18
mynotes.lancianoblog.it,wordpress,6.3.2,1,null,null,14
review.sammyscribbles.com,wordpress,6.3.2,1,0,0,7
danieljwilson.me,wordpress,6.3.2,1,1,1,1074
blog.savvas.cloud,wordpress,6.1,1,0,1,3
dispatches.fm,wordpress,6.3.2,1,null,null,270
john-norris.net,wordpress,6.3.2,1,null,null,141
techblog.mountainfold.co,wordpress,6.1.4,1,null,null,20
matty.digital,wordpress,6.3.2,1,0,0,1
marcin-lis.pl,wordpress,6.3.2,1,null,null,24
edugames.andreafranceschini.org,wordpress,6.3.2,1,null,null,22
blog.raptnrent.me,wordpress,6.3.2,1,null,null,742
sauce-ririline.blogs.tedomum.net,wordpress,6.3.2,1,null,null,84
blog.cgiesel.de,wordpress,6.3.1,1,null,null,145
enramos.com,wordpress,6.3.2,1,null,null,651
testitquickly.com,wordpress,6.3.2,1,0,1,243
gaotu.org,wordpress,6.3.2,1,null,null,41
jsirish.social,wordpress,6.3.2,1,0,0,3
weloveit.info,wordpress,6.3.2,1,1,1,360
mrulster.com,wordpress,6.3.2,1,null,null,292
www.djryan.co.uk,wordpress,6.3.2,1,null,null,215
www.dnddeutsch.de,wordpress,6.3.2,1,null,null,536
kolotipy.cz,wordpress,6.3.2,1,null,null,431
brezo.blog,wordpress,6.3.2,1,null,null,137
bauherrenleistung.de,wordpress,6.3.2,1,null,null,92
mosqueeto.net,wordpress,6.3.2,1,null,null,1020
coachbirgit.com,wordpress,6.3.2,1,null,null,7
dev-ortex-x-wordwidewebx6proxy7eu.pantheonsite.io,wordpress,6,1,null,null,1
photo.kraft.blog,wordpress,6.5-alpha-56987,1,1,1,374
nosgustalinux.es,wordpress,6.3.2,1,null,null,45
studiointegracji.org,wordpress,6.2.3,1,null,null,3
www.biznik.co.uk,wordpress,6.3.2,1,null,null,28
log.jensholze.de,wordpress,6.3.2,1,null,null,18
annagordhhumlesjo.se,wordpress,5.4.14,1,null,null,3
www.aukondk.com,wordpress,5.8.8,1,null,null,11
10thstreet.media,wordpress,6.2.3,1,null,null,31
www.knowfore.ca,wordpress,6.3.2,1,null,null,100
www.simounet.net,wordpress,6.3.2,1,null,null,339
recs.fandomish.net,wordpress,6.3.2,1,null,null,1336
dgtale.net,wordpress,6.3.2,1,null,null,26
lbad.ru,wordpress,6.0.6,1,null,null,31
allmendenetz.de,wordpress,6.3.2,1,null,null,6
publicar.uy,wordpress,6.3.2,1,0,1,24
mechadarwin.com,wordpress,6.3.2,1,1,1,196
raroo.xyz,wordpress,6.3.2,1,null,null,4
shanecooke.com,wordpress,6.3.2,1,null,null,2
tangodiffusion.blogs.tedomum.net,wordpress,6.3.2,1,null,null,40
razorskiss.net,wordpress,5.9.8,1,null,null,491
blog.scorchedweb.com,wordpress,6.1.4,1,null,null,30
marcgoertz.de,wordpress,6.3.2,1,1,1,873
kitsu.press,wordpress,6.3.2,1,0,0,2
roundthemoon.com,wordpress,6.3.2,1,null,null,6
sinofool.net,wordpress,6.3.2,1,null,null,51
xn--mta-bma.hu,wordpress,6.3.2,1,null,null,6
videos.charla.mx,wordpress,6.3.2,1,null,null,648
notes.ahaelse.com,wordpress,6.3.2,1,null,null,110
dunglas.dev,wordpress,6.3.2,1,null,null,318
craftyourads.com,wordpress,6.3.2,1,null,null,3422
nerja-info.de,wordpress,6.3.2,1,null,null,34
article11.org,wordpress,6.3.2,1,null,null,3
moelrhos.uk,wordpress,6.3.1,1,null,null,36
regenpfeifer.de,wordpress,6.3.2,1,0,0,94
unsquare.com,wordpress,6.3.2,1,null,null,38
duarte.cl,wordpress,6.3.2,1,null,null,136
ooblick.com,wordpress,6.3.2,1,null,null,1103
www.jonrick.com,wordpress,6.3.2,1,null,null,23
blog.conguista.net,wordpress,6.3.2,1,null,null,180
www.paulstephenborile.com,wordpress,6.3.2,1,null,null,55
aux-vieux-bourguignons.fr,wordpress,6.2.3,1,null,null,14
cuentosdelfindelmundo.com,wordpress,6.1.4,1,null,null,23
danielstephan.info,wordpress,6.3.2,1,null,null,1
chadkohalyk.com,wordpress,6.3.2,1,null,null,774
www.cyborgcentral.net,wordpress,6.3.2,1,0,1,348
robsblog.robertwatts.com,wordpress,6.3.2,1,null,null,2
andrewleahey.com,wordpress,6.3.2,1,null,null,5
www.verbeeld.be,wordpress,6.3.2,1,null,null,4
effingo.be,wordpress,6.3.2,1,null,null,242
advent.bibliothekarisch.info,wordpress,6.3,1,null,null,96
aitorpazos.es,wordpress,6.2.3,1,0,0,6
theblindmansworkshop.com,wordpress,6.3.2,1,null,null,70
micro.kraft.blog,wordpress,6.5-alpha-56987,1,null,null,326
savvas-wordpress.azurewebsites.net,wordpress,6.1,1,0,1,3
dvdlws.xyz,wordpress,6.3.2,1,null,null,140
detoffol.com,wordpress,6.3.2,1,null,null,228
vinayaugustine.com,wordpress,6.3.2,1,null,null,1326
words.silverkey.me,wordpress,6.3.2,1,null,null,28
th-k.net,wordpress,6.3.2,1,null,null,1
enadasa.vivaldi.net,wordpress,6.0.6,1,null,null,6
jamtalk.de,wordpress,6.1.4,1,null,null,1
jon-chadwick.com,wordpress,6.3.2,1,null,null,385
adam.mountainfold.co,wordpress,6.2.3,1,null,null,52
craigdidit.com,wordpress,6.3.2,1,null,null,114
zendojo.si,wordpress,6.3.2,1,null,null,30
tomlouden.com,wordpress,6.1.4,1,null,null,4
qreate.co.uk,wordpress,6.3.2,1,null,null,273
stellify.net,wordpress,6.3.2,1,null,null,253
www.flagthis.com,wordpress,6.3.2,1,null,null,53
troubles.noblogs.org,wordpress,6.3.2,1,null,null,18
brianhaines.com,wordpress,6.3.2,1,null,null,46
a10c.vivaldi.net,wordpress,6.0.6,1,null,null,10
daletucker.vivaldi.net,wordpress,6.0.6,1,null,null,61
maxcompose.vivaldi.net,wordpress,6.0.6,1,null,null,8
dolven.vivaldi.net,wordpress,6.0.6,1,null,null,3
evermorestud.io,wordpress,6.3.2,1,null,null,85
pollyannaish.com,wordpress,6.3.2,1,null,null,2
blog.emily.sh,wordpress,6.3.2,1,0,0,5
bielinski.de,wordpress,6.3.2,1,null,null,670
iknowaweirderwaytosaythat.com,wordpress,6.3.2,1,null,null,74
broddin.be,wordpress,6.3.2,1,null,null,100
r2djp.co.uk,wordpress,6.3.2,1,null,null,71
superketchup.vivaldi.net,wordpress,6.0.6,1,null,null,1
www.mappostcards.pl,wordpress,6.2.3,1,null,null,5
write.ex7ra.es,wordpress,6.3.2,1,null,null,1
tecpiltic.vivaldi.net,wordpress,6.0.6,1,null,null,1
americanmadeaudio.com,wordpress,6.3.2,1,null,null,17
ucdktr.vivaldi.net,wordpress,6.0.6,1,null,null,1
www.freestone.tv,wordpress,6.3.2,1,null,null,8
