domain,application,version,users,AMU,AHYU,posts
lets.scream.today,firefish,1.0.4-beta,10,0,3,287
mastodon.pass-vault.ru,mastodon,4.1.6,3,1,2,278
danvelopment.net,mastodon,4.0.2,5,0,2,33
kaputtendorf.de,mastodon,4.2.0-nightly.2023-10-07+glitch,2,2,2,203
mst.mineown.de,mastodon,4.0.2,2,1,1,3086
mast.giants-club.net,mastodon,4.2.0,1,1,1,1263
social.aleteoryx.me,mastodon,4.2.0,5,2,5,597
bnuy.space,mastodon,4.2.0,5,3,4,697
akko.cat-wo.men,akkoma,3.8.0,1,1,2,0
irsoluciones.social,mastodon,4.0.2,1841,255,1200,4242
pleroma.zabaglione.net,pleroma,2.5.4,2,1,2,30
relay.john.pub,pleroma,2.5.5,1,1,1,21
joost.net,mastodon,4.2.1,1,1,1,40
agora.ilot.io,mastodon,4.1.8,6,3,7,210
breizh.social,mastodon,4.2.1,3,3,3,119
megatherium.org,mastodon,4.1.9,12,5,7,65
social.juliusgamanyi.com,mastodon,4.2.1,1,1,1,580
toot.host,mastodon,4.1.3,5,1,2,1509
keuwel.com,mastodon,4.2.1,7,1,2,10
parasocial.network,mastodon,4.2.0,4,3,3,89
social.tsun.co,mastodon,4.2.0,1,1,1,1271
mastodon.bachmann.wtf,mastodon,4.2.1,1,1,1,188
mas.erb.pw,mastodon,4.3.0-alpha.0,10,7,11,3399
lea.lgbt,mastodon,4.1.10,3,2,2,3915
catgirl.fr,firefish,1.0.3,9,3,7,404
suivez.moi.ovh,mastodon,3.5.1,1,1,1,77
albanian.social,mastodon,4.1.0,4,1,2,7
themuscle.farm,mastodon,4.2.0,7,4,6,676
cheddarcrackers.club,mastodon,4.1.10,5,3,3,2964
mountaintop.social,mastodon,4.1.4,6,5,5,1214
fedi.xinu.me,pleroma,2.5.2,6,3,5,818
social.freecodecamp.org,mastodon,3.1.3,53,7,35,252
mammut.moe,mastodon,4.2.1,4,3,4,2631
kiwipie.net,mastodon,4.1.4,2,1,2,37
teapot.zone,mastodon,4.2.1,3,1,2,45
hi.lysianth.us,mastodon,4.2.1,2,2,2,199
woodland.cafe,mastodon,4.2.1,1,1,1,1418
social.walterebert.com,mastodon,4.2.1,1,1,1,665
veganbyproxy.net,mastodon,4.2.1,2,2,2,69
sparrowhawk.social,mastodon,4.2.1,1,1,1,2064
saltylike.us,mastodon,4.1.4,25,4,6,170
m.mtlynch.io,mastodon,4.2.1,1,1,1,1018
friskypaws.social,mastodon,4.1.6,2,0,1,4737
greatjustice.net,mastodon,4.1.4,9,2,2,1563
mastodon.moussaclarke.co.uk,mastodon,4.1.9,1,1,1,815
untitled.lol,mastodon,4.1.2,1,1,1,0
mastodon.futurelab.social,mastodon,4.2.1,4,3,4,451
yunyun.moe,pleroma,2.5.4,2,1,1,9
chain.closetoya.com,mastodon,4.1.9,2,1,1,26
drslump.canpavon.cat,firefish,1.0.4-beta31,3,1,2,1610
fed.m4cgyver.net,pleroma,2.5.5,1,1,1,54
scottodon.com,mastodon,4.2.1,2,2,2,196
gosocial.au,mastodon,4.3.0-nightly.2023-10-14+glitch,6,2,4,264
social.ruds.io,mastodon,4.1.6,3,1,2,4
nathalie.social,mastodon,4.2.0,1,1,1,0
verified.coop,mastodon,4.0.2,103,16,55,672
catnest.net,mastodon,4.2.0-beta3,2,0,2,86
mastodon.conquestuniverse.com,mastodon,4.0.2,45,20,151,143
sxnlabs.social,mastodon,4.2.1,1,1,1,467
fedi.ckir.net,mastodon,4.2.1,2,2,2,747
shadows.rest,mastodon,4.2.1,31,20,31,408
fedi.vdheide.net,mastodon,4.2.1,1,1,1,821
macavity.cat,mastodon,4.2.0,2,1,2,266
laravel.gg,mastodon,4.0.2,44,8,14,184
brinjal.org,mastodon,4.2.1,6,4,6,3610
notasquirrel.dev,mastodon,4.2.0+glitch,1,1,1,173
mastodon.micha.priv.at,mastodon,4.2.1,3,1,2,60
disaster.bi,mastodon,4.1.4,5,2,2,670
toot.rayonnant.org,mastodon,4.2.1,2,1,1,128
entropyservice.com,mastodon,3.5.3,4,1,1,2842
misskey.memo.systems,misskey,13.14.2,3,null,null,108
mstdn.jmrp.io,mastodon,4.3.0-alpha.0,1,1,1,55
talk.drdiddlybadger.com,mastodon,4.2.1,2,1,2,254
xn--69a.xn--99axc.xn--y9a3aq,mastodon,4.0.2,23,8,13,4722
youten.xyz,misskey,13.13.2,3,null,null,0
social.fluxfox.dev,mastodon,4.2.0,3,2,4,3775
post.rodeo,mastodon,4.0.2,17,3,7,333
social.pyngu.com,mastodon,4.2.0,3,2,2,144
bog.social,mastodon,4.2.1,3,1,1,37
social.fpsource.info,pleroma,2.5.2-13-g2d193861,2,1,1,357
mastodon.sipior.net,mastodon,4.2.0,4,1,1,20
mastodon.hosting.medien.hs-duesseldorf.de,mastodon,4.1.4,31,11,35,560
frequency.app,mastodon,4.0.6,30,4,13,122
mastodon.drewhess.social,mastodon,4.2.1,2,1,1,46
mastodon.fl0w.fr,mastodon,4.2.1,1,1,1,39
calckey.warrows.fr,iceshrimp,2023.10.04,5,2,3,287
romeros.link,mastodon,4.2.0,9,2,3,63
toot.uwu.solutions,mastodon,4.2.0,6,3,6,150
social.desbasques.com,mastodon,4.2.0,6,8,8,2845
social.kryta.app,mastodon,4.1.7,13,7,13,278
mastodon.qamoe.cyou,mastodon,4.2.1,3,1,1,0
nebula.neo7.kim,pleroma,2.5.5,1,1,1,146
magpie.depht.com,pleroma,2.5.2,2,0,2,4
toot.uoga.net,pleroma,2.5.4,3,2,2,179
m.gui.do,mastodon,4.2.1,1,0,1,85
innovatelearning.social,mastodon,4.2.1,2,2,2,4
social.thefishermenandthepriestess.com,pleroma,2.5.4,1,1,1,47
mastodon.re,mastodon,4.2.0,8,4,6,117
big.trash.haus,mastodon,4.2.1,1,1,1,245
unpopular.cloud,mastodon,4.1.4+glitch,7,4,5,674
continuousdelivery.social,mastodon,4.1.7,21,8,10,387
mastodon.bhop.zone,mastodon,4.2.0,9,5,7,213
akkoma.andho.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,4
social.yewdar.world,mastodon,4.2.1,3,1,2,35
aurorign.social,mastodon,4.2.1,5,3,4,272
tusky.pink,mastodon,4.1.2,3,3,3,238
social.fromabyss.com,mastodon,4.0.2,4,1,3,22
social.futurnumerique.com,mastodon,4.2.1,1,1,1,25
whimsical.fail,mastodon,4.1.9,2,2,2,134
mastodon.darkflame.dev,mastodon,4.2.1,3,5,6,0
social.rverse.club,calckey,13.1.4.1,5,2,4,38
junebug.masto.host,mastodon,4.2.1,8,2,2,398
mstdn.host116.ru,mastodon,4.1.4,1,1,1,254
toot.beep.computer,mastodon,4.3.0-nightly.2023-10-17+glitch,12,9,9,1232
plock.social,mastodon,4.2.1,14,1,1,410
mastoflute.social,mastodon,4.2.1,2,1,1,0
vastactive.social,mastodon,4.1.4,1,1,2,0
transforthe.win,mastodon,4.1.4+glitch,12,2,5,11
4liberty.one,mastodon,4.2.1,1,1,1,203
spaeth.social,mastodon,4.2.0,1,1,1,45
lavraievie.social,mastodon,4.2.0,4,1,2,1318
mastodon.kaelig.ovh,mastodon,4.2.1,4,1,2,176
mastodon.albertoluna.es,mastodon,4.2.0,1,1,1,1
social.coukaratcha.fr,mastodon,4.2.0,1,1,1,517
patrick.social,mastodon,4.2.0,1,1,1,4
microblog.robot-disco.net,pleroma,2.5.1,1,1,1,133
mast.keyd.ru,mastodon,4.2.1,3,2,2,80
mstdn.tharyrok.eu,pleroma,2.5.5,2,1,1,65
xerg.rais.au,mastodon,4.2.0,1,1,1,3962
mastodon.wiorca.com,mastodon,4.2.0,2,2,2,84
sylfox.one,pleroma,2.4.2,2,null,null,720
social.ciaranmc.com,mastodon,4.2.1,1,1,1,539
masto.colonelinux.org,mastodon,4.2.0,1,1,1,2091
gmk.org,mastodon,4.2.1,1,0,1,5
nerd-gemein.de,pleroma,2.5.5,2,1,3,29
pleroma.nachocheese.mom,pleroma,2.5.0,3,2,2,12
mastodon.titipat.net,mastodon,4.2.0,1,1,2,966
xavier.ooo,mastodon,4.2.0,1,1,1,25
pleroma.rauhala.info,pleroma,2.5.5,1,1,1,200
pouet.panglossoft.fr,mastodon,3.3.2,27,1,1,2334
drcassone.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,99,14,50,1213
social.cowingtonpost.com,akkoma,3.10.4,1,1,1,1
social.vitrubio.net,pleroma,2.5.5,1,1,1,30
learningscienc.es,mastodon,4.2.0,2,1,1,333
calckey.resonite.co.uk,calckey,13.1.4.1,3,2,2,26
gayweeb.vip,mastodon,4.2.1,5,3,3,363
hamradio.tel,mastodon,4.1.10,19,5,9,104
route66.social,mastodon,4.1.9,14,2,4,349
mast.lukeog.com,mastodon,4.1.2,4,1,1,28
p.gow.fr,mastodon,4.0.2,2,1,1,21
edgy.social,mastodon,4.2.1,2,2,2,554
troet.burg-halle.de,mastodon,4.2.0,15,5,7,189
cyberspace.rodeo,mastodon,4.1.4,1,1,1,1205
sns.opencourse.kr,mastodon,4.3.0-nightly.2023-10-05,6,3,3,2550
fedi.linus.dev,mastodon,4.2.0,1,1,1,191
mikecoats.social,mastodon,4.1.8,1,1,1,149
furdon.com,mastodon,4.2.1,17,8,17,146
heychrismackintosh.com,mastodon,4.1.4,2,1,2,72
mastodon.chriswright.photography,mastodon,4.2.1,1,1,1,85
coinop.social,mastodon,4.2.1,1,1,1,163
mastodon.dennisforbes.ca,mastodon,4.2.0,1,1,1,138
racoon.social,firefish,1.0.3,8,5,6,532
s.poweredbydev.com,mastodon,4.1.4,1,1,1,1002
buttsex.restaurant,mastodon,4.2.1,4,4,4,259
thegoblin.market,mastodon,4.2.1,1,1,1,415
mastodon.24bit48khz.de,mastodon,4.2.0,3,2,2,187
masto.binaryworks.ca,mastodon,4.2.0,7,1,1,84
m.objc.io,mastodon,4.2.1,3,2,2,574
networkteam.social,mastodon,4.2.0,8,5,5,160
idiots.chat,mastodon,4.1.9,3,3,3,187
adventures.social,mastodon,4.2.1,2,1,1,184
akkoma.minecraftanarquia.xyz,akkoma,3.9.3-0-g9d7c877,2,1,2,71
thoughtbot.social,mastodon,4.0.6,44,17,24,601
social.skyshaper.org,pleroma,2.5.5,5,5,5,1948
social.dragonsare.gay,mastodon,4.1.6,2,1,1,52
jenrweb.com,mastodon,4.2.1,1,1,2,76
mastodon.sunn.net,mastodon,4.2.1,4,3,3,22
weewee.social,mastodon,4.2.1,1,1,1,37
social.jaderune.net,akkoma,3.10.2,5,2,3,17
bfd.so,mastodon,4.2.0-bfd,2,1,1,149
15-15-15.social,mastodon,4.2.0,18,4,4,438
mastodon.scop.coop,mastodon,4.2.0,101,32,41,712
warped.dev,iceshrimp,1.0.2,4,2,3,4590
suncoast.dev,mastodon,4.0.2,8,4,5,465
hoagie.fun,mastodon,4.2.0,1,1,1,956
woln.eu,pleroma,2.5.54-590-g8f8a6d93+soapbox,33,11,14,2115
omg.wtf.sh,mastodon,4.2.1,5,4,4,516
we.weirdos.social,mastodon,4.2.1,1,1,1,389
awawa.cat,akkoma,3.10.4,1,1,1,176
m.bratpfannenberg.com,mastodon,4.2.1,2,1,4,175
social.contexto.space,firefish,1.0.4-beta31,4,2,2,163
g2s.engelke.contact,gotosocial,0.9.0 git-282be6f,2,null,null,14
tylernguyen.social,mastodon,4.2.1,1,1,1,0
soymas.to,mastodon,4.1.2,16,4,4,274
goodass.dog,mastodon,4.1.3,18,3,5,553
community.peer2peer.help,mastodon,4.2.1,2,2,2,15
connect.daniel.digital,mastodon,4.2.1,2,2,2,38
objc.social,mastodon,4.1.9,4,4,4,453
sick.social,mastodon,4.1.3,2,0,2,98
social.yussuv.com,mastodon,4.2.0,2,2,2,86
faith.2pp.uk,mastodon,4.2.0,3,1,1,37
supersocial.space,mastodon,4.1.6,1,1,1,355
tulipgardenshow.masto.host,mastodon,4.2.1,2,2,2,4852
poorlyrendered.com,mastodon,4.2.1,2,2,3,1161
nexusofnerd.org,mastodon,4.2.1,16,5,8,303
pleroma.labrat.space,pleroma,2.5.5,3,2,2,1032
71-38-114-87.lsv2.qwest.net,incestoma,6.9.1-212-gf5626728-develop,5,null,null,2481
mastodon.tn,mastodon,4.2.0,73,25,47,5569
duisburg.social,mastodon,4.0.2,2,2,2,49
social.harukizaemon.com,mastodon,4.2.1,1,1,1,810
gigaohm.bio,pleroma,2.5.54-628-g1d74716c.develop+soapbox,241,112,169,2168
mastodon.gregnilsen.com,mastodon,4.2.1,1,1,1,27
social.egalwaat.lu,mastodon,4.2.1,8,8,8,3507
fp.complecwaft.com,akkoma,3.10.4-1-gebfb617b,1,1,1,0
townsends.online,mastodon,4.2.1,2,1,2,4
compound.social,mastodon,4.0.2,2,2,2,277
typhy.club,akkoma,3.10.2-0-gba1ed37,3,3,3,120
brain404.com,mastodon,4.3.0-alpha.0,3,1,3,190
der.gs,firefish,1.0.4-beta,14,2,8,155
pl.catboyindustries.co,akkoma,3.10.3-201-gc8e08e9c-develop,10,3,6,382
asliceoffootball.com,mastodon,4.2.1,2,2,2,37
social.chilliet.eu,pleroma,2.5.4,2,1,1,592
thesnakepostoffice.online,mastodon,4.2.1,1,1,1,7412
tsmith.io,mastodon,4.1.4,1,1,1,11
social.starholder.us,mastodon,4.2.1,4,3,4,221
ki6bjv.social,mastodon,4.2.1,1,1,1,300
handlewalks.masto.host,mastodon,4.2.1,6,6,6,1820
wybt.net,mastodon,4.2.1,3,2,2,2407
gigant.social,mastodon,4.2.1,2,1,1,127
andyetzler.social,mastodon,4.2.1,1,1,1,5
mastodon.nerdy-technician.social,mastodon,4.2.1,2,1,2,553
social.m1n1ster.com,mastodon,4.2.1,4,1,3,36
beergeek.social,mastodon,4.2.0,1,1,1,176
mastodon.breiteberg.de,mastodon,4.2.1,5,4,4,50
pleroma.namelivia.com,pleroma,2.5.54-333-g1e685c83-develop,2,2,2,432
toot.cairobraga.com,mastodon,4.1.4+glitch,1,1,1,2209
masto.rigolo.fun,mastodon,4.2.0,2,1,1,222
perfect.moe,mastodon,4.2.1,1,1,1,122
raining.anvil.top,firefish,1.0.4-beta31,4,1,2,2896
borkr.one,akkoma,3.9.3-28-g9d7c877d,1,1,1,885
benedikts.social,mastodon,4.2.1,1,1,1,1952
social.xinghaizhandui.com,mastodon,4.2.0,4,1,1,7066
bfs.llc,mastodon,3.5.10,2,0,1,36
social.nullrequest.com,iceshrimp,2023.11-pre2,2,1,1,424
av8r.ca,mastodon,4.1.9,3,1,1,158
0rb.it,mastodon,4.1.10,6,3,6,440
thesix.social,mastodon,4.2.1,4,2,2,1395
geveze.social,mastodon,4.1.4,2,2,2,127
mastodonte.org,mastodon,4.1.4,1,0,1,0
neckarwie.se,mastodon,4.2.1,7,2,3,1432
hexagon.space,mastodon,4.1.4,13,5,5,613
apricot.social,mastodon,4.2.0,7,6,6,1115
mastodon.timotheejulien.fr,mastodon,4.2.1,1,1,1,817
mitten.dur.ch,mastodon,4.2.0-rc2,2,1,2,218
victoria.masto.host,mastodon,4.2.1,2,2,2,354
tlef.social,mastodon,4.2.1,1,1,1,49
nuu.cat,mastodon,4.2.0,1,1,1,93
safejust.space,mastodon,4.2.1,8,2,3,149
masto.blasters.fr,mastodon,4.2.1,3,1,1,216
litrpg.online,mastodon,4.2.1,2,2,2,244
wubba.boo,firefish,1.0.5-dev18,4,1,2,10
mast.mrrl.me,mastodon,4.2.1,2,1,1,38
fetswing.org,mastodon,4.2.1,1539,32,151,1630
mastodon.setsuna.kr,mastodon,3.2.0,4,1,20,146
trash.boutique,mastodon,4.2.1,4,4,4,148
tracyverse.social,mastodon,4.2.0,2,2,2,7
thewiring.com,mastodon,4.1.6,10,3,6,2518
social.spheron.one,mastodon,4.1.4,2,1,2,45
taur.zone,mastodon,4.2.1,37,15,23,4728
mastodon.kaiserflur.de,mastodon,4.1.2,2,1,1,382
fedi.xamk.fi,mastodon,4.2.1,15,4,8,440
social.circles.fi,mastodon,4.2.0-beta2,4,1,1,160
mastodon.kohan.pl,mastodon,4.1.4,1,1,1,613
coasterfreak88.net,mastodon,4.2.1,2,1,1,325
mastodon.chabal.es,mastodon,4.2.0,1,1,1,53
firefish.kmkz.moe,firefish,1.0.5-dev17,4,2,3,173
lights.tokyo,firefish,1.0.3,3,1,2,27
masto.click,mastodon,4.2.1,18,2,7,63
masto.federa.social,mastodon,4.1.4,2,1,1,240
greywolf.social,mastodon,4.2.1,3,2,3,781
wohnzimmer.social,mastodon,4.2.1,1,1,1,316
toulouse.social,mastodon,4.2.1,10,10,12,966
zacpwhite.social,mastodon,4.2.1,1,1,1,147
social.y-gallery.net,mastodon,4.1.6,89,19,51,502
social.ars.electronica.art,mastodon,4.2.0,5,2,4,772
peerlea.eu.org,pleroma,2.4.5-2-gd8e32646,1,null,null,3
prague.fyi,mastodon,4.2.0,18,0,3,91
thatssofetch.pink,mastodon,4.2.1,1,1,1,272
coffeebean.social,mastodon,4.2.0,1,1,1,233
allistodon.xyz,pleroma,2.5.51-299-g6e34df89.develop+soapbox,1,1,1,60
air11.social,mastodon,4.2.0,1,1,1,282
xno.social,mastodon,4.1.4,94,17,99,646
synth.zip,pleroma,2.5.2-13-g2d193861,14,6,14,204
social.zachcapalbo.com,mastodon,4.0.5 (with modifications),2,1,1,54
khuluma.de,mastodon,4.2.1,2,2,2,36
furry.band,firefish,1.0.4-beta31,24,7,22,206
scrivimi.ch,mastodon,4.1.2,7,1,6,10
social.waystone.cc,firefish,1.0.3,5,1,3,14
pub.is4.site,pleroma,2.4.5-2-gd8e32646,1,null,null,39
planetboca.com,mastodon,4.2.1,2,1,1,13
soc.occvltvm.co,mastodon,4.1.7,8,2,4,451
bqri.us,mastodon,4.2.0,5,0,1,13
social.consummatetinkerer.net,iceshrimp,2023.09.13-rc1,3,2,2,83
fedi.vituperio.xyz,firefish,1.0.3,3,2,2,871
social.ipsyn.net,mastodon,4.0.2,3,2,2,135
f.e4.pm,akkoma,3.9.3,1,1,1,45
aana.site,mastodon,4.2.1,204,30,44,42461
ferretfrizz.biz,mastodon,4.1.4,4,2,2,501
lorenzana.social,mastodon,4.2.1,1,1,1,491
hepburn.social,mastodon,4.0.2,2,1,1,252
p.node.pk,pleroma,2.5.54-321-g17c336de-develop,2,2,2,876
social.andreva.cc,akkoma,3.10.3,1,1,1,929
spojnik.works,mastodon,4.1.5,124,20,111,538
asciisnowman.yachts,mastodon,4.1.3,1,1,1,87
tentacle.social,mastodon,4.2.1,6,3,5,432
on.nerdcultu.re,mastodon,4.2.0,1,1,1,37
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,2,3057
mastodon.starnet.cz,mastodon,4.2.0,7,2,4,668
nyan.live,mastodon,4.2.0,1,1,1,33
hostc.at,mastodon,4.1.6,4,2,2,262
holonet.social,mastodon,4.2.1,1,1,1,165
helloeverybodymynameismarkiplierandwelcometofivenightsatfreddys.anindiehorrorgamethatyouguyssuggestedenmasseandisawthatyamimash.playeditandhesaidthatitwasreallyreallygoodsoimveryeagertoseewha.tisupandthatisaterrifyinganimatronicbear.fnaf.stream,misskey,13.13.2,4,null,null,203
strangeanarchy.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,39
geeksociety.social,mastodon,4.2.1,1,1,1,301
deliverabilit.ie,mastodon,4.2.1,65,12,23,964
lilkev.dev,mastodon,4.2.1,3,1,2,33
social.blipdrifter.com,akkoma,3.9.3-28-g9d7c877d,3,2,2,305
paperbay.org,mastodon,4.1.9,5,2,3,588
matricaria.de,mastodon,4.1.9,1,1,1,125
piou.foolbazar.eu,mastodon,4.2.1,3,2,2,1576
mastodon.lajaqueria.org,mastodon,4.0.2,8,3,5,440
fedi.cordfuck.com,firefish,1.0.5-dev17,13,8,11,98
plaza.vaporpolis.net,pleroma,2.5.5,15,2,9,2449
wbknl.xyz,mastodon,4.2.1,2,2,2,52
furryfandom.me,firefish,1.0.5-dev18,7,5,5,2080
social.exo.icu,mastodon,4.2.0,8,7,7,7695
samstodon.net,mastodon,4.2.0,62,30,54,1808
bunni.social,mastodon,4.1.9,20,11,20,1176
syfershock.com,pleroma,2.5.5,4,1,2,67
mtd.ax9.eu,mastodon,4.2.1,3,1,2,44
social.rachsmith.com,mastodon,4.1.4,2,0,1,231
social.huginn.uk,mastodon,4.2.1,1,1,1,198
lux-nightclub.com,mastodon,3.5.5,48,9,31,1644
auxim.social,mastodon,4.2.1,1,1,1,6
social.arroutaflix.com,mastodon,4.1.6,7,5,7,2240
gaycity.lgbt,mastodon,4.2.1,9,7,7,9564
rva.fyi,mastodon,4.2.1,124,26,107,2406
social.noleron.com,mastodon,4.3.0-alpha.0,25,23,29,6070
com.in-nw.net,misskey,13.14.2,5,null,null,4392
thoughts.tf,firefish,1.0.5-dev18,4,1,2,751
mastodon.hawaiiboy.me,mastodon,4.2.1,3,2,2,719
social.petertoushkov.eu,mastodon,4.2.1,2,2,2,1441
true.kawi.fr,pleroma,2.5.2,102,95,108,2834
social.pfsmusic.net,mastodon,4.2.1,1,1,1,36
nofear.masto.host,mastodon,4.2.1,2,3,3,7
mysocial.community,mastodon,4.1.2,6,3,6,107
northlandia.net,mastodon,4.2.0-beta1,2,2,2,1
mastodon.myfed.space,mastodon,4.2.0,2,2,2,1992
mastodon.o3o.icu,mastodon,4.2.1,3,1,2,39
mk.headpats.org,misskey,13.13.1,6,null,null,20
social.nptcomputing.net,mastodon,4.1.10,1,1,2,77
upallnight.minnix.dev,mastodon,4.2.0,1,1,1,235
mastodon.snld.ca,mastodon,4.2.0,4,3,3,90
cbulock.social,mastodon,4.2.1,1,0,1,5
twitter.resolvt.net,mastodon,4.2.1,2,1,1,625
toad.house,mastodon,4.2.0,6,5,6,2919
outre.social,mastodon,4.2.1,5,3,5,104
fractalego.social,mastodon,4.0.2,4,4,4,295
mastodon.leblanc.io,mastodon,4.1.6,2,1,1,6
proto7.io,mastodon,4.2.1,12,3,3,223
realworldsunny.name,misskey,2023.9.1,3,null,null,7500
pleroma.namar.ie,pleroma,2.5.4,1,1,1,246
takuji.org,misskey,13.14.2,4,null,null,33
twexit.de,mastodon,4.2.0,4,3,4,133
toot.crewing.social,mastodon,4.2.0,1,1,1,1
calckeymusic.social,firefish,1.0.3,2,1,1,343
social.twotenlabs.net,mastodon,4.1.6,11,4,12,1118
mutant.pizza,mastodon,4.2.1,4,1,2,300
mastodon.mailstation.de,mastodon,4.2.1,2,0,0,342
seacow.social,mastodon,3.3.0,16,4,5,6982
fediunam.site,mastodon,4.2.1,48,6,12,4527
mensmaaktmooi.nl,mastodon,4.1.9,5,2,4,245
masto.globaleas.org,mastodon,4.2.0,258,206,265,404675
mastodon.haojia-wu.com,mastodon,4.2.0,1,1,1,78
larsen.social,mastodon,4.1.2,1,1,1,55
tombraidersocial.com,mastodon,4.2.1,41,16,27,247
social.mastnerds.com,mastodon,4.2.1,4,0,0,44
s.costpap.me,mastodon,4.1.4,1,1,1,8
pleroma.collectifdhun.ovh,pleroma,2.5.5,4,1,2,0
weatherby2378.social,mastodon,4.2.1,2,2,2,5238
bloade.social,mastodon,4.1.2,1,1,1,1
awoo.stormcrest.org,mastodon,4.1.9,6,5,7,91
toot.coolkidzone.xyz,mastodon,4.1.2,1,1,1,1
mastodon.stellarspace.net,mastodon,4.2.1,1,0,0,0
kets.me,misskey,13.14.2,6,null,null,68
toots.chamook.lol,mastodon,4.1.2,2,2,2,178
mastodon.variousbits.net,mastodon,4.2.0,2,2,2,509
anothersuper.social,mastodon,4.2.0,10,3,7,67
social.odessa.dcomm.net.ua,mastodon,4.1.10,24,8,17,797
misanthrope.social,mastodon,4.2.0,2,1,1,1329
mastodon.doesnotexist.club,mastodon,4.2.1,7,3,6,1322
mastodon.madhammer.club,mastodon,4.1.5,13,4,7,289
mastodon.ericbeckers.nl,mastodon,4.2.1,1,1,1,2540
tootnet.nl,mastodon,4.1.6,3,0,3,3
socialturtle.eu,mastodon,4.2.1,4,1,1,44
plutus.social,mastodon,4.1.4,59,3,16,927
my0.net,mastodon,4.1.1,10,5,5,10531
artoot.xyz,mastodon,4.2.0,374,2,2,11575
dasuniversum.social,mastodon,4.1.2,27,11,25,97
pleroma.microkod.xyz,pleroma,2.4.0-516-gdc63aaf8,3,null,null,31
social.myconan.net,mastodon,4.2.0,2,1,3,863
pl.apathy.tv,pleroma,2.5.5,2,2,2,12
toots.cl,mastodon,4.2.0,9,4,7,183
ribbit.froggirl.club,mastodon,4.2.1,5,4,5,557
boop.network,mastodon,4.2.1,6,6,6,31
mastodon.lundgrensjostrom.com,mastodon,4.2.0,2,1,2,9
pleroma.popolon.org,pleroma,2.5.5,3,1,1,6734
cybre.gg,mastodon,4.0.2,1,1,1,82
fuzzygames.social,mastodon,4.1.9,3,2,3,5
mastodon.mlsn.fr,mastodon,4.2.1,2,1,3,383
sizecraft.social,mastodon,4.2.0,35,17,35,1754
ditchthebird.eu,mastodon,4.1.4,6,2,3,69
calckey.kunveni.net,calckey,13.2.0-beta2,2,0,1,0
asylum.nz,mastodon,4.1.4+glitch,4,4,4,1442
e.co.za,mastodon,4.2.1,3,1,3,15
ublog.byme.at,pleroma,2.5.4,2,1,1,175
mastodon.mg,mastodon,4.1.8,103,15,28,7071
nonbiri.social,mastodon,4.1.3,3,2,2,280
twitchfr.social,mastodon,4.0.2,71,11,31,874
fediserve.com,mastodon,4.2.1,2,1,2,0
fd00.space,mastodon,4.1.4,3,2,3,953
beratna.net,mastodon,4.0.2,11,8,9,18883
terminal.ink,mastodon,4.1.6,3,2,3,52
exploit.social,mastodon,4.2.1,17,8,10,1234
aspa.masto.host,mastodon,4.2.1,12,2,5,932
devtools.social,mastodon,4.2.1,6,1,1,21
mastodon.socdojo.com,mastodon,4.1.5,1,2,3,9
social.clawhammer.net,mastodon,4.2.1,2,2,2,223
zephyr.place,mastodon,4.1.2,1,1,1,66
alentours.cc,mastodon,4.2.0,5,3,4,1020
social.tfdn.cloud,mastodon,4.2.1,1,1,1,13
zoomlife.me,mastodon,4.2.0,1,0,1,4
meinmuenster.land,mastodon,4.2.1,1,1,1,1803
social.lambda.scot,mastodon,4.2.1,1,1,1,0
forster.pro,mastodon,4.1.9,1,1,1,109
m.3t.au,mastodon,4.1.4,1,1,1,0
learnk8s.news,mastodon,4.2.1,4,3,4,589
bloom.surf,mastodon,4.0.2,7,6,7,309
brainstew.co,mastodon,4.2.1,3,1,2,43
taiwan.riley-tech.net,mastodon,4.1.4,2,0,2,46
fedi.eleboog.com,firefish,1.0.3,2,0,1,142
pleroma.bushi.moe,pleroma,2.5.52-296-ge3820716-develop,2,2,2,77
social.jpa.com,mastodon,4.0.2,2,0,1,0
firefish.place,firefish,1.0.3,16,7,13,323
bitrot.cafe,akkoma,3.10.4-0-gebfb617,1,1,1,0
mamutut.space,mastodon,4.2.1,6,2,5,851
riemann.social,mastodon,4.2.1,1,1,1,37
mastorock.com,mastodon,4.2.0,33355,44,1590,2035
mast.pceninja.com,mastodon,4.2.0,1,1,1,217
mastodon.ahorn.info,mastodon,4.1.4,11,7,8,9751
urhub.co,mastodon,4.2.1,3,3,3,90
mastodon.pastleo.me,mastodon,4.2.0,5,4,4,26
social.alastair87.me,firefish,1.0.4-beta,3,1,1,1113
micro.alden.page,pleroma,2.5.5,1,1,1,6
social.jugendhacker.de,gotosocial,0.11.1,4,null,null,814
m.socialyeti.club,mastodon,4.1.5,13,3,5,340
social.violetmillie.me,akkoma,3.10.3,2,2,2,164
mstdn.esp.nl,mastodon,4.1.4,3,2,2,953
liveplatform.ca,mastodon,3.4.1,48,6,8,573
slon.yojik.net,mastodon,4.1.5,1,1,3,3
gamerplus.org,firefish,1.0.4-beta31,29,8,27,1388
orbiscognito.com,mastodon,4.1.4,4,0,2,158
