domai,application,version,accounts,MAU,HYAU,posts
mastodon.liersch.it,mastodon,4.2.10,3,2,2,733
mastodon.uniteddiversity.coop,mastodon,4.2.10,3,2,2,544
patchwork.online,mastodon,4.3.0-alpha.3,3,2,3,3
fedi.adamm.cc,mastodon,4.3.0-alpha.5+glitch,3,2,3,948
mastodon.n6.io,mastodon,4.2.10,3,2,3,132
social.brunk.io,mastodon,4.2.10,3,1,2,259
fediverse.repc.co,mastodon,4.2.10,3,1,1,201
sosial.nyheimen.no,mastodon,4.2.10,3,2,3,38
social.emily.news,mastodon,4.2.10,3,3,3,7748
social.violoncello.ch,mastodon,4.2.10,3,1,2,498
mastodon.strasser.wien,mastodon,4.2.10,3,1,1,104
toot.ramuuns.com,mastodon,4.2.10,3,3,3,978
mastodon.fozztexx.com,mastodon,4.2.10,3,3,3,2245
social.pancakesontuesday.com,mastodon,4.2.10,3,1,1,2099
fedi.aeracode.org,mastodon,4.2.10,3,1,1,1262
social.mcwhirter.io,mastodon,4.2.10,3,1,2,3314
masto.casually.cat,mastodon,4.2.10,3,1,1,344
mastodon.angrygayunicorn.com,mastodon,4.2.10,3,1,1,10
mastodon.nichi.co,mastodon,4.2.10,3,1,2,445
fedi.esgeroth.org,mastodon,4.2.10,3,2,2,1265
social.omikron-alpha.net,mastodon,4.2.10,3,2,3,22
t.q12.im,mastodon,4.2.10,3,2,3,2480
social.bonifacelabs.ca,mastodon,4.2.8,3,1,2,101
mastodon.freumh.org,mastodon,4.2.10,3,1,2,114
mastodon.phentruh.net,mastodon,4.2.9,3,3,3,1
yumeka.pw,mastodon,4.2.10,3,2,3,18
mastodon.skweb.io,mastodon,4.0.2,3,0,0,1
beta.theatl.social,mastodon,4.2.9-theatlsocial-beta-20240703.5,3,3,3,116
i.cancn.com,mastodon,4.0.2,3,0,1,1531
social.abwesend.com,mastodon,4.2.10,3,1,2,274
toot.sissom.net,mastodon,4.0.2,3,1,2,18
mastodon.saltwater.blue,mastodon,4.0.2,3,0,1,4
m.y.community,mastodon,4.2.4,3,0,1,0
social.synerate.com,mastodon,4.1.4,3,0,3,6
mastodon.fractalcoffee.duckdns.org,mastodon,4.2.10,3,1,9,460
mastodon.7sdre.am,mastodon,4.2.10,3,1,2,30
mastodon.xcsdm.com,mastodon,4.1.4,3,0,4,6
mastodon.duong.social,mastodon,4.2.10,3,3,3,12559
social.nerdyfam.tech,mastodon,4.0.15,3,1,1,10
poopy.social,mastodon,3.4.0,3,1,2,273
social.sonicbunny.com,mastodon,4.2.10,3,3,3,22
social.1000grad.com,mastodon,4.0.2,3,0,1,10
mastodon.tocaj.ch,mastodon,4.0.2,3,0,2,1
nefmolojten.anqou.net,mastodon,4.2.10,3,2,2,482
alphabetica.masto.host,mastodon,4.2.10,3,2,3,4128
social.computermachin.es,mastodon,4.2.8,3,2,3,2
toot.glomzubuk.fr,mastodon,3.5.3,3,1,1,4
social.oarsnet.nl,mastodon,4.1.6,3,1,2,155
mastodon.maxdec.fr,mastodon,4.0.2,3,1,2,1
beltaine.day,mastodon,4.2.10,3,3,3,603
anus-jokes.social,mastodon,4.2.10,3,0,1,2
mastodon.techrekt.com,mastodon,4.2.8,3,1,1,12
social.kevinvandam.me,mastodon,4.2.10,3,0,0,2
mastodon.polyphony.me,mastodon,3.5.3,3,1,1,5
orionfoundation.masto.host,mastodon,4.2.10,3,0,2,4
mastodon.neoform.co,mastodon,4.2.9,3,1,3,7
auralis.space,mastodon,3.5.3,3,0,5,112
ma.rerac.dev,mastodon,4.2.7,3,1,3,2115
lyricalpalette.social,mastodon,4.2.10,3,3,3,57
substdn.feshiba.me,mastodon,4.2.10,3,1,1,84
fedi.walrusz.hu,mastodon,4.2.10,3,1,3,188
battle7.net,mastodon,4.2.10,3,1,2,0
social.tech-coops.de,mastodon,4.2.10,3,1,4,0
freight.fan,mastodon,3.5.3,3,0,0,1
mastodon.simpreative.network,mastodon,4.2.10,3,1,1,2859
mastodon.starfyre.de,mastodon,4.2.10,3,0,0,59
mt.amethyst.moe,mastodon,4.2.1,3,1,2,283
mastodon.staycuriousANDkeepsmil.in,mastodon,4.2.8,3,1,3,2283
mastodon.spotfestival.dk,mastodon,4.2.8,3,1,2,4
mstdn.toonspell.net,mastodon,4.2.10,3,3,3,1617
sardina.love,mastodon,4.2.10,3,3,3,199
social.jmstevens.ca,mastodon,4.3.0-alpha.5+glitch,3,1,4,10
mstdn.syoshida.org,mastodon,4.0.2,3,3,3,10576
mouth.semperpax.com,mastodon,4.0.13,3,1,1,77
mastodon.stsecurity.moe,mastodon,4.1.2,3,2,2,407
minby.info,mastodon,4.2.3,3,1,3,1
never.legalizenuclearbombs.com,mastodon,4.1.2,3,1,2,88
social.yolo.ventures,mastodon,4.0.2,3,0,1,0
robertwhite.social,mastodon,4.2.1,3,0,1,1
fedi.koshy.dev,mastodon,4.2.8,3,1,3,1
mast.stalker.ee,mastodon,4.2.6,3,0,1,0
mstdn.geanix.com,mastodon,4.2.10,3,1,2,5
social.zotha.de,mastodon,4.2.10,3,1,1,1
social.wastaken.xyz,mastodon,4.2.10,3,2,3,63
community.growregen.org,mastodon,4.2.10,3,3,3,10
mastodon.gizmo4487.dev,mastodon,4.2.10,3,1,1,14
hiryu-yakiniku.hostdon.ne.jp,mastodon,4.2.10,3,2,2,31714
profa.co,mastodon,4.2.10,3,0,1,1
hirasakain.fedicity.net,mastodon,4.2.10,3,3,3,2480
frish.org,mastodon,4.1.4,3,0,1,4
qwerty.onl,mastodon,4.2.10,3,1,2,0
mastodon.eew.dk,mastodon,4.1.6,3,0,1,0
magray.family,mastodon,4.2.10,3,1,3,13
masto.spottyer.one,mastodon,4.2.10,3,0,2,9
nautilus.place,mastodon,4.2.9,3,1,3,13
syno.social,mastodon,4.2.8,3,2,3,88
family.jmstevens.ca,mastodon,4.3.0-alpha.5,3,2,3,5
mastodon.personalspaceshow.lawyer,mastodon,4.1.2,3,1,1,9
mastodon.rapidcow.org,mastodon,4.2.1,3,2,3,131
science.patchwork.online,mastodon,4.2.10,3,1,3,8
mastodon.fajne.eu,mastodon,4.2.10,3,1,1,10
mas.spark.moe,mastodon,4.2.10,3,2,3,23
angrygayunicorn.com,mastodon,4.2.10,3,1,1,10
Moep.social,mastodon,4.3.0-nightly.2024-07-05-security+glitch,3,3,3,11
mastodon.chrissabato.com,mastodon,4.1.4,3,0,1,29
mastodon.burzum.ch,mastodon,4.2.10,3,1,1,0
social.youhoo.fr,mastodon,4.2.5,3,1,2,30
fuzzbutt.link,mastodon,4.2.10,3,0,2,0
mastodon.ito.com,mastodon,4.2.10,3,0,1,0
mastodev.fedilab.app,mastodon,4.2.5,3,1,2,5
kokoni.co,mastodon,4.2.10,3,0,0,0
dev2.fedibird.com,mastodon,4.1.2,3,1,4,10
social.crowsnestlanding.com,mastodon,4.2.10,3,0,0,0
subeki.net,mastodon,4.1.0rc2,3,0,1,3
social.metaways.de,mastodon,4.1.13,3,0,0,15
social.ichor.work,mastodon,4.2.5,3,1,2,28
masto.fam-weidig.de,mastodon,3.5.3,3,0,0,4
mastodon.selfhostedcloud.com,mastodon,4.2.8,3,1,3,1
tweet.assilvestrar.club,mastodon,4.1.6,3,3,3,6
mastodon.golgoth.org,mastodon,4.1.6,3,1,1,8
mastodon.madnight.co.uk,mastodon,4.2.5,3,0,2,0
masto-lab-02.arewesecureyet.org,mastodon,4.1.6,3,0,5,58
tech-nico.de,mastodon,4.2.10,3,1,1,79
walkwithme.today,mastodon,4.2.1,3,0,3,16
mastodon.ping.de,mastodon,4.2.8,3,1,3,5
mastodon.arankwende.com,mastodon,4.2.10,3,1,2,3
mastodon.three-weeks-later.com,mastodon,4.2.1+whippyEdition,3,2,3,444
demo24.graz.social,mastodon,4.3.0-nightly.2024-04-03,3,3,3,3
omniscot.social,mastodon,4.2.10,3,2,3,2
www.naturistlife.co.uk,mastodon,4.2.10,3,1,3,83
www.afcolegiado.app,mastodon,4.2.10,3,2,2,9542
xsc-m.hostdon.ne.jp,mastodon,4.2.10,3,1,3,4
acat.world,mastodon,4.2.1,3,0,1,28
social.ratte.dev,mastodon,4.2.10,3,3,3,5
m-test.254.network,mastodon,4.2.10,3,1,1,12
science.channel.org,mastodon,4.2.10,3,3,3,1982
folky.me,mastodon,4.2.8,3,3,3,2
plwrtp.moonquake.name,mastodon,4.2.10,3,3,3,113
social.freddev.org,mastodon,4.2.10,3,3,3,8
books-lighthouse.xsns.jp,mastodon,4.2.10,3,3,3,46
mermaid.social,mastodon,4.3.0-alpha.5+glitch,3,3,3,131
mstdn.ryanak.xyz,mastodon,4.3.0-alpha.4,2,2,2,10187
moosetodon.com,mastodon,4.2.10,2,1,1,620
pz.lc,mastodon,4.2.10,2,1,2,2
social.node001.net,mastodon,4.0.6,2,1,1,7657
tmss2291-1.hostdon.ne.jp,mastodon,4.2.10,2,1,2,209
unitedmastodon.com,mastodon,4.2.10,2,1,2,7
botwerks.social,mastodon,4.2.10,2,1,1,428
zepi.social,mastodon,4.2.10,2,2,2,93
mstdn.asterism.xyz,mastodon,4.2.10-plusminus.1,2,2,2,270720
superfun.club,mastodon,4.2.10,2,1,1,780
mstdn.kurosuke.org,mastodon,4.3.0-alpha.3,2,0,1,571
toot.vipra.vip,mastodon,4.3.0-alpha.5+glitch,2,1,1,2039
official.resource.org,mastodon,4.2.10,2,2,2,3696
don2.inux39.me,mastodon,4.2.10,2,2,2,5553
stg.mstdn.plusminus.io,mastodon,4.2.10-plusminus.1,2,1,2,166
lovelace.social,mastodon,4.3.0-alpha.4+chuckya,2,1,2,3295
ser.endipito.us,mastodon,4.2.10,2,1,1,764
razze.social,mastodon,4.2.8,2,1,1,194
tulipgardenshow.masto.host,mastodon,4.2.10,2,2,2,7896
particle.lol,mastodon,4.2.10,2,2,2,5895
social.mkj.earth,mastodon,4.2.10,2,2,2,2208
mstdn.ysnr5102.com,mastodon,4.2.10,2,1,2,13
mastodon.sethb.com,mastodon,4.2.10,2,1,2,317
pouchi.ca,mastodon,4.2.10,2,2,2,70
wstrsd.masto.host,mastodon,4.2.10,2,2,2,22694
sayurili.hostdon.ne.jp,mastodon,4.2.10,2,1,2,1003
mastodon.nexusuk.org,mastodon,4.2.8,2,1,1,2124
magical-ribbon.net,mastodon,4.2.10,2,0,2,27
puzich.social,mastodon,4.2.10,2,1,2,599
malenfant.net,mastodon,4.2.10,2,2,2,2333
mastodon.korbip.de,mastodon,4.0.2,2,0,0,3
mastodon.launay.org,mastodon,3.5.19,2,2,2,1478
junkhub.org,mastodon,4.2.10,2,2,2,6735
saltedskies.social,mastodon,4.2.10,2,1,1,8
mastodon.tffppodcast.com,mastodon,4.2.8,2,2,2,691
social.hostpath.de,mastodon,4.2.10,2,2,2,156
mastodon.shodan.io,mastodon,4.0.2,2,1,1,110
mastodon.martin-benson.com,mastodon,4.2.10,2,2,2,426
m.trisweb.com,mastodon,4.2.10,2,1,1,5823
are.sexy,mastodon,4.2.10,2,2,2,133
rairarai.hostdon.ne.jp,mastodon,4.2.10,2,1,1,35524
misc.name,mastodon,4.2.10,2,2,2,603
posts.dumb.stuff.donaberger.xyz,mastodon,4.2.10,2,1,2,706
jellystyle.social,mastodon,4.2.10,2,2,2,943
mstdn-huahin.com,mastodon,4.2.10,2,2,2,2034
jkpg.rocks,mastodon,4.2.10,2,1,1,5308
masto.louzao.network,mastodon,4.2.10,2,1,2,970
trolley.seattlebus.space,mastodon,4.2.10,2,1,2,3198
mstdn.yaesu-eas.tokyo,mastodon,4.2.7,2,2,2,15948
homo.promo,mastodon,4.2.10,2,2,2,15030
social.grahamharper.net,mastodon,4.2.10,2,1,2,185
mastodon.loss.com.de,mastodon,4.2.10,2,2,2,0
social.rust-lang.org,mastodon,4.2.10,2,0,2,16
alpherg.fedicity.net,mastodon,4.2.10,2,2,2,185
s.o2l.ie,mastodon,4.2.10,2,1,1,763
sandbox.skoji.jp,mastodon,4.2.10,2,1,1,36698
benz.social,mastodon,4.2.10,2,1,1,6
itools.jp,mastodon,4.2.10,2,2,2,232
ricko.social,mastodon,4.2.10,2,1,1,2237
kirikabu.fedicity.net,mastodon,4.2.10,2,2,2,5755
mastodon.deathbybandaid.net,mastodon,4.2.10,2,1,1,67
mastdn.f5.si,mastodon,4.2.9,2,1,2,24
mastodon.nrgup.net,mastodon,4.2.10,2,1,1,165
nejiamasi.com,mastodon,4.2.3,2,1,1,855
mstdn.musicforlife.jp,mastodon,4.2.7,2,1,3,80
mastodon.potproject.net,mastodon,4.2.10,2,1,1,17601
sudomakecake.ddns.net,mastodon,4.2.7,2,1,2,3112
xenon.ecarlate.app,mastodon,4.3.0-nightly.2024-07-04+glitch,2,2,2,565
social.chatty.monster,mastodon,4.3.0-alpha.5+glitch,2,2,2,5829
jb.md,mastodon,4.2.10,2,2,2,49631
social.yussuv.com,mastodon,4.2.8,2,2,2,95
heath.social,mastodon,4.2.10,2,1,1,2490
chromium.social,mastodon,4.2.10,2,1,1,461
klunscher.social,mastodon,4.2.10,2,1,2,2
pubsub.fun,mastodon,4.1.2,2,1,1,0
mstdn.haku-kazamaru.club,mastodon,4.2.10,2,1,2,667
mstdn.mrmts.com,mastodon,4.2.10,2,2,2,6801
mastodon.net2o.de,mastodon,4.2.8,2,1,1,10795
mastodon.ai8w.ddns.net,mastodon,4.3.0-alpha.5+glitch,2,1,1,216
fribby.social,mastodon,4.2.10,2,1,2,5
bocchi.yamako-ya.com,mastodon,4.2.10,2,2,2,4771
qnmd.info,mastodon,4.2.10,2,2,2,34855
soapbox.hackdefendr.com,mastodon,4.3.0-alpha.3+glitch,2,1,2,1939
bytearray.eu,mastodon,4.0.2,2,1,1,768
toot.krivokuca.dev,mastodon,4.2.10,2,1,2,371
mtd.usagi-gumi.jp,mastodon,4.2.10,2,1,1,2062
mstdn.ivtune.net,mastodon,4.3.0-alpha.5+glitch,2,2,2,9744
mstdn.chitose.org,mastodon,4.2.10,2,2,5,124161
m.fa.gl,mastodon,4.2.10,2,2,2,4253
social.bloomanalytics.net,mastodon,4.2.10,2,0,2,1
social.cdacosta.com,mastodon,4.2.10,2,2,2,257
monarchists.uk,mastodon,4.2.10,2,1,2,60
tragically.social,mastodon,4.1.16,2,1,1,1652
social.stormsvale.no,mastodon,4.2.10,2,1,2,2355
hemmer.land,mastodon,4.2.10,2,2,2,1772
mastodon.r-flash.eu,mastodon,4.2.10,2,1,2,301
kannitverstan.eu,mastodon,4.2.10,2,2,2,2097
surgeons.social,mastodon,4.3.0-alpha.5+glitch,2,2,2,67
kemoner-don.tokyo,mastodon,4.2.10,2,1,2,786
bikeshed.vibber.net,mastodon,4.3.0-alpha.5+glitch,2,2,2,10402
mammut.sch.moe,mastodon,4.2.10,2,2,2,2309
social.0ko.me,mastodon,4.2.10,2,1,2,8612
khuluma.de,mastodon,4.2.10,2,2,2,39
baranovski.info,mastodon,4.2.10,2,1,2,5529
rencher.industries,mastodon,4.2.10,2,2,2,40
levallo.is,mastodon,4.2.10,2,2,2,4007
nokinoki.net,mastodon,4.2.10,2,2,2,20672
tootsfrom.ahabitual.dev,mastodon,4.2.10,2,1,2,19234
soc.jrconlin.com,mastodon,4.2.10,2,1,1,3437
fioredon.ysizuku.com,mastodon,4.2.8,2,1,2,0
social.jonaskoeritz.de,mastodon,4.2.10,2,1,1,1787
waldvogel.family,mastodon,4.2.10,2,1,1,1611
smnn.ch,mastodon,4.2.10,2,2,2,1390
wizarding-world.icu,mastodon,4.2.10,2,1,1,57661
mastodon.exok.com,mastodon,4.2.10,2,1,1,191
seine.fleuv.es,mastodon,4.2.10,2,2,2,1960
nothankyou.hostdon.ne.jp,mastodon,4.2.10,2,0,1,39
canary.fedibird.com,mastodon,3.5.3,2,1,2,7
social.podnews.net,mastodon,4.2.10,2,2,2,2189
toast.dragon2611.net,mastodon,4.2.10,2,2,2,2998
twitter.resolvt.net,mastodon,4.2.10,2,1,1,1645
nemtie.net,mastodon,4.2.10,2,1,1,291
social.bear.garden,mastodon,4.2.10,2,2,2,383
mastodon.janusweb.org,mastodon,4.2.10,2,1,1,170
trunk.jmtr.org,mastodon,4.2.10,2,1,1,8
mastodon.lilysthings.org,mastodon,4.3.0-alpha.5+chuckya,2,1,2,8837
social.uggs.io,mastodon,4.2.10,2,1,4,1131
us.andrewscom.net,mastodon,4.2.10,2,1,2,11
tender-hearted.com,mastodon,4.1.4,2,1,2,77
fedi.jrlenz.net,mastodon,4.2.10,2,1,2,207
mstdn.blueday.blue,mastodon,4.2.10,2,2,2,15152
anasodon.com,mastodon,4.2.10,2,1,2,2843
borderland.tokyo,mastodon,4.2.10,2,1,1,112
hugs.lgbt,mastodon,4.2.10,2,2,2,2590
lousydomain.xyz,mastodon,4.2.10,2,1,2,1486
m.aqr.af,mastodon,4.2.10,2,2,2,164532
mstdn.toya.blog,mastodon,4.2.10,2,1,2,457
mastodon.themarkup.org,mastodon,4.2.10,2,1,1,380
fidget.place,mastodon,4.2.10,2,1,2,689
mstdn.sssc.cc,mastodon,4.2.10,2,1,1,270
mstdn.matsu.icu,mastodon,4.2.10,2,1,1,378
social.polotek.net,mastodon,4.2.10,2,1,3,2039
social.ericwbailey.website,mastodon,4.2.10,2,2,2,2396
otter.cx,mastodon,4.2.10,2,1,2,338
broken.graphics,mastodon,4.2.10,2,1,1,9148
veoh.social,mastodon,4.2.10,2,2,6,2135
susunu.hostdon.ne.jp,mastodon,4.2.10,2,1,2,0
social.alt-text.org,mastodon,4.2.10,2,1,1,319
mstdn.ijs01140.com,mastodon,4.2.10,2,1,1,28402
ticker.hostdon.ne.jp,mastodon,4.2.10,2,1,1,226
satori.cafe,mastodon,4.2.8,2,2,2,133
hard.blue,mastodon,4.2.10,2,2,2,3790
noctua.social,mastodon,4.2.10,2,2,2,194
edafe.social,mastodon,4.2.10,2,1,1,82
mastodon.gramschladen.de,mastodon,4.2.10,2,1,6,190
haunt.graveyard.boo,mastodon,4.2.10,2,1,2,1018
social.zcdev.org,mastodon,4.2.10,2,2,2,146
zusammenkunft.net,mastodon,4.2.10,2,2,2,7307
larry.town,mastodon,4.2.10,2,1,1,401
follow.ethanmarcotte.com,mastodon,4.2.10,2,1,1,7547
biddul.ph,mastodon,4.2.10,2,1,1,414
libretweet.com,mastodon,4.2.10,2,1,1,4049
mastodon.foxfam.club,mastodon,4.2.10,2,1,1,1302
dementedandsadbut.social,mastodon,4.2.10,2,2,2,10085
talkingdrupal.social,mastodon,4.0.2,2,0,1,67
nnmdon.com,mastodon,4.2.10,2,2,2,10304
bananen.software,mastodon,4.2.10,2,1,1,56
mytoot.de,mastodon,4.2.10,2,1,1,1007
social.dsbeans.com,mastodon,4.2.10,2,1,1,404
toot.kra.hn,mastodon,4.2.10,2,1,1,138
mstdn.yue-kichi.world,mastodon,4.2.10,2,1,2,7764
commons.whatiwanttoknow.org,mastodon,4.2.8,2,0,1,2868
ericpuryear.com,mastodon,4.2.10,2,1,1,1122
tranvender.site,mastodon,4.2.10,2,2,2,33
social.riz-om.network,mastodon,4.2.10,2,1,1,13
abraham.su,mastodon,4.2.10,2,2,2,476
mammut.ericmitch.com,mastodon,4.2.10,2,2,2,196
narrativ.es,mastodon,4.2.10,2,1,1,14391
dope.bz,mastodon,4.2.10,2,1,2,0
tny.social,mastodon,4.2.0,2,1,1,732
mastodon.kxn4t.tech,mastodon,4.2.10,2,2,2,75022
mastodon.lertsenem.com,mastodon,4.3.0-alpha.5+glitch,2,1,1,14340
korikata.hostdon.ne.jp,mastodon,4.2.10,2,2,2,1952
scuttle.cloud,mastodon,4.2.10,2,1,2,465
autisticpri.de,mastodon,4.2.10,2,2,2,1803
social.osb-alliance.de,mastodon,4.2.10,2,1,2,181
mastdn.communisme-informel.zone,mastodon,4.2.10,2,1,2,124
clrk.space,mastodon,4.2.10,2,1,1,554
gs.yvt.jp,mastodon,4.2.10,2,1,1,7186
wahni.at,mastodon,4.2.7,2,1,1,82
social.as743.org,mastodon,4.2.10,2,1,1,0
mastodon.philtanner.com,mastodon,4.2.10,2,2,3,5829
chabant.social,mastodon,4.2.10,2,1,1,2652
mastodon.wormhole.eu,mastodon,4.2.10,2,1,1,4081
social.karotte.org,mastodon,4.2.10,2,1,1,1541
adney.land,mastodon,4.3.0-alpha.5,2,1,1,240
social.ketupat.me,mastodon,4.2.10,2,2,2,16955
josephgruber.space,mastodon,4.2.7,2,0,2,235
gyudon.org,mastodon,4.2.10,2,1,2,1334
wants.coffee,mastodon,4.1.8,2,1,1,341
mstdn.whitepig.net,mastodon,4.2.10,2,1,1,95
wasnever.cool,mastodon,4.2.10,2,1,1,432
social.braxo.se,mastodon,4.2.10,2,1,2,908
mstdn-test.sublimer.me,mastodon,4.2.10,2,1,2,22
weatherby2378.social,mastodon,4.2.10,2,2,2,10677
bscabl.ddns.net,mastodon,4.2.10,2,1,2,581
longlandclan.id.au,mastodon,4.2.10,2,2,2,30752
mast.solarisfire.com,mastodon,4.2.10,2,2,2,2261
social.mango.vg,mastodon,4.2.10,2,2,2,744
scrappydog.com,mastodon,4.2.10,2,1,2,131
pub.osrx.social,mastodon,4.2.10,2,1,2,1582
ramblings.social,mastodon,4.3.0-alpha.5,2,1,1,1277
social.karsten-voigt.de,mastodon,4.2.10,2,2,3,349
social.qownnotes.org,mastodon,4.2.10,2,2,2,374
nunu.fedicity.net,mastodon,4.2.10,2,1,2,916
byteheaven.net,mastodon,4.2.10,2,1,3,3534
mastodon.kryptykphysh.xyz,mastodon,4.2.10,2,1,1,591
test.mascodon.jp,mastodon,4.2.10+mscdn,2,1,1,54
social.aaroncrocco.com,mastodon,4.2.10,2,2,2,4755
noxon.cc,mastodon,4.2.10,2,2,2,2949
masto.antovolk.co.uk,mastodon,4.2.10,2,1,1,172581
mammoth.gry.st,mastodon,4.2.10,2,1,1,192
soc.bosionet.it,mastodon,4.2.10,2,2,2,32
josh.tel,mastodon,4.2.10,2,1,1,602
social.lostcause.house,mastodon,4.2.10,2,1,5,253
masto.bhsnw.com,mastodon,4.3.0-alpha.5+glitch,2,1,3,118
social.allmers.de,mastodon,4.2.10,2,1,1,128
jellyfishtxt.hostdon.ne.jp,mastodon,4.2.10,2,1,1,11
atmasto.com,mastodon,4.2.10,2,1,1,1377
mo.social,mastodon,4.2.10,2,1,1,422
myonlinepi.uk,mastodon,4.2.10,2,2,2,143
elbmatsch.de,mastodon,4.2.10,2,2,2,14396
social.gerbet.me,mastodon,4.2.10,2,2,2,154
mastodon.rxbrad.com,mastodon,4.2.10,2,1,1,669
mastodon.terpotiz.net,mastodon,4.2.7,2,1,3,0
radio.quaqoostore.net,mastodon,4.2.10,2,2,2,2271
mstdn.bdms.ca,mastodon,4.2.8,2,1,2,276
zomglol.wtf,mastodon,4.3.0-nightly.2024-07-19,2,1,1,1980
fed.qaz.red,mastodon,4.2.10,2,1,1,5431
tane.codes,mastodon,4.2.10,2,1,1,6441
m.on-trails.com,mastodon,4.2.10,2,1,2,863
poag.one,mastodon,4.2.10,2,2,2,8383
mastodon.myfed.space,mastodon,4.2.8,2,1,2,82
the-crossroads-inn.com,mastodon,4.2.10,2,2,2,1266
vault37.xyz,mastodon,4.2.10,2,2,2,673
netcup.cafe,mastodon,4.2.8,2,1,1,102
ocalaavenue.net,mastodon,4.2.10,2,1,2,2667
kernkraft.social,mastodon,4.2.10,2,2,2,2
achrilock.social,mastodon,4.2.10,2,2,2,3224
social.sgsknote.org,mastodon,4.1.7,2,1,1,181
istanza.ch,mastodon,4.2.10,2,2,2,4685
boop.city,mastodon,4.2.10,2,2,2,3815
shellsharks.social,mastodon,4.2.10,2,2,2,1037
mastodon.miicat.eu,mastodon,4.2.10,2,1,1,2443
calebhearth.com,mastodon,4.2.10,2,1,1,1091
so.eddyn.net,mastodon,4.2.7,2,0,21,8
crag.social,mastodon,4.2.10,2,1,3,2475
some.henkkalaukka.fi,mastodon,4.2.10,2,2,2,5172
payravi.xyz,mastodon,4.2.10,2,2,2,2603
mastodon.timnolte.com,mastodon,4.2.10,2,2,2,2595
mammuthus.xyz,mastodon,4.2.10,2,2,2,15249
mstdn.ringonegichikuwa.com,mastodon,4.2.10,2,1,3,908
colovo.com,mastodon,4.2.10,2,1,1,144
cyberpasti.me,mastodon,4.2.10,2,2,2,1975
social.genya0407.link,mastodon,4.2.10,2,2,2,3945
hilo00.hostdon.ne.jp,mastodon,4.2.10,2,1,2,16
social.nelson.zone,mastodon,4.2.10,2,1,2,70
xn--zck4ad5f2e.xn--q9jyb4c,mastodon,4.1.18,2,1,4,63
secretstage.club,mastodon,4.2.10,2,2,2,87
glib.social,mastodon,4.2.10,2,1,2,401
103.social,mastodon,4.1.2,2,1,2,599
1040ste.net,mastodon,4.2.10,2,1,1,702
10mb.social,mastodon,4.2.10,2,2,2,533
2c.taoetc.org,mastodon,4.1.4,2,1,1,1921
abairthusa.scot,mastodon,4.2.10,2,2,2,870
abando.social,mastodon,4.2.10,2,2,3,199
academe.social,mastodon,4.2.10,2,1,3,168
accioly.social,mastodon,4.2.10,2,1,1,269
acrion.social,mastodon,4.2.10,2,1,1,0
alfajet.masto.host,mastodon,4.2.10,2,1,1,3488
allison.social,mastodon,4.2.10,2,1,2,401
alt.lawndale.space,mastodon,4.2.10,2,1,1,4016
amynews.social,mastodon,4.2.10,2,1,1,854
angrydome.au,mastodon,4.2.8,2,2,3,511
apocalypse.net,mastodon,4.2.10,2,1,1,72
arxiv.social,mastodon,3.5.3,2,1,3,110
autisticnomad.social,mastodon,4.1.13,2,2,2,1639
awp.news,mastodon,4.2.10,2,2,2,12011
bassrock.social,mastodon,4.2.10,2,1,2,95
baum.social,mastodon,4.2.8,2,1,1,833
bern.social,mastodon,4.2.10,2,1,1,323
betweenthelions.link,mastodon,4.2.10,2,2,2,22124
bfs.llc,mastodon,3.5.10,2,1,1,45
bgarr.com,mastodon,4.2.8,2,1,2,169
bigchat.social,mastodon,4.2.7,2,1,1,5
bits.social,mastodon,4.2.10,2,1,2,182
bitwoods.duckdns.org,mastodon,4.2.10,2,1,1,282
blan.cc,mastodon,4.2.10,2,1,1,1370
blazinggophers.com,mastodon,4.2.10,2,1,1,273
blob.coffee,mastodon,4.2.10,2,1,1,4
bondine.social,mastodon,4.2.10,2,2,2,230
bonga.nu,mastodon,4.2.10,2,2,2,515
boumi.me,mastodon,4.2.10,2,1,1,343
brocks.social,mastodon,4.2.10,2,1,1,880
bundyo.com,mastodon,4.2.10,2,1,2,6785
bussmann.social,mastodon,4.2.10,2,1,2,603
bygg.land,mastodon,4.2.10,2,1,2,115
candycorn.club,mastodon,4.2.10,2,2,2,313
carelesswhisper.nl,mastodon,4.2.10,2,1,1,969
cariad.social,mastodon,4.2.10,2,2,2,263
caseitor.masto.host,mastodon,4.2.10,2,2,2,26
castilla.social,mastodon,4.2.10,2,1,18,518
cavalina.net,mastodon,4.2.7,2,1,2,1275
chat.noelle.codes,mastodon,4.3.0-alpha.5+glitch,2,1,2,29807
chat.trueffzido.de,mastodon,4.2.10,2,2,2,1992
click.ba.it,mastodon,4.2.10,2,1,2,9939
cloudhub.social,mastodon,4.2.10,2,1,1,32
clq.im,mastodon,4.2.10,2,1,1,938
coach.masto.host,mastodon,4.2.10,2,1,1,616
coffeebean.social,mastodon,4.2.10,2,1,2,249
colloquy.social,mastodon,4.1.3,2,1,1,156
compound.social,mastodon,4.2.8,2,2,2,291
connect.daniel.digital,mastodon,4.2.10,2,2,2,49
cousteaudivers.social,mastodon,4.2.10,2,1,2,7
crashthearcade.social,mastodon,4.2.10,2,3,3,248
crime.st,mastodon,4.2.10,2,1,3,123
criticalrolestats.com,mastodon,4.2.10,2,0,0,1756
crowleyclub.com,mastodon,4.2.10,2,1,1,1391
cthonic.club,mastodon,4.2.10,2,1,1,268
